id,price,license,model,fuel,cc,registration_date,license_changed,owner_changed,total_loss,flood,theft,damaged_count,damaged_total,damaged_by_other_count,damaged_by_other_total,transmission,warranty,mileage,tuning_history,special_history,usage_change,accident,little_accident
38518579,199,31소7885,베르나 트랜스폼,가솔린,1399cc,2009/12/15,0,0,0,0,0,5,2254380,0,0,-,보험사보증,"183,841km",없음,없음,없음,없음,있음
38626315,179,22나6057,라세티 프리미어,가솔린,1598cc,2008/12/12,0,1,0,0,0,0,0,0,0,오토,보험사보증,"151,814km",없음,없음,없음,없음,있음
38567660,799,43어3558,레이,가솔린,998cc,2014/06/11,1,5,0,0,0,1,861683,0,0,-,자가보증,"77,051km",없음,없음,없음,없음,있음
38560614,750,61어2143,그랜저 HG,가솔린,2999cc,2013/01/18,0,7,0,0,0,4,6758648,4,2430550,오토,자가보증,"87,201km",없음,없음,없음,없음,있음
38511639,580,275보3590,SM3 네오,가솔린,1598cc,2019/06/24,1,2,0,0,0,1,521560,0,0,오토,보험사보증,"30,500km",없음,없음,없음,있음,있음
38478029,900,59머3831,SM6,가솔린,1997cc,2016/06/07,1,6,0,0,0,3,3683449,0,0,오토,자가보증,"88,000km",없음,없음,없음,없음,있음
38636779,580,31노3777,QM5 네오,디젤,1995cc,2014/04/01,0,1,0,0,0,1,1056264,0,0,오토,자가보증,"111,418km",없음,없음,없음,없음,있음
38064952,650,53무5119,레이,가솔린,998cc,2011/12/19,0,5,0,0,0,2,1886210,1,243500,오토,보험사보증,"98,647km",없음,없음,없음,없음,없음
38254020,990,319보7681,티볼리 아머,디젤,1597cc,2019/04/29,1,2,0,0,0,0,0,0,0,오토,보험사보증,"86,453km",없음,없음,있음 / 렌트,없음,있음
38633370,270,31보1008,올 뉴 모닝,가솔린,998cc,2011/06/30,1,2,0,0,0,3,1306856,4,3559587,오토,보험사보증,"164,294km",없음,없음,없음,없음,있음
38546657,2150,48가7983,더 뉴 카니발,디젤,2199cc,2018/11/08,0,2,0,0,0,0,0,0,0,오토,보험사보증,"67,079km",없음,없음,없음,없음,없음
38327143,890,경기71가7881,갤로퍼 2,가스,2972cc,1999/03/24,0,1,0,0,0,0,0,0,0,수동,자가보증,"42,306km",없음,없음,없음,없음,없음
38420198,1080,115호4718,쏘나타 뉴 라이즈,가스,1999cc,2021/10/29,2,2,0,0,0,1,11001609,0,0,오토,자가보증,"58,993km",없음,없음,있음 / 렌트,있음,있음
38474080,3720,58구9147,EV6,전기,111cc,2021/10/07,0,0,0,0,0,1,1402231,0,0,오토,자가보증,"46,196km",없음,없음,없음,없음,없음
38560660,399,24누1170,YF 쏘나타,가솔린,1998cc,2010/01/05,0,2,0,0,0,6,3445348,3,786390,오토,보험사보증,"156,102km",없음,없음,없음,없음,있음
36265960,290,66어4246,뉴SM5(신형),가스,1998cc,2011/06/07,1,2,0,0,0,1,352808,0,0,오토,보험사보증,"154,457km",없음,없음,있음 / 렌트,없음,없음
38413572,380,58저7588,올 뉴 모닝,가솔린,998cc,2011/03/02,0,0,0,0,0,0,0,0,0,오토,보험사보증,"71,949km",없음,없음,없음,없음,없음
38371912,290,67너4916,스파크,가솔린,995cc,2012/04/06,0,5,0,0,0,2,1718925,1,923991,오토,보험사보증,"151,452km",없음,없음,없음,없음,있음
38391025,340,57저3523,NF 쏘나타 트랜스폼,가솔린,1998cc,2009/05/20,0,3,0,0,0,0,0,1,345480,오토,보험사보증,"114,283km",없음,없음,없음,없음,없음
38371295,2350,125루9985,K7 프리미어,가솔린,2497cc,2019/09/25,1,2,0,0,0,0,0,0,0,오토,보험사보증,"68,103km",없음,없음,있음 / 렌트,없음,없음
38571232,1320,66라8379,올 뉴 쏘렌토,디젤,2199cc,2015/05/22,0,1,0,0,0,1,3005470,2,1465930,오토,보험사보증,"129,478km",없음,없음,없음,없음,있음
38245648,800,366나2068,QM3,디젤,1461cc,2017/05/24,1,4,0,0,0,0,0,0,0,오토,보험사보증,"99,243km",없음,없음,있음 / 렌트,없음,없음
38387264,1800,04부1835,올 뉴 투싼,디젤,1995cc,2018/02/05,0,3,0,0,0,4,4342482,3,3367874,오토,보험사보증,"78,058km",없음,없음,없음,없음,없음
38572889,1600,45서7596,QM6,가솔린,1997cc,2018/02/09,0,1,0,0,0,1,439568,0,0,오토,보험사보증,"69,136km",없음,없음,없음,없음,없음
38632806,1700,257오9352,캐스퍼,가솔린,998cc,2023/07/12,0,1,0,0,0,0,0,0,0,오토,자가보증,"12,754km",없음,없음,없음,없음,없음
38050227,3200,194무3924,더 뉴 그랜저 IG,가솔린,2497cc,2020/05/07,1,2,0,0,0,0,0,0,0,-,자가보증,"38,900km",없음,없음,있음 / 렌트,없음,없음
38630372,300,02마3723,더 뉴 아반떼,디젤,1582cc,2014/03/11,1,3,0,0,0,0,0,1,1542000,오토,보험사보증,"199,342km",없음,없음,없음,있음,있음
38629313,250,64라3153,QM5,디젤,1995cc,2008/07/01,0,0,0,0,0,2,4204606,2,1221138,-,보험사보증,"172,951km",없음,없음,없음,없음,있음
38505742,3300,183모3215,더 뉴 그랜저 IG 하이브리드,하이브리드,2359cc,2021/08/25,0,2,0,0,0,1,437240,0,0,오토,자가보증,"51,807km",없음,없음,없음,없음,없음
38297979,3500,154버9553,투싼 하이브리드 (NX4),하이브리드,1598cc,2022/05/02,0,2,0,0,0,0,0,0,0,-,자가보증,"13,590km",없음,없음,없음,없음,없음
38451980,1150,161우8762,모닝 어반 (JA),가솔린,998cc,2021/02/24,0,1,0,0,0,0,0,0,0,오토,자가보증,"45,613km",없음,없음,없음,없음,없음
38452830,1900,140호6770,올 뉴 투싼,디젤,1598cc,2020/06/08,0,0,0,0,0,0,0,1,700000,오토,자가보증,"66,650km",없음,없음,있음 / 렌트,없음,없음
38630349,5350,303루7443,GV70,가솔린,2497cc,2022/06/10,0,2,0,0,0,0,0,0,0,오토,자가보증,"12,915km",없음,없음,없음,없음,없음
38520421,1650,231루9013,캐스퍼,가솔린,998cc,2022/11/08,0,1,0,0,0,0,0,0,0,오토,자가보증,"25,685km",없음,없음,없음,없음,없음
38439503,4800,221마6779,싼타페 (MX5),가솔린,2497cc,2024/05/20,0,0,0,0,0,0,0,0,0,-,자가보증,"6,806km",없음,없음,없음,없음,없음
38629235,400,16더8456,올 뉴 모닝,가솔린,998cc,2012/04/25,0,0,0,0,0,2,1374876,1,424985,-,보험사보증,"159,317km",없음,없음,없음,없음,있음
38490252,1400,45루0703,올 뉴 쏘렌토,디젤,1995cc,2015/10/05,0,5,0,0,0,6,2730805,1,389839,오토,보험사보증,"153,481km",없음,없음,없음,없음,있음
38268270,1100,120소9994,모닝 어반 (JA),가솔린,998cc,2021/04/16,0,0,0,0,0,0,0,0,0,오토,자가보증,"42,290km",없음,없음,없음,없음,없음
38562848,2400,107가3156,더 뉴 QM6,가스,1998cc,2021/09/10,0,1,0,0,0,0,0,0,0,오토,자가보증,"24,272km",없음,없음,없음,없음,없음
38341482,2550,811버8347,더 뉴 렉스턴 스포츠 칸,디젤,2157cc,2022/01/17,0,2,0,0,0,0,0,0,0,오토,자가보증,"65,519km",없음,없음,없음,없음,없음
38050241,3100,142주5944,더 뉴 그랜저 IG,가솔린,2497cc,2020/05/25,1,4,0,0,0,1,1528014,0,0,-,자가보증,"29,630km",없음,없음,없음,없음,없음
38554765,1600,209수1676,더 뉴 기아 레이,가솔린,998cc,2023/10/24,0,1,0,0,0,0,0,0,0,오토,자가보증,"15,981km",없음,없음,없음,없음,없음
38462674,4950,232가6559,G80 (RG3),가솔린,2497cc,2021/07/29,0,1,0,0,0,0,0,0,0,오토,자가보증,"28,067km",없음,없음,없음,없음,없음
38487362,2000,111두3929,셀토스,가솔린,1591cc,2021/06/24,0,0,0,0,0,3,3692726,3,1506146,-,자가보증,"74,483km",없음,없음,없음,없음,없음
38536283,1350,267소4073,더 뉴 레이,가솔린,998cc,2020/10/12,0,1,0,0,0,1,355509,0,0,오토,자가보증,"54,215km",없음,없음,없음,없음,없음
38122217,1550,22로0414,LF 쏘나타 하이브리드,하이브리드,1999cc,2016/05/03,0,5,0,0,0,2,2934855,0,0,-,보험사보증,"120,542km",없음,없음,없음,없음,있음
38185784,2300,217나3765,쏘나타 하이브리드 (DN8),하이브리드,1999cc,2021/01/25,1,3,0,0,0,1,1140231,0,0,오토,자가보증,"68,562km",없음,없음,있음 / 렌트,없음,있음
38171347,3800,14라1388,더 뉴 그랜드 스타렉스,디젤,2497cc,2019/05/23,0,1,0,0,0,2,2032946,0,0,오토,보험사보증,"102,189km",없음,없음,없음,없음,없음
38629241,600,50도4195,뉴 쏘렌토 R,디젤,1995cc,2012/07/23,0,1,0,0,0,2,837214,0,0,-,보험사보증,"239,387km",없음,없음,없음,없음,없음
38174952,6500,252부5969,스타리아,디젤,2199cc,2023/02/14,0,0,0,0,0,1,766390,0,0,-,자가보증,"12,532km",없음,없음,없음,없음,없음
38418252,3400,319두6237,더 뉴 그랜저 IG 하이브리드,하이브리드,2359cc,2020/01/08,0,4,0,0,0,1,19017,0,0,-,자가보증,"38,646km",없음,없음,없음,없음,없음
38181228,500,21로8075,투싼,디젤,1975cc,2007/06/28,0,2,0,0,0,1,661040,2,1190788,오토,보험사보증,"92,970km",없음,없음,없음,없음,있음
38612569,4450,148나9426,GV70,가솔린,2497cc,2022/06/23,0,2,0,0,0,0,0,0,0,오토,자가보증,"22,256km",없음,없음,없음,없음,없음
38550957,1750,302버4504,캐스퍼,가솔린,998cc,2023/05/03,0,1,0,0,0,2,899738,0,0,오토,자가보증,"23,941km",없음,없음,없음,없음,없음
38473206,1900,199루7510,그랜저 IG,가솔린,2359cc,2017/07/14,1,5,0,0,0,0,0,0,0,오토,자가보증,"63,292km",없음,없음,있음 / 렌트,없음,없음
38165780,1300,27서0988,K5 2세대,가솔린,1999cc,2016/01/05,0,1,0,0,0,5,5197793,3,3829030,오토,보험사보증,"38,946km",없음,없음,없음,없음,있음
38635428,1020,68우3432,더 뉴 트랙스,가솔린,1362cc,2018/12/10,0,1,0,0,0,1,2387210,1,1373208,오토,자가보증,"91,117km",없음,없음,없음,없음,있음
38635500,920,59보0541,K5 2세대,가스,1999cc,2016/04/14,0,2,0,0,0,0,0,1,1711303,오토,자가보증,"162,354km",없음,없음,없음,없음,없음
38630129,980,45거8031,SM6,가솔린,1997cc,2017/01/05,0,1,0,0,0,0,0,0,0,오토,보험사보증,"43,419km",없음,없음,없음,없음,없음
38523307,5390,358더7286,더 뉴 카니발 4세대,하이브리드,1598cc,2024/01/17,0,1,0,0,0,0,0,0,0,오토,보험사보증,"1,656km",없음,없음,없음,없음,없음
38519982,2640,184수3327,더 뉴 그랜저 IG,가솔린,2497cc,2020/11/10,0,2,0,0,0,4,4114714,4,2851282,오토,자가보증,"21,044km",없음,없음,없음,있음,있음
38339800,1210,105주9838,베뉴,가솔린,1598cc,2020/01/14,0,5,0,0,0,1,9412110,3,3501850,오토,보험사보증,"72,472km",없음,없음,없음,있음,있음
38413424,4250,226누2545,더 뉴 팰리세이드,가솔린,3778cc,2023/04/28,0,1,0,0,0,0,0,0,0,오토,자가보증,"18,950km",없음,없음,없음,없음,없음
37875243,700,59도9749,K7 하이브리드,하이브리드,2359cc,2014/05/19,1,4,0,0,0,4,6466215,1,2169605,오토,보험사보증,"197,828km",없음,없음,없음,없음,있음
38440550,350,28수7079,아반떼 MD,가솔린,1591cc,2012/06/21,0,2,0,0,0,5,3497984,0,0,오토,보험사보증,"151,985km",없음,없음,없음,없음,있음
37228374,360,209마3374,QM5 네오,디젤,1995cc,2014/04/15,1,2,0,0,0,2,3525134,1,808620,오토,자가보증,"163,516km",없음,없음,없음,없음,있음
38192682,160,46우3930,뉴SM3,가솔린,1598cc,2014/02/19,0,2,0,0,0,2,4408230,3,1483680,오토,자가보증,"229,322km",없음,없음,없음,없음,없음
38072384,440,62모8623,LF 쏘나타,가스,1999cc,2014/04/17,0,3,0,0,0,3,1537109,7,4952400,오토,자가보증,"253,009km",없음,없음,없음,없음,있음
38239981,2050,72모6437,더 뉴 그랜드 스타렉스,디젤,2497cc,2018/09/19,0,1,0,0,0,1,858804,1,536940,오토,보험사보증,"57,105km",없음,없음,없음,없음,있음
37763346,240,32어9990,포르테,가솔린,1591cc,2011/08/19,0,3,0,0,0,2,2096468,2,1126070,오토,보험사보증,"85,266km",없음,없음,없음,있음,있음
37955312,310,45로3426,어메이징 뉴 크루즈,디젤,1998cc,2015/09/09,0,1,0,0,0,2,1123489,1,491688,오토,보험사보증,"182,518km",없음,없음,없음,없음,있음
38592819,700,37도1123,올 뉴 모닝 (JA),가솔린,998cc,2017/03/17,0,5,0,0,0,5,2164454,3,3158480,오토,보험사보증,"145,575km",없음,없음,없음,없음,있음
37907381,590,55더5398,더 뉴 K5,가솔린,1999cc,2014/01/22,0,1,0,0,0,4,4447936,2,1157350,오토,보험사보증,"171,705km",없음,없음,없음,없음,있음
38599971,450,27구0226,더 넥스트 스파크,가솔린,999cc,2016/04/14,0,0,0,0,0,3,5424052,2,3252538,오토,보험사보증,"161,867km",없음,없음,없음,없음,있음
38426804,520,56서9093,제네시스,가솔린,3342cc,2012/01/18,0,6,0,0,0,2,1540649,0,0,오토,보험사보증,"173,896km",없음,없음,없음,없음,있음
38497169,1220,30수2888,올 뉴 K3,가솔린,1598cc,2018/05/29,0,2,0,0,0,1,464780,2,986326,오토,보험사보증,"138,377km",없음,없음,없음,없음,없음
38163887,380,55어6767,그랜저 HG,가스,2999cc,2012/01/31,0,8,0,0,0,4,5261680,3,1928180,오토,자가보증,"260,798km",없음,없음,없음,있음,있음
38332075,420,11모6698,더 뉴 모닝,가솔린,998cc,2015/05/04,0,4,0,0,0,5,1606477,4,4553919,오토,보험사보증,"171,318km",없음,없음,없음,없음,있음
38455787,640,34머0337,올란도,가스,1998cc,2016/07/07,0,1,0,0,0,3,5014393,1,6200000,오토,보험사보증,"155,181km",없음,없음,없음,있음,있음
37806505,1120,82라0506,렉스턴 스포츠,디젤,2157cc,2018/09/21,0,2,0,0,0,1,1308329,0,0,오토,보험사보증,"125,337km",있음 / 적법 / 장치,없음,없음,없음,있음
38514481,520,62모1910,더 뉴 레이,가솔린,998cc,2018/04/23,0,3,0,0,0,1,492240,1,604364,오토,보험사보증,"130,677km",없음,없음,없음,없음,없음
37750430,240,67오2237,포르테,가솔린,1591cc,2012/08/13,0,3,0,0,0,3,2339870,1,711930,오토,보험사보증,"126,032km",없음,없음,없음,없음,있음
38192872,1220,34거6509,스토닉,가솔린,1368cc,2018/01/22,0,2,0,0,0,6,10680411,3,5215426,오토,보험사보증,"98,550km",없음,없음,없음,없음,있음
37851861,300,34보2231,아반떼 MD,가솔린,1591cc,2012/04/16,0,1,0,0,0,3,4382788,6,8823000,오토,보험사보증,"186,179km",없음,없음,없음,있음,있음
38238858,1680,58두5082,더 뉴 아이오닉 일렉트릭,전기,120cc,2020/09/25,0,0,0,0,0,0,0,0,0,오토,보험사보증,"92,669km",없음,없음,없음,없음,없음
38456007,470,183루3440,벨로스터,가솔린,1591cc,2013/04/11,1,3,0,0,0,1,729409,0,0,오토,보험사보증,"117,991km",없음,없음,없음,없음,없음
38439926,280,16라1748,All New SM7,가솔린,2495cc,2012/03/16,0,2,0,0,0,4,10199310,1,515846,오토,보험사보증,"178,811km",없음,없음,없음,있음,있음
38582772,1550,151저7779,더 뉴 K5 2세대,가솔린,1999cc,2018/02/26,1,3,0,0,0,5,6260136,3,1235173,오토,보험사보증,"136,877km",없음,없음,없음,없음,있음
37994452,150,45주8692,뉴SM5(신형),가스,1998cc,2012/04/17,0,1,0,0,0,6,4862181,1,1314650,오토,자가보증,"254,572km",없음,없음,없음,있음,있음
38375776,400,11우4735,더 뉴 모닝,가솔린,998cc,2015/08/03,0,5,0,0,0,2,1378985,2,1035763,오토,보험사보증,"133,377km",없음,없음,없음,없음,있음
38608412,270,43무7715,오피러스 프리미엄,가솔린,3342cc,2010/06/09,0,5,0,0,0,4,2917110,2,2153523,오토,자가보증,"218,644km",없음,없음,없음,없음,있음
38599881,330,66도8866,All New SM7,가솔린,2495cc,2011/11/16,0,1,0,0,0,6,7950231,3,3674500,오토,보험사보증,"110,750km",없음,없음,없음,없음,있음
37891240,670,36도9444,더 뉴 트랙스,디젤,1598cc,2017/01/20,0,0,0,0,0,5,6152374,1,506336,오토,보험사보증,"158,395km",없음,없음,없음,없음,있음
38447457,430,29보8162,K5,가스,1999cc,2013/01/02,0,2,0,0,0,4,2792168,3,1323198,오토,자가보증,"184,102km",없음,없음,없음,없음,있음
38059806,1030,300모9543,모닝 어반 (JA),가솔린,998cc,2020/07/28,0,0,0,0,0,1,1861110,0,0,오토,보험사보증,"37,260km",없음,없음,없음,없음,있음
38292092,1680,157저7701,캐스퍼,가솔린,998cc,2022/03/22,0,1,0,0,0,1,1527100,1,1814150,오토,보험사보증,"14,119km",없음,없음,없음,없음,있음
38492855,930,15머9865,모하비,디젤,2959cc,2014/06/09,0,4,0,0,0,1,339090,1,1196705,오토,보험사보증,"189,539km",없음,없음,없음,없음,없음
38251730,310,06무0645,더 뉴 모닝,가솔린,998cc,2015/09/21,0,2,0,0,0,0,0,0,0,오토,보험사보증,"158,488km",없음,없음,없음,없음,없음
38532841,270,18러1699,스파크,가솔린,995cc,2015/08/11,0,5,0,0,0,6,9506216,3,4406014,오토,보험사보증,"134,357km",없음,없음,없음,없음,있음
38117854,980,368조2634,더 뉴 레이,가솔린,998cc,2021/01/19,1,2,0,0,0,0,0,0,0,오토,보험사보증,"69,531km",없음,없음,있음 / 렌트,없음,없음
38431949,390,23부8772,코란도 투리스모,디젤,1998cc,2014/01/02,0,1,0,0,0,8,7755555,5,7195474,오토,자가보증,"230,150km",없음,없음,없음,있음,있음
38081162,580,45소7553,K3,가솔린,1591cc,2014/05/26,0,1,0,0,0,1,1647733,1,619437,오토,자가보증,"149,605km",없음,없음,없음,없음,있음
38500581,870,22소9235,LF 쏘나타,가스,1999cc,2015/03/17,0,2,0,0,0,3,3751234,1,4418400,오토,자가보증,"132,249km",없음,없음,없음,없음,있음
38513140,870,60러0588,아반떼 AD,가솔린,1591cc,2016/08/22,0,1,0,0,0,5,6624493,4,4591814,오토,보험사보증,"108,598km",없음,없음,없음,있음,있음
38227077,970,13구4437,K5 2세대,가솔린,1999cc,2017/01/02,0,1,0,0,0,0,0,2,3565450,오토,자가보증,"152,267km",없음,없음,없음,없음,없음
38575268,780,04버0758,코란도 투리스모,디젤,2157cc,2016/08/17,0,1,0,0,0,5,6923023,0,0,오토,자가보증,"109,218km",없음,없음,없음,없음,있음
38445919,590,34저0841,카니발 R,디젤,2199cc,2013/02/01,1,3,0,0,0,0,0,5,1116650,-,자가보증,"150,642km",없음,없음,없음,없음,없음
38431608,299,41머6080,포르테,가솔린,1591cc,2012/01/17,0,4,0,0,0,6,7362613,5,7368618,오토,보험사보증,"175,760km",있음 / 불법 / 장치,없음,없음,있음,있음
38277462,4250,182루5115,팰리세이드,디젤,2199cc,2021/09/06,0,0,0,0,0,0,0,0,0,오토,보험사보증,"43,512km",없음,없음,없음,없음,없음
38529220,670,66오5967,아반떼 MD,가솔린,1591cc,2013/01/02,0,1,0,0,0,2,1396822,0,0,오토,자가보증,"36,972km",없음,없음,없음,없음,있음
38521742,750,70저7074,뉴 다마스,가스,796cc,2021/01/15,0,0,0,0,0,0,0,1,88000,수동,보험사보증,"36,848km",없음,없음,없음,없음,없음
38499613,950,39조6079,올 뉴 모닝 (JA),가솔린,998cc,2018/09/07,0,5,0,0,0,1,363799,2,1981525,오토,자가보증,"17,790km",없음,없음,없음,없음,없음
38491341,1870,117다2572,EQ900,가솔린,3778cc,2016/12/27,1,4,0,0,0,2,4892750,2,1285459,오토,보험사보증,"197,250km",없음,없음,있음 / 렌트,없음,있음
37696251,850,77무9730,그랜드 스타렉스,디젤,2497cc,2012/03/12,2,5,0,0,0,2,1040196,4,4938598,오토,보험사보증,"134,514km",없음,없음,있음 / 렌트,없음,있음
37893586,340,11노2011,스파크,가솔린,995cc,2015/07/17,0,0,0,0,0,3,2201369,3,1310390,오토,보험사보증,"122,808km",없음,없음,없음,없음,있음
38121017,540,47부0972,더 뉴 모닝,가솔린,998cc,2015/11/06,0,1,0,0,0,2,1326613,2,779230,-,자가보증,"74,300km",없음,없음,없음,없음,있음
37170145,820,21보6088,올 뉴 카렌스,가스,1999cc,2013/04/26,0,1,0,0,0,1,360518,2,1132090,오토,보험사보증,"90,559km",없음,없음,없음,없음,없음
36723414,620,90서9901,코란도 스포츠,디젤,1998cc,2013/12/30,0,1,0,0,0,1,1286088,1,1925950,오토,보험사보증,"124,121km",없음,없음,없음,없음,없음
38041056,1060,34더0615,LF 쏘나타,가스,1999cc,2016/08/12,0,2,0,0,0,3,3141688,3,4079408,오토,보험사보증,"92,462km",없음,없음,없음,없음,있음
37950536,290,69부5983,뉴SM3,가솔린,1598cc,2010/02/23,0,7,0,0,0,7,13836816,3,5006048,오토,보험사보증,"109,025km",없음,없음,없음,없음,있음
37587785,620,03수0593,레이,가솔린,998cc,2012/07/16,1,4,0,0,0,3,4508200,0,0,오토,보험사보증,"78,806km",없음,없음,없음,없음,있음
38593274,490,34오5119,K5,가솔린,1999cc,2012/01/03,0,1,0,0,0,1,560460,1,632440,오토,자가보증,"122,149km",없음,없음,없음,없음,없음
38568547,630,95머6833,그랜드 스타렉스,디젤,2497cc,2011/05/31,0,1,0,0,0,0,0,0,0,오토,자가보증,"181,100km",없음,없음,없음,없음,없음
38602515,590,21너0438,SM6,가솔린,1997cc,2016/08/11,0,1,0,0,0,3,7791384,3,8402488,오토,자가보증,"129,500km",없음,없음,없음,있음,있음
38593288,399,63저0668,올 뉴 모닝,가솔린,998cc,2013/06/13,1,6,0,0,0,1,1049914,2,1623220,오토,자가보증,"60,400km",없음,없음,없음,없음,없음
38593285,1790,185머5831,더 뉴 아이오닉 하이브리드,하이브리드,1580cc,2019/11/15,0,2,0,0,0,1,2384328,0,0,오토,자가보증,"80,900km",없음,없음,없음,없음,있음
38550307,330,37우9033,SM5 노바,디젤,1461cc,2015/06/10,1,6,0,0,0,0,0,1,2435200,오토,자가보증,"168,500km",없음,없음,없음,없음,없음
37738753,530,50루7935,올 뉴 모닝,가솔린,998cc,2014/05/22,0,4,0,0,0,1,541335,0,0,-,보험사보증,"38,593km",없음,없음,없음,없음,없음
38617629,1250,45러8384,LF 쏘나타,가스,1999cc,2017/01/18,0,2,0,0,0,3,2315740,6,5984016,오토,보험사보증,"95,626km",없음,없음,없음,없음,있음
38328490,530,396소9714,K5 2세대,가스,1999cc,2017/04/11,2,3,0,0,0,0,0,0,0,오토,자가보증,"191,000km",없음,없음,없음,없음,있음
37322389,490,63무5029,엑센트(신형),가솔린,1368cc,2014/04/03,0,1,0,0,0,4,2961550,2,3152064,오토,보험사보증,"157,558km",없음,없음,없음,없음,있음
38279447,580,59무3834,아반떼 MD,가솔린,1591cc,2012/07/16,0,3,0,0,0,5,2774899,2,3055790,오토,보험사보증,"121,253km",없음,없음,없음,없음,없음
38101280,4290,119소4271,G80 (RG3),가솔린,2497cc,2022/01/04,0,1,0,0,0,0,0,0,0,-,자가보증,"34,311km",없음,없음,없음,없음,없음
37898874,345,16어1478,올 뉴 모닝,가솔린,998cc,2012/11/06,0,4,0,0,0,5,1795970,1,409860,-,자가보증,"69,300km",없음,없음,없음,없음,있음
38139046,490,55더5617,K3,가솔린,1591cc,2014/02/04,0,3,0,0,0,3,6731649,3,2325604,오토,보험사보증,"116,085km",없음,없음,없음,있음,있음
38439964,490,62루0859,더 뉴 아반떼,가스,1591cc,2015/09/17,0,4,0,0,0,3,4751999,2,2780061,오토,보험사보증,"147,486km",없음,없음,없음,있음,있음
38414219,2580,178너2088,더 뉴 그랜저 IG,가스,2999cc,2020/05/14,1,2,0,0,0,2,2208996,0,0,-,보험사보증,"55,300km",없음,없음,있음 / 렌트,없음,있음
37825061,1090,04더5192,그랜저 IG,가솔린,2359cc,2017/03/03,0,1,1,0,0,1,2058785,2,2167275,오토,자가보증,"109,506km",없음,없음,없음,있음,있음
38630042,2080,293두6292,쏘나타 (DN8),가솔린,1999cc,2020/11/24,0,1,0,0,0,0,0,1,368000,오토,보험사보증,"38,734km",없음,없음,없음,없음,없음
37525309,390,06누2646,쏘나타 더 브릴리언트,가스,1999cc,2013/06/24,1,3,0,0,0,4,1553640,2,1089489,-,자가보증,"235,475km",없음,없음,있음 / 렌트,없음,없음
38575420,340,57로7903,스파크,가솔린,995cc,2015/02/06,0,4,0,0,0,1,374028,1,857140,오토,보험사보증,"107,260km",없음,없음,없음,없음,없음
38533298,3620,258거8796,더 뉴 팰리세이드,가솔린,3778cc,2023/03/17,0,1,0,0,0,0,0,1,613560,오토,보험사보증,"16,920km",없음,없음,없음,없음,없음
38590630,950,31버3484,더 뉴 K7,가솔린,2359cc,2015/12/02,0,2,0,0,0,1,657820,4,4490410,오토,보험사보증,"105,546km",없음,없음,없음,없음,없음
38532619,1250,54나5099,올 뉴 K7,가솔린,2359cc,2016/09/13,1,3,0,0,0,1,491400,5,4669271,오토,자가보증,"104,169km",없음,없음,없음,있음,있음
38613588,2560,47구4707,G80,가솔린,3342cc,2018/07/16,0,4,0,0,0,1,575000,0,0,오토,자가보증,"96,081km",없음,없음,없음,없음,없음
38346080,709,21어1002,엘란,가솔린,1793cc,1997/04/04,2,20,0,0,0,3,5564620,1,5195595,수동,자가보증,"216,360km",없음,없음,없음,없음,있음
38605032,830,68보8627,K3,가솔린,1591cc,2015/01/02,0,1,0,0,0,1,484551,1,874720,오토,자가보증,"30,973km",없음,없음,없음,없음,없음
38341261,320,55저8642,SM7 New Art,가솔린,3498cc,2010/03/05,0,1,0,0,0,5,4157854,1,1987740,오토,보험사보증,"128,537km",없음,없음,없음,없음,없음
38505382,1020,30마4848,에쿠스(신형),가솔린,3778cc,2014/02/20,0,3,0,0,0,4,3176360,6,9926112,오토,자가보증,"164,508km",없음,없음,없음,없음,있음
37322773,200,52노9422,아반떼 HD,가솔린,1591cc,2007/04/05,0,2,0,0,0,3,2097982,2,530860,오토,자가보증,"112,731km",없음,없음,없음,있음,있음
38412426,450,66버5095,QM3,디젤,1461cc,2014/08/01,0,6,0,0,0,3,2383493,6,5973951,오토,보험사보증,"121,219km",없음,없음,없음,없음,있음
38629675,1220,14서8228,싼타페 DM,디젤,1995cc,2013/08/23,0,1,0,0,0,1,3291400,1,793280,오토,자가보증,"69,993km",없음,없음,없음,없음,있음
36962758,170,51거3933,뉴SM5(신형),가솔린,1998cc,2010/02/03,0,1,0,0,0,6,10157468,11,14344750,오토,보험사보증,"189,482km",없음,없음,없음,있음,있음
38103126,530,374마5791,LF 쏘나타,가스,1999cc,2014/04/22,1,2,0,0,0,1,796090,0,0,오토,보험사보증,"165,836km",없음,없음,있음 / 렌트,없음,없음
38103265,690,90버2416,그랜드 스타렉스,디젤,2359cc,2010/12/17,0,1,0,0,0,1,706586,0,0,오토,자가보증,"205,037km",없음,없음,없음,없음,있음
38412322,430,24고5790,K3,가솔린,1591cc,2014/04/01,0,1,0,0,0,5,6126605,3,7149070,오토,자가보증,"80,982km",없음,없음,없음,있음,있음
38102992,390,172수9888,쏘나타 더 브릴리언트,가스,1999cc,2013/06/11,1,2,0,0,0,1,640803,1,397800,오토,보험사보증,"183,941km",없음,없음,있음 / 렌트,없음,없음
37764427,299,37누9444,YF 쏘나타,가스,1998cc,2011/01/05,1,3,0,0,0,7,10374457,3,1126059,오토,자가보증,"251,402km",없음,없음,없음,있음,있음
38499463,1100,61주6972,모하비,디젤,2959cc,2013/09/02,0,1,0,0,0,2,4144210,1,4030070,오토,자가보증,"150,166km",없음,없음,없음,없음,있음
