Car ID,차량번호,최초등록일,변속기종류,사용연료,주행거리(km),주행거리 계기상태,차대번호표기,튜닝,특별이력,용도변경,배출가스,리콜대상,차명,연식
38101333,83로3701,2015/04/01,오토,디젤,"49,981km",양호,양호,있음 / 적법,없음,없음,매연: 9%,해당없음,코란도 스포츠,2015년식
38582265,15무2607,2010/06/01,-,디젤,"251,394km",양호,양호,없음,없음,없음,매연: 5%,해당없음,싼타페 CM,2010년식
38639035,359우6984,2020/10/21,-,디젤,"95,582km",양호,상이,없음,없음,있음 / 렌트,매연: 2%,해당 / 이행,쏘렌토 4세대,2021년식
37886627,48누9496,2014/11/20,-,디젤,"69,010km",양호,양호,없음,없음,없음,매연: 0%,해당없음,QM3,2015년식
38490645,89노1579,2017/07/28,오토,디젤,"87,157km",양호,양호,없음,없음,없음,매연: 3%,해당없음,더 뉴 코란도 스포츠,2018년식
38613716,152수9706,2019/10/11,오토,가솔린,"27,681km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.2% / 탄화수소: 2ppm,해당없음,올 뉴 K3,2020년식
38603579,08러3164,2019/08/22,오토,디젤,"57,852km",양호,양호,없음,없음,없음,매연: 1.4%,해당없음,베리 뉴 티볼리,2020년식
38504985,39모0445,2016/11/03,오토,가솔린,"64,048km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 30ppm,해당 / 이행,SM6,2016년식
38632502,356노9176,2021/01/04,오토,가솔린,"19,158km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 22ppm,해당없음,더 뉴 스파크,2021년식
38419744,31주2084,2014/10/14,-,디젤,"151,866km",양호,양호,없음,없음,없음,매연: 0%,해당없음,뉴코란도 C,2015년식
38117631,58다9339,2017/10/31,-,디젤,"98,293km",양호,양호,없음,없음,없음,매연: 3%,해당 / 이행,QM6,2017년식
37675344,68무2704,2014/06/10,오토,LPG(일반인 구입),"123,595km",양호,양호,없음,없음,없음,일산화탄소: 0.11% / 탄화수소: 22ppm,해당,올란도,2014년식
38331278,119도9770,2020/11/27,-,가솔린,"86,047km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 3ppm,해당 / 이행,아반떼 (CN7),2021년식
38528722,266소6535,2021/12/17,-,가솔린,"47,753km",양호,양호,있음 / 적법,없음,없음,일산화탄소: 0.07% / 탄화수소: 15ppm,해당없음,더 뉴 코나,2021년식
38378074,14도0514,2016/07/29,오토,가솔린,"104,011km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,SM6,2016년식
38417533,43마8354,2018/05/28,오토,가솔린,"51,316km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 2.2ppm,해당없음,올 뉴 K7,2018년식
38439384,34머0247,2017/01/02,오토,디젤,"48,369km",양호,양호,없음,없음,없음,매연: 0%,해당없음,K5 2세대,2017년식
38213442,167허5893,2022/04/22,-,가솔린,"37,808km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.3% / 탄화수소: 5ppm,해당없음,더 뉴 QM6,2022년식
38617537,65로4318,2016/03/04,오토,가솔린,"119,183km",양호,양호,없음,없음,없음,일산화탄소: 0.40% / 탄화수소: 39ppm,해당없음,티볼리,2016년식
38097364,220호1891,2023/03/17,오토,가솔린,"26,793km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 미이행,더 뉴 팰리세이드,2023년식
38288001,255서6676,2020/12/03,-,디젤,"35,829km",양호,양호,없음,없음,없음,매연: -%,해당없음,올 뉴 렉스턴,2021년식
38463389,333노3467,2022/01/05,-,가솔린,"28,965km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 1ppm,해당없음,GV80,2022년식
37519839,61저0523,2016/02/22,-,가솔린,"38,287km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 11ppm,해당 / 이행,더 넥스트 스파크,2016년식
38313446,178루2693,2020/07/13,-,디젤,"23,931km",양호,양호,없음,없음,없음,매연: 0%,해당 / 이행,더 뉴 싼타페,2021년식
38353958,278수5683,2022/06/02,오토,가솔린,"20,531km",양호,양호,없음,없음,없음,일산화탄소: 0.30% / 탄화수소: 32ppm,해당없음,XM3,2023년식
38526079,294구4617,2019/12/20,오토,가솔린,"81,910km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 4ppm,해당없음,뷰티풀 코란도,2020년식
37966137,111러4635,2020/06/09,-,가솔린,"67,594km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 2ppm,해당 / 이행,G80 (RG3),2021년식
38487199,52더0684,2016/07/21,오토,가솔린,"120,266km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 1ppm,해당없음,더 넥스트 스파크,2017년식
37634618,377수2370,2022/03/21,-,가솔린,"27,986km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1.2ppm,해당없음,GV80,2022년식
38358310,34마6239,2017/10/20,-,가솔린,"53,254km",양호,양호,없음,없음,없음,일산화탄소: 0.10% / 탄화수소: 1ppm,해당 / 이행,QM6,2018년식
38153584,190소7551,2022/07/11,-,가솔린,"94,625km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G90 (RS4),2022년식
38599073,239수5826,2023/12/06,-,가솔린,"15,911km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 5ppm,해당없음,더 뉴 티볼리,2024년식
37639592,129나3742,2022/11/30,오토,가솔린,"15,983km",양호,양호,없음,없음,없음,일산화탄소: 0.0% / 탄화수소: 0.0ppm,해당없음,XM3,2023년식
38265756,303무7083,2019/11/26,오토,가솔린,"116,095km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 2ppm,해당없음,G90,2019년식
38621385,237러1385,2020/04/17,-,가솔린,"22,411km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 트랙스,2020년식
38549406,15서0950,2019/12/20,오토,전기,"129,324km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당 / 미이행,볼트 EV,2019년식
38614485,82고7355,2013/05/22,오토,디젤,"104,543km",양호,양호,없음,없음,없음,매연: 1%,해당없음,코란도 스포츠,2014년식
36921019,40보6217,2015/05/22,-,가솔린,"20,158km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 11ppm,해당없음,더 뉴 i40 살룬,2016년식
38603679,305구2144,2019/09/23,-,디젤,"197,342km",양호,양호,없음,없음,없음,매연: 3%,해당없음,더 뉴 카니발,2019년식
38273443,285두2931,2021/08/12,-,가솔린,"42,990km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 스파크,2022년식
38519210,41저7803,2016/12/05,오토,가솔린,"90,417km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,SM6,2016년식
37204736,233루3509,2017/12/13,-,가솔린,"103,875km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.05% / 탄화수소: 5ppm,해당 / 이행,G70,2018년식
38470033,36거8750,2019/04/12,오토,LPG(일반인 구입),"96,481km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,SM6,2019년식
37886296,26마0500,2015/11/06,-,디젤,"116,418km",양호,양호,없음,없음,없음,매연: 5%,해당없음,QM5 네오,2015년식
38596417,38고0929,2016/01/04,오토,가솔린,"62,308km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 10ppm,해당없음,SM7 노바,2016년식
38513564,01러6784,2018/09/14,-,가솔린+전기,"96,416km",양호,양호,없음,없음,없음,일산화탄소: 0.08% / 탄화수소: 15ppm,해당없음,그랜저 IG 하이브리드,2019년식
36281787,05나9529,2018/03/26,오토,가솔린,"45,165km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G70,2018년식
38405420,60노0353,2016/02/18,-,가솔린,"67,966km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 3ppm,해당없음,더 넥스트 스파크,2016년식
38266332,55보1318,2010/06/14,오토,가솔린,"118,437km",양호,양호,없음,없음,없음,일산화탄소: 0.00% / 탄화수소: 11ppm,해당없음,마티즈 크리에이티브,2010년식
38373826,141버2125,2023/05/19,오토,가솔린,"41,847km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 팰리세이드,2023년식
38408749,261소5764,2023/04/14,-,가솔린,"31,765km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,K8,2023년식
38321884,397조4242,2022/07/01,오토,가솔린,"70,099km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 15ppm,해당없음,뷰티풀 코란도,2022년식
38421612,02두3646,2018/06/05,-,가솔린,"99,893km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 10ppm,해당없음,더 뉴 트랙스,2018년식
38332175,385오7896,2022/04/25,-,가솔린+전기,"63,060km",양호,양호,없음,없음,없음,일산화탄소: 0.10% / 탄화수소: 1ppm,해당없음,K8 하이브리드,2022년식
38612175,194수8291,2018/06/01,-,가솔린,"56,452km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G70,2018년식
38622828,311모3804,2021/07/14,-,LPG(일반인 구입),"42,987km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 2ppm,해당없음,더 뉴 QM6,2021년식
38566823,256조5117,2022/10/31,-,디젤,"44,805km",양호,양호,없음,없음,없음,매연: 2%,해당 / 이행,더 뉴 팰리세이드,2023년식
38631361,07더1617,2017/08/21,-,가솔린,"53,807km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 11ppm,해당없음,올 뉴 말리부,2017년식
38466547,81수1882,2018/12/12,오토,디젤,"66,257km",양호,양호,없음,없음,없음,매연: 3%,해당없음,렉스턴 스포츠,2019년식
38636237,104모7969,2022/08/05,-,가솔린,"22,321km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,토레스,2023년식
38494416,39모0445,2016/11/03,오토,가솔린,"64,048km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 30ppm,해당 / 이행,SM6,2016년식
38457787,56너3796,2018/11/01,오토,디젤,"79,577km",양호,양호,없음,없음,없음,매연: 0%,해당 / 미이행,G4 렉스턴,2019년식
38603913,174두3848,2023/02/09,-,가솔린,"58,082km",양호,양호,없음,없음,없음,일산화탄소: 0.12% / 탄화수소: 2ppm,해당 / 이행,GV80,2023년식
38425095,48오4841,2017/01/05,오토,디젤,"45,258km",양호,양호,없음,없음,없음,매연: 5%,해당 / 미이행,올 뉴 투싼,2017년식
38620766,230루4225,2018/10/19,오토,가솔린,"102,368km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 트랙스,2019년식
38525918,291라1239,2020/01/29,-,가솔린,"32,669km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,트래버스,2020년식
38570906,93가6719,2021/06/23,-,디젤,"42,598km",양호,양호,없음,없음,없음,매연: 0%,해당없음,더 뉴 렉스턴 스포츠,2021년식
38615273,270저3579,2020/11/01,오토,디젤,"34,144km",양호,양호,없음,없음,없음,매연: 0%,해당없음,베리 뉴 티볼리,2021년식
38333802,21저0737,2016/07/15,-,가솔린,"77,026km",양호,양호,없음,없음,없음,일산화탄소: 0.18% / 탄화수소: 16ppm,해당 / 이행,SM6,2016년식
38383392,289마4071,2018/01/12,오토,가솔린,"96,495km",양호,양호,없음,없음,없음,일산화탄소: 0.09% / 탄화수소: 15ppm,해당없음,EQ900,2018년식
38504311,156나2281,2022/08/11,-,가솔린,"7,415km",양호,양호,없음,없음,없음,일산화탄소: 0.0% / 탄화수소: 1.0ppm,해당없음,토레스,2023년식
38626422,56다2664,2017/06/09,-,디젤,"138,049km",양호,양호,없음,없음,없음,매연: 7%,해당 / 미이행,올 뉴 카니발,2018년식
38065024,154도8144,2018/04/26,오토,가솔린,"107,183km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,그랜저 IG,2018년식
38038930,255노5118,2023/06/22,오토,가솔린,584km,양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 G70,2024년식
37801163,67수8915,2014/12/23,오토,가솔린,"67,710km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.20% / 탄화수소: 4ppm,해당없음,K3,2015년식
38597714,91거0763,2020/12/09,오토,가솔린,"95,168km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 6ppm,해당없음,리얼 뉴 콜로라도,2021년식
38204152,347어1419,2019/11/06,-,가솔린,"79,540km",양호,양호,없음,없음,없음,일산화탄소: 0.11% / 탄화수소: 12ppm,해당없음,뷰티풀 코란도,2020년식
38488699,61로1885,2018/09/11,오토,가솔린,"57,736km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 2ppm,해당없음,G80,2018년식
38605568,367버8516,2020/02/13,-,가솔린,"36,767km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 그랜저 IG,2020년식
38591523,47주4819,2018/09/14,오토,디젤,"33,371km",양호,양호,없음,없음,없음,매연: 2.7%,해당없음,티볼리 에어,2019년식
38441089,64라1844,2018/03/09,오토,가솔린,"57,807km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G70,2018년식
38292624,269루6641,2018/08/06,-,가솔린+전기,"64,181km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 30ppm,해당없음,니로,2018년식
37989298,195너8571,2020/04/29,-,가솔린,"33,682km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 0.3ppm,해당,더 뉴 QM6,2020년식
38326312,51가7806,2018/08/28,오토,가솔린,"38,878km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,더 뉴 레이,2018년식
37990964,55보5360,2016/12/16,오토,가솔린,"83,254km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 1ppm,해당없음,더 넥스트 스파크,2017년식
37770447,133오2360,2015/07/14,-,가솔린,"185,442km",양호,양호,없음,없음,없음,일산화탄소: 0.7% / 탄화수소: 22ppm,해당없음,티볼리,2016년식
38123733,323러1990,2020/08/27,오토,가솔린,"54,816km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 3ppm,해당 / 이행,XM3,2020년식
38547973,31주0186,2016/09/29,오토,가솔린,"106,364km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 10ppm,해당없음,SM6,2016년식
36917636,41보7359,2017/04/04,오토,디젤,"105,000km",양호,양호,없음,없음,없음,매연: 0%,해당없음,올 뉴 카니발,2017년식
38156772,145모2488,2020/06/11,-,가솔린,"125,044km",양호,양호,없음,없음,없음,일산화탄소: 13% / 탄화수소: 11ppm,해당없음,G90,2020년식
38601719,117우5543,2022/10/12,-,가솔린,"35,265km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 1ppm,해당없음,더 뉴 G70,2023년식
38613826,87마1610,2017/07/18,오토,디젤,"56,343km",양호,양호,있음 / 구조,없음,없음,매연: 3%,해당없음,더 뉴 코란도 스포츠,2018년식
38477724,222거5728,2024/03/04,-,가솔린+전기,"5,503km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 카니발 4세대,2024년식
38010870,326머4827,2020/01/18,오토,가솔린,"42,965km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 스파크,2020년식
38203890,148더9780,2019/09/04,오토,디젤,"128,073km",양호,양호,없음,없음,있음 / 렌트,매연: 3%,해당없음,뉴QM3,2019년식
38540007,394라2035,2018/12/12,오토,가솔린,"31,000km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 1% / 탄화수소: 1ppm,해당없음,더 뉴 스파크,2019년식
38539053,82우4871,2019/03/05,-,디젤,"150,007km",양호,양호,없음,없음,없음,매연: 2%,해당없음,더 뉴 그랜드 스타렉스,2019년식
38118649,182라5524,2022/08/25,오토,가솔린+전기,"23,744km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,투싼 하이브리드 (NX4),2023년식
37840774,26라0581,2016/07/21,오토,가솔린,"120,857km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 6ppm,해당없음,티볼리 에어,2016년식
38570577,165마3347,2022/05/18,-,가솔린,"36,574km",양호,양호,없음,없음,없음,일산화탄소: 1% / 탄화수소: 1ppm,해당 / 이행,G80 (RG3),2022년식
38564627,18더5803,2015/07/27,-,가솔린,"79,736km",양호,양호,없음,없음,없음,일산화탄소: 0.00% / 탄화수소: 10ppm,해당없음,카마로,2015년식
38597616,92소0373,2022/12/01,오토,가솔린,"21,277km",양호,양호,없음,없음,없음,일산화탄소: .% / 탄화수소: .ppm,해당없음,리얼 뉴 콜로라도,2022년식
38454141,371버2899,2020/05/25,-,가솔린,"79,940km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 2ppm,해당 / 이행,GV80,2020년식
38596396,47소0178,2016/11/17,오토,가솔린,"27,858km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 5ppm,해당 / 이행,SM6,2016년식
38513095,260버3661,2016/10/19,-,LPG(일반인 구입),"144,963km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.1% / 탄화수소: 3ppm,해당없음,SM6,2016년식
38466583,260무4699,2017/04/17,-,디젤,"77,216km",양호,양호,없음,없음,있음 / 렌트,매연: 5%,해당 / 이행,스포티지 4세대,2017년식
37875684,380무4605,2022/04/08,오토,가솔린,"25,278km",양호,양호,없음,없음,없음,일산화탄소: 1% / 탄화수소: 1ppm,해당없음,뷰티풀 코란도,2022년식
38010169,227부8305,2020/06/26,-,가솔린+전기,"47,316km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 미이행,더 뉴 니로,2020년식
37435211,179어3985,2022/05/11,오토,가솔린,"적음 / 17,870km",양호,양호,없음,없음,없음,일산화탄소: 0.5% / 탄화수소: 50ppm,해당없음,G80 (RG3),2022년식
38374956,81도0833,2020/03/24,오토,디젤,"68,712km",양호,양호,없음,없음,없음,매연: 2%,해당없음,더 뉴 그랜드 스타렉스,2020년식
38420790,17더2167,2017/09/25,-,가솔린,"72,278km",양호,양호,없음,없음,없음,일산화탄소: .02% / 탄화수소: 2ppm,해당없음,올 뉴 말리부,2017년식
38208752,364러6022,2020/08/31,-,가솔린,"21,254km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 이행,GV80,2020년식
38541697,45서8256,2012/08/01,오토,가솔린,"144,126km",양호,양호,없음,없음,없음,일산화탄소: 0.07% / 탄화수소: 5ppm,해당 / 이행,뉴SM5(신형),2012년식
38403060,196오7145,2020/09/29,오토,가솔린,"45,307km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 3ppm,해당없음,더 뉴 레이,2021년식
38534793,41무7334,2015/09/17,-,디젤,"81,600km",양호,양호,없음,없음,없음,매연: 5%,해당없음,티볼리,2016년식
38305662,146너9388,2020/10/07,-,가솔린,"51,547km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 1ppm,해당,더 뉴 스파크,2021년식
38530546,211러9438,2021/04/29,-,가솔린,"104,348km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,K8,2022년식
38192772,224무1568,2022/10/24,-,가솔린,"48,508km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 스파크,2022년식
38538179,340머2366,2022/07/11,-,가솔린,"49,813km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 3ppm,해당 / 미이행,더 뉴 G70 슈팅브레이크,2023년식
38330578,14버7068,2008/02/20,-,가솔린,"70,192km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 1ppm,해당없음,All New 마티즈,2008년식
38409409,60노0353,2016/02/18,-,가솔린,"67,966km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 3ppm,해당없음,더 넥스트 스파크,2016년식
38349801,175너5254,2022/09/08,오토,디젤,"20,040km",양호,양호,없음,없음,없음,매연: 0%,해당 / 이행,카니발 4세대,2023년식
38243572,397어7906,2016/10/21,-,가솔린,"105,381km",양호,양호,있음 / 적법,없음,없음,일산화탄소: 0.3% / 탄화수소: 18ppm,해당 / 이행,SM6,2016년식
38591608,47소0178,2016/11/17,오토,가솔린,"27,858km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 5ppm,해당 / 이행,SM6,2016년식
37815528,292저1107,2019/12/31,-,가솔린+전기,"121,111km",양호,양호,없음,없음,없음,일산화탄소: 0.08% / 탄화수소: 13ppm,해당없음,K7 프리미어 하이브리드,2020년식
38532917,141거4037,2020/09/28,-,가솔린,"17,548km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 2ppm,해당없음,더 뉴 그랜저 IG,2020년식
37333078,30수6867,2012/06/01,오토,가솔린,"131,675km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,스파크,2012년식
37674971,28어3621,2013/08/26,오토,가솔린,"131,929km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 6ppm,해당없음,스파크,2014년식
38583191,327다1698,2018/04/25,오토,가솔린,"127,006km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.06% / 탄화수소: 7ppm,해당없음,EQ900,2018년식
38322651,263루2512,2021/08/24,오토,가솔린+전기,"33,814km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 2ppm,해당없음,더 뉴 니로,2022년식
38509191,71노5479,2013/04/02,오토,디젤,"175,323km",양호,양호,없음,없음,없음,매연: 1%,해당 / 이행,카니발 R,2013년식
37951233,399거2314,2019/09/27,-,LPG(일반인 구입),"33,693km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,더 뉴 QM6,2020년식
38567508,82너6913,2016/08/30,-,디젤,"74,905km",양호,양호,없음,없음,없음,매연: -%,해당없음,더 뉴 코란도 스포츠,2017년식
38169462,145모2488,2020/06/11,-,가솔린,"125,044km",양호,양호,없음,없음,없음,일산화탄소: 13% / 탄화수소: 11ppm,해당없음,G90,2020년식
37057396,16조7703,1998/05/27,-,가솔린,"76,037km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 36ppm,해당없음,다이너스티,1998년식
38356358,53도4131,2017/01/02,-,가솔린,"141,626km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,올 뉴 말리부,2017년식
37983924,35로3741,2012/11/23,-,가솔린,"121,693km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,알페온,2012년식
38596684,164너9448,2020/08/31,오토,디젤,"61,767km",양호,양호,없음,없음,없음,매연: 2%,해당 / 이행,더 뉴 싼타페,2021년식
38434997,193로1908,2022/12/08,-,가솔린,"23,474km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 0.01ppm,해당없음,G80 (RG3),2023년식
38357783,231나2843,2019/09/06,오토,가솔린,"86,874km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 6ppm,해당없음,그랜저 IG,2019년식
38573151,128로6858,2019/07/10,-,가솔린,"168,191km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.18% / 탄화수소: 21ppm,해당없음,G80,2019년식
38457419,55소4606,2017/05/19,오토,가솔린,"34,657km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 15ppm,해당없음,올 뉴 말리부,2017년식
38579766,20조0887,2016/03/28,-,가솔린,"88,229km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,임팔라,2016년식
38614933,35주8792,2012/11/27,-,가솔린,"161,544km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 2ppm,해당 / 이행,말리부,2013년식
38553701,360러6009,2019/10/16,오토,LPG(일반인 구입),"59,925km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.10% / 탄화수소: 23ppm,해당없음,더 뉴 QM6,2020년식
38373915,248조7520,2020/03/30,-,디젤,"42,000km",양호,양호,없음,없음,없음,매연: 0%,해당없음,GV80,2020년식
38631478,30조2774,2018/03/26,오토,가솔린,"76,493km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 4ppm,해당없음,G70,2018년식
38540499,60나9360,2019/04/10,오토,가솔린,"67,430km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 32ppm,해당없음,올 뉴 K7,2019년식
38251088,255마2495,2018/11/21,오토,가솔린,"85,625km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,G80,2019년식
38555952,273우6909,2022/12/29,오토,가솔린,"75,483km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 12ppm,해당 / 이행,XM3,2023년식
38264194,10로6754,2021/08/23,오토,전기,"24,337km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,일렉트리파이드 G80 (RG3),2022년식
37814118,369오2170,2020/12/10,오토,가솔린,"26,575km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,더 뉴 QM6,2021년식
38578934,85저2291,2019/11/21,오토,가솔린,"49,575km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 5ppm,해당없음,콜로라도,2020년식
38508121,92러8637,2021/08/05,-,가솔린,"57,897km",양호,양호,있음 / 적법,없음,없음,일산화탄소: 0.5% / 탄화수소: 1ppm,해당없음,리얼 뉴 콜로라도,2021년식
38524058,156거2499,2022/09/26,-,LPG(일반인 구입),"22,135km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 5ppm,해당없음,더 뉴 QM6,2023년식
38425413,174어3995,2019/04/12,-,가솔린,"65,427km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.11% / 탄화수소: 12ppm,해당없음,티볼리 아머,2019년식
37203944,12보9042,2011/05/11,오토,가솔린,"132,239km",양호,양호,있음 / 적법 / 구조,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,뉴SM3,2011년식
38503226,36더2263,2018/05/17,오토,디젤,"64,918km",양호,양호,없음,없음,없음,매연: 6%,해당없음,뉴QM3,2018년식
38367555,306두2148,2020/06/02,-,가솔린,"64,949km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,올 뉴 투싼,2020년식
38579469,43소0869,2016/04/12,오토,LPG(일반인 구입),"137,085km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 2ppm,해당없음,SM5 노바,2016년식
37740091,38두8617,2013/04/22,오토,가솔린,"99,097km",양호,양호,없음,없음,없음,일산화탄소: 0.08% / 탄화수소: 13ppm,해당없음,K3,2013년식
