Car ID,차량번호,최초등록일,변속기종류,사용연료,주행거리(km),주행거리 계기상태,차대번호표기,튜닝,특별이력,용도변경,배출가스,리콜대상,차명,연식
36280547,39라1985,2017/08/17,-,가솔린,"28,406km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 4ppm,해당없음,티볼리 아머,2018년식
38481757,11러1834,2007/01/05,오토,LPG(일반인 구입),"112,548km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 32ppm,해당없음,로체,2007년식
37584625,10거3113,2019/05/30,오토,가솔린,"9,858km",양호,양호,없음,없음,없음,일산화탄소: 0.07% / 탄화수소: 4ppm,해당없음,더 뉴 스파크,2019년식
38306774,209모5710,2022/10/14,-,가솔린+전기,"24,800km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 0.1ppm,해당없음,쏘렌토 4세대,2023년식
38420424,176우2298,2021/03/22,오토,가솔린,"26,070km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 3ppm,해당없음,셀토스,2022년식
38417653,67모9921,2011/05/11,-,가솔린,"81,830km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 8ppm,해당없음,그랜저 HG,2011년식
38208631,255가3266,2020/01/17,-,LPG(일반인 구입),"112,352km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 4ppm,해당없음,더 뉴 QM6,2020년식
38599354,290소4095,2019/10/23,오토,LPG(일반인 구입),"50,647km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,더 뉴 QM6,2020년식
38358053,57루7177,2018/01/25,-,가솔린,"46,774km",양호,양호,없음,없음,없음,일산화탄소: 0.12% / 탄화수소: 13ppm,해당없음,더 넥스트 스파크,2018년식
38325452,02수0378,2016/08/02,-,가솔린,"127,583km",양호,양호,없음,없음,없음,일산화탄소: 0.06% / 탄화수소: 6ppm,해당 / 이행,올 뉴 말리부,2017년식
38491924,61무7569,2013/10/14,오토,가솔린,"145,721km",양호,양호,없음,없음,없음,일산화탄소: 0.07% / 탄화수소: 9ppm,해당없음,뉴SM5 플래티넘,2014년식
37645775,54너3941,2009/07/22,오토,가솔린,"148,106km",양호,양호,없음,없음,없음,일산화탄소: 0.08% / 탄화수소: 16ppm,해당없음,SM5 뉴 임프레션,2009년식
38060567,65노5110,2014/03/17,-,디젤,"135,598km",양호,양호,없음,없음,없음,매연: 1%,해당 / 이행,올란도,2014년식
38520265,381조1872,2022/09/08,-,디젤,"22,351km",양호,양호,없음,없음,없음,매연: 00%,해당없음,GV80,2022년식
37687194,51구1336,2017/05/19,-,가솔린,"99,223km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,올 뉴 말리부,2017년식
38407658,196오7145,2020/09/29,오토,가솔린,"45,307km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 3ppm,해당없음,더 뉴 레이,2021년식
38421292,78더9905,2016/01/04,-,디젤,"98,542km",양호,양호,없음,없음,없음,매연: 0%,해당없음,코란도 투리스모,2016년식
38573154,356더6487,2020/03/25,-,LPG(일반인 구입),"96,667km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 QM6,2020년식
38405753,32저1761,2014/12/02,오토,가솔린,"185,709km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 30ppm,해당 / 이행,뉴SM5 플래티넘,2014년식
37765706,20가0786,2016/07/13,오토,가솔린,"100,340km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 6ppm,해당없음,SM3 네오,2016년식
38153764,270부5949,2023/07/20,-,가솔린,"7,402km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1.0ppm,해당 / 이행,GV70,2023년식
38023127,324다6545,2018/06/14,-,가솔린,"85,821km",양호,양호,있음 / 적법,없음,없음,일산화탄소: 0.01% / 탄화수소: 5ppm,해당없음,스팅어,2019년식
38528988,267더3176,2020/11/02,-,가솔린+전기,"41,145km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.2% / 탄화수소: 19ppm,해당 / 이행,아반떼 하이브리드 (CN7),2021년식
38527653,178부6915,2020/11/03,-,가솔린,"100,688km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 미이행,G90,2021년식
38403606,21고8481,2017/06/19,오토,가솔린,"103,195km",양호,양호,없음,없음,없음,일산화탄소: 0.18% / 탄화수소: 17ppm,해당없음,G80,2018년식
38549055,162누5275,2023/04/26,오토,가솔린,"13,922km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,토레스,2023년식
38626655,15두2861,2017/09/14,오토,가솔린,"45,515km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,그랜저 IG,2018년식
38513952,15부3756,2014/04/22,오토,디젤,"91,300km",양호,양호,없음,없음,없음,매연: -%,해당 / 이행,QM3,2014년식
38009822,13로1675,2014/11/18,오토,디젤,"59,146km",양호,양호,없음,없음,없음,매연: -%,해당 / 미이행,올 뉴 쏘렌토,2015년식
37945363,399거2314,2019/09/27,-,LPG(일반인 구입),"33,693km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,더 뉴 QM6,2020년식
38254557,63우6641,2015/03/03,-,디젤,"111,145km",양호,양호,없음,없음,없음,매연: 5%,해당 / 이행,올 뉴 카니발,2015년식
38030720,20버8140,2013/12/04,-,가솔린,"185,106km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 아반떼,2014년식
37503213,332누7482,2017/05/26,오토,가솔린,"95,591km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.2% / 탄화수소: 22ppm,해당없음,더 뉴 K3,2017년식
38519299,80너7677,2017/01/31,오토,디젤,"168,992km",양호,양호,없음,없음,없음,매연: -%,해당없음,더 뉴 코란도 스포츠,2017년식
37990462,95조3453,2017/09/26,오토,디젤,"53,302km",양호,양호,없음,없음,없음,매연: 3%,해당 / 이행,그랜드 스타렉스,2018년식
38396450,06저7976,2019/08/29,-,가솔린,"149,727km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 0.03ppm,해당없음,G80,2019년식
38375717,162고5681,2020/09/29,오토,가솔린,"45,202km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.03% / 탄화수소: 4ppm,해당 / 이행,XM3,2020년식
38409332,82고0155,2019/11/15,-,디젤,"128,166km",양호,양호,없음,없음,없음,매연: -%,해당없음,렉스턴 스포츠,2020년식
38153585,17저2724,2017/10/24,-,가솔린,"113,070km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 22ppm,해당 / 미이행,G80,2018년식
38490289,83도0494,2019/06/14,-,디젤,"139,192km",양호,양호,없음,없음,없음,매연: 1%,해당없음,더 뉴 그랜드 스타렉스,2019년식
38405468,30구3353,2013/05/03,오토,가솔린,"59,341km",양호,양호,없음,없음,없음,일산화탄소: 0.14% / 탄화수소: 7ppm,해당 / 이행,트랙스,2013년식
38254241,251루5046,2018/06/01,오토,가솔린,"82,864km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.11% / 탄화수소: 21ppm,해당없음,올 뉴 K3,2019년식
38230065,32무5425,2011/08/02,오토,가솔린,"98,249km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,그랜저 HG,2011년식
38357676,226너9416,2020/09/14,-,LPG(일반인 구입),"89,986km",양호,양호,없음,없음,없음,일산화탄소: 0.07% / 탄화수소: 9ppm,해당없음,더 뉴 QM6,2020년식
38430037,157누4290,2021/02/04,-,가솔린,"45,155km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,팰리세이드,2021년식
38252842,252우3035,2020/05/04,-,디젤,"95,757km",양호,양호,없음,없음,없음,매연: 5%,해당없음,GV80,2020년식
38591500,05무2869,2018/10/18,오토,디젤,"82,518km",양호,양호,없음,없음,없음,매연: 1%,해당없음,QM6,2019년식
38347911,45루0652,2015/09/24,오토,디젤,"125,356km",양호,양호,없음,없음,없음,매연: 3%,해당 / 미이행,뉴코란도 C,2016년식
37720434,235저1379,2020/02/14,-,가솔린,"97,625km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.74% / 탄화수소: 1ppm,해당없음,G90,2020년식
38216728,141러2178,2021/01/20,-,가솔린+전기,"74,474km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,쏘렌토 4세대,2021년식
38621357,226가6546,2021/10/20,-,가솔린,"72,556km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.2% / 탄화수소: 16ppm,해당 / 이행,카니발 4세대,2022년식
38557533,164머6664,2020/07/23,오토,가솔린,"85,729km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.04% / 탄화수소: 4ppm,해당 / 이행,더 뉴 QM6,2020년식
38614651,289두1338,2020/08/28,-,디젤,"129,553km",양호,양호,없음,없음,있음 / 렌트,매연: 1%,해당 / 미이행,더 뉴 트랙스,2021년식
38464086,181어8164,2023/06/09,-,가솔린+전기,"16,808km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,투싼 하이브리드 (NX4),2023년식
38604544,239어3113,2020/10/23,오토,디젤,"102,456km",양호,양호,없음,없음,있음 / 렌트,매연: 3%,해당 / 미이행,팰리세이드,2021년식
38613792,01주5174,2017/07/20,오토,가솔린,"29,666km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 15ppm,해당없음,더 넥스트 스파크,2017년식
38558820,06누6739,2018/02/20,-,전기,"163,928km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,아이오닉 일렉트릭,2018년식
38391771,35로3176,2012/11/02,-,가솔린,"192,750km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0.00ppm,해당없음,크루즈,2013년식
38397399,68두8641,2014/03/21,-,가솔린,"86,650km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 4ppm,해당없음,그랜저 HG,2014년식
38605187,24조4029,2016/07/26,오토,LPG(일반인 구입),"170,886km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 2ppm,해당없음,SM7 노바,2017년식
37755297,358저1171,2022/12/21,-,가솔린,"4,057km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 1ppm,해당 / 이행,토레스,2023년식
38312817,144가4143,2020/12/17,오토,가솔린,"35,497km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 1ppm,해당,모닝 어반 (JA),2021년식
38535941,16보6603,2014/12/10,오토,디젤,"126,950km",양호,양호,없음,없음,없음,매연: 4%,해당없음,QM5 네오,2014년식
38408068,396무4676,2019/12/23,오토,LPG(일반인 구입),"54,600km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 4ppm,해당없음,더 뉴 아반떼 AD,2020년식
38603200,65노0229,2016/11/25,오토,가솔린,"111,222km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 2ppm,해당없음,G80,2017년식
38192120,134두3108,2019/07/03,오토,가솔린,"130,347km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.13% / 탄화수소: 16ppm,해당없음,G90,2019년식
38144553,30구8940,2015/03/17,오토,가솔린,"76,502km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 5ppm,해당없음,레이,2016년식
38421929,153저6157,2021/03/05,-,디젤,"60,570km",양호,양호,없음,없음,없음,매연: 5%,해당 / 이행,스포티지 더 볼드,2022년식
38617128,01주5174,2017/07/20,오토,가솔린,"29,666km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 15ppm,해당없음,더 넥스트 스파크,2017년식
38351477,57도4899,2010/05/05,-,가솔린,"105,185km",양호,양호,없음,없음,없음,일산화탄소: 0.29% / 탄화수소: 31ppm,해당 / 이행,라세티 프리미어,2010년식
37709577,45구8519,2018/10/12,-,가솔린,"120,716km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 10ppm,해당없음,SM7 노바,2018년식
38329646,85러6713,2009/09/07,수동,디젤,"182,282km",양호,양호,없음,없음,없음,매연: 5%,해당없음,그랜드 스타렉스,2010년식
38550826,120로6068,2021/12/31,오토,디젤,"55,130km",양호,양호,없음,없음,없음,매연: 3%,해당없음,모하비 더 마스터,2021년식
38602300,43소8930,2012/01/02,오토,LPG(일반인 구입),"261,041km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 10ppm,해당없음,YF 쏘나타,2012년식
37673765,149모9710,2021/03/22,-,가솔린,"82,643km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.74% / 탄화수소: 1.2ppm,해당없음,G80 (RG3),2021년식
38258177,373나2804,2022/07/13,-,가솔린,"26,967km",양호,양호,없음,없음,없음,일산화탄소: 0.10% / 탄화수소: 12ppm,해당없음,더 뉴 레이,2022년식
37579676,10거3113,2019/05/30,오토,가솔린,"9,858km",양호,양호,없음,없음,없음,일산화탄소: 0.07% / 탄화수소: 4ppm,해당없음,더 뉴 스파크,2019년식
37082649,43나6807,2017/11/24,오토,디젤,"64,379km",양호,양호,없음,없음,없음,매연: 0%,해당없음,티볼리 아머,2018년식
38502215,376구3799,2020/09/11,오토,가솔린,"99,559km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,XM3,2020년식
38503252,193로2832,2021/01/19,-,가솔린,"22,176km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,G80 (RG3),2021년식
38608641,15루0119,2015/09/15,-,가솔린,"102,694km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 5ppm,해당 / 이행,트랙스,2015년식
38488922,184서1910,2019/09/18,오토,디젤,"48,541km",양호,양호,없음,없음,있음 / 렌트,매연: 2%,해당 / 미이행,베리 뉴 티볼리,2020년식
38323288,105서9086,2020/04/14,-,디젤,"74,182km",양호,양호,없음,없음,있음 / 렌트,매연: 11%,해당 / 미이행,GV80,2020년식
38631912,61보1439,2010/11/18,오토,가솔린,"156,651km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 10ppm,해당없음,마티즈 크리에이티브,2011년식
38088554,338더7235,2022/06/10,-,LPG(일반인 구입),"64,061km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 1ppm,해당없음,더 뉴 QM6,2022년식
37862818,199노2730,2021/05/13,오토,가솔린,"43,443km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,G80 (RG3),2021년식
37589856,124가1065,2016/12/29,오토,LPG(일반인 구입),"137,344km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,SM6,2016년식
36854192,225모2436,2019/10/30,-,가솔린,"56,665km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G90,2019년식
38330555,14수6398,2017/11/01,오토,디젤,"71,209km",양호,양호,없음,없음,없음,매연: 3%,해당 / 이행,티볼리 에어,2018년식
38583211,178호7640,2020/10/15,-,가솔린,"117,243km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,G80 (RG3),2021년식
36949903,182저7717,2016/11/11,오토,가솔린,"77,356km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 4ppm,해당없음,SM3 네오,2016년식
38498951,66주8718,2019/04/10,-,가솔린,"45,777km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 6ppm,해당 / 이행,쏘나타 (DN8),2020년식
38448718,53마8326,2014/01/08,오토,디젤,"152,422km",양호,양호,없음,없음,없음,매연: 7%,해당 / 미이행,QM3,2014년식
38553235,165부1214,2022/12/05,오토,가솔린,"20,226km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,타호,2022년식
38564200,204나7183,2021/05/03,-,가솔린,"27,647km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 6ppm,해당없음,K8,2022년식
38216815,61나5362,2017/06/05,오토,가솔린,"84,828km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 4ppm,해당없음,티볼리 에어,2017년식
38460105,180오7116,2022/11/02,오토,디젤,"34,925km",양호,양호,없음,없음,있음 / 렌트,매연: 2%,해당없음,올 뉴 렉스턴,2023년식
37444753,226다7391,2023/03/20,오토,가솔린,"23,170km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G80 (RG3),2023년식
38623773,01부0418,2016/12/08,-,가솔린,"104,982km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 3ppm,해당없음,K5 2세대,2017년식
38163352,38버7764,2009/08/21,오토,가솔린,"68,455km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,라세티 프리미어,2009년식
38171525,360도5513,2016/12/20,-,가솔린,"149,881km",양호,양호,있음 / 적법,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,올 뉴 말리부,2017년식
38571022,315버4505,2021/03/31,오토,가솔린,"31,356km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 3ppm,해당 / 이행,팰리세이드,2021년식
38480294,263저6896,2021/05/18,-,가솔린,"25,948km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 2ppm,해당없음,모닝 어반 (JA),2021년식
38448322,68고1254,2018/10/12,-,가솔린,"33,162km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,티볼리 에어,2019년식
38617846,56더9193,2013/11/13,-,디젤,"182,021km",양호,양호,없음,없음,없음,매연: 3%,해당없음,렉스턴 W,2014년식
38545133,12오0339,2016/08/30,오토,가솔린,"90,640km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 11ppm,해당없음,SM6,2016년식
38499569,149소6744,2019/09/27,오토,가솔린,"20,362km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,베리 뉴 티볼리,2020년식
38358205,111보9420,2020/07/27,오토,가솔린,"45,147km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 2ppm,해당 / 이행,더 뉴 QM6,2020년식
38631792,01가2797,2018/08/31,오토,가솔린,"75,409km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,SM6,2019년식
38553986,177라7024,2021/02/25,-,LPG(일반인 구입),"66,420km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.00% / 탄화수소: 1ppm,해당 / 이행,아반떼 (CN7),2021년식
38511584,40오0467,2016/04/15,-,디젤,"131,139km",양호,양호,없음,없음,없음,매연: -%,해당없음,티볼리 에어,2016년식
38415204,05너4490,2017/06/07,-,디젤,"230,000km",양호,양호,없음,없음,없음,매연: 0%,해당없음,코란도 투리스모,2017년식
36879905,126더9089,2019/09/18,-,디젤,"163,729km",양호,양호,없음,없음,없음,매연: 3%,해당없음,더 뉴 카니발,2019년식
38077440,38보7367,2014/12/19,-,가솔린,"79,685km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 55ppm,해당없음,스파크,2014년식
38181659,79수3124,2015/08/12,-,디젤,"165,234km",양호,양호,없음,없음,없음,매연: 4%,해당없음,코란도 투리스모,2015년식
38577707,161보2887,2019/05/28,오토,가솔린,"70,482km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,QM6,2019년식
38347392,65구1050,2017/09/22,오토,가솔린,"42,706km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 1ppm,해당없음,티볼리 에어,2018년식
37435099,199로4326,2022/11/18,수동,가솔린,"29,807km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,아반떼 (CN7),2023년식
38544940,162루2620,2021/06/21,-,가솔린,"71,568km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,G80 (RG3),2021년식
38587260,15마9191,2014/08/27,오토,디젤,"184,569km",양호,양호,없음,없음,없음,매연: 5%,해당 / 이행,올란도,2015년식
38611850,391구8607,2020/01/30,오토,가솔린,"132,144km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.11% / 탄화수소: 22ppm,해당 / 이행,G80,2020년식
38130620,21나1062,2018/08/31,오토,가솔린,"175,165km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,티볼리 아머,2018년식
38538368,24버8257,2017/09/25,-,가솔린,"135,376km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,올 뉴 말리부,2017년식
38581181,327다1698,2018/04/25,오토,가솔린,"127,006km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.06% / 탄화수소: 7ppm,해당없음,EQ900,2018년식
37553450,307조3478,2021/06/09,-,가솔린,"49,816km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 1ppm,해당 / 이행,G80 (RG3),2021년식
38394535,226조8598,2023/05/30,오토,LPG(일반인 구입),"39,815km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 20ppm,해당없음,더 뉴 QM6,2024년식
38620660,12노4848,2013/04/30,오토,가솔린,"201,328km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 3ppm,해당 / 이행,뉴SM5 플래티넘,2013년식
37820115,391어9562,2018/06/22,오토,디젤,"37,618km",양호,양호,없음,없음,없음,매연: 2%,해당없음,QM6,2018년식
38352522,322버9366,2016/11/11,오토,가솔린,"92,959km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.13% / 탄화수소: 26ppm,해당없음,G80,2017년식
38620081,37소0689,2016/03/16,-,가솔린,"346,775km",양호,양호,없음,없음,없음,일산화탄소: 0.20% / 탄화수소: 44ppm,해당없음,EQ900,2016년식
38603509,09러2980,2018/05/23,오토,가솔린,"265,586km",양호,양호,없음,없음,없음,일산화탄소: 0.5% / 탄화수소: 29ppm,해당없음,더 K9,2019년식
38603717,45루0953,2015/10/16,오토,LPG(일반인 구입),"90,308km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 7ppm,해당없음,올란도,2016년식
37776260,53도4693,2016/12/26,오토,가솔린,"95,128km",양호,양호,없음,없음,없음,일산화탄소: 0.23% / 탄화수소: 30ppm,해당없음,티볼리,2017년식
37386923,301모5550,2019/10/24,-,가솔린,"36,113km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 5ppm,해당없음,더 뉴 QM6,2020년식
38272127,27가0219,2016/10/26,오토,디젤,"99,848km",양호,양호,없음,없음,없음,매연: 2.6%,해당없음,올 뉴 카니발,2017년식
38423584,828노7557,2023/03/10,-,디젤,"12,256km",양호,양호,없음,없음,없음,매연: 0%,해당없음,더 뉴 렉스턴 스포츠 칸,2023년식
38434233,157호6568,2022/04/19,오토,가솔린,"25,715km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,캐스퍼,2023년식
38254556,60머0385,2015/12/11,-,LPG(일반인 구입),"181,813km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,SM7 노바,2016년식
38115125,373고7148,2016/03/09,-,LPG(일반인 구입),"169,918km",양호,양호,없음,없음,없음,일산화탄소: 0.16% / 탄화수소: 19ppm,해당없음,SM6,2016년식
38600851,14오0414,2016/09/26,오토,가솔린,"95,574km",양호,양호,없음,없음,없음,일산화탄소: 0.17% / 탄화수소: 20ppm,해당없음,티볼리 에어,2017년식
37878587,134두8822,2020/06/19,-,가솔린,"42,627km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,XM3,2020년식
38638548,269서4326,2020/12/31,오토,디젤,"68,290km",양호,양호,없음,없음,있음 / 렌트,매연: 3%,해당 / 미이행,베리 뉴 티볼리,2021년식
38475949,11도6167,2015/05/20,-,가솔린,"113,709km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,스파크,2015년식
37935979,821서2741,2022/01/25,-,디젤,"24,005km",양호,양호,있음 / 적법,없음,없음,매연: 0%,해당없음,더 뉴 렉스턴 스포츠 칸,2022년식
37664098,15우0726,2016/07/28,오토,가솔린,"62,329km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 4ppm,해당 / 이행,더 넥스트 스파크,2017년식
37324962,13구4890,2017/01/13,오토,디젤,"113,336km",양호,양호,없음,없음,없음,매연: 2.3%,해당없음,QM6,2017년식
38621448,274라7740,2021/03/22,-,가솔린,"22,851km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,투싼 (NX4),2021년식
37419132,23누9293,2017/06/13,-,가솔린,"102,527km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 3ppm,해당없음,더 뉴 K3,2017년식
38537997,337서8277,2019/10/28,오토,가솔린,"47,026km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 1ppm,해당없음,더 뉴 스파크,2020년식
38427557,35더0107,2015/12/09,오토,디젤,"150,250km",양호,양호,없음,없음,없음,매연: 3%,해당 / 미이행,뉴코란도 C,2016년식
38089500,26저3455,2014/07/24,-,디젤,"137,341km",양호,양호,없음,없음,없음,매연: 0%,해당없음,뉴코란도 C,2015년식
38555931,321루1750,2023/09/26,-,가솔린+전기,663km,양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 0.01ppm,해당없음,더 뉴 아반떼 하이브리드 (CN7),2024년식
38633866,151모8117,2022/11/18,-,가솔린,"22,906km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,GV70,2023년식
38532188,271누5832,2021/06/28,오토,가솔린+전기,"97,608km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,K8 하이브리드,2022년식
37780149,29조2860,2018/11/09,-,가솔린,"109,920km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,SM6,2019년식
38290323,391너3551,2018/04/13,오토,가솔린,"112,859km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,SM6,2019년식
38120123,250도5563,2023/08/24,오토,가솔린+전기,"16,976km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,코나 하이브리드 (SX2),2023년식
38311927,285서8281,2020/07/09,-,가솔린,"47,521km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 4ppm,해당 / 이행,G80 (RG3),2021년식
37270648,03누9473,2019/04/10,-,가솔린,"82,503km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 28ppm,해당 / 이행,G80,2019년식
38406063,84주1869,2017/01/04,-,디젤,"38,401km",양호,양호,있음 / 구조,없음,없음,매연: 2%,해당없음,더 뉴 코란도 스포츠,2017년식
38567785,328모7908,2021/08/17,오토,가솔린,"57,778km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 10ppm,해당없음,G80 (RG3),2022년식
38401763,46거6328,2014/04/23,오토,가솔린,"88,093km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,올 뉴 모닝,2015년식
