id,price,car_number,registration_date,transmission,fuel_type,mileage,mileage_condition,chassis_number,tuning,special_history,usage_change,emission_gas,recall,car_name,year
38001407,999,51로6542,2013/01/02,-,가솔린,"72,067km",양호,양호,없음,없음,없음,일산화탄소: 0.17% / 탄화수소: 19ppm,해당없음,그랜저 HG,2013년식
38439771,4390,162오1504,2022/12/14,-,가솔린,"8,088km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,GV70,2023년식
38483118,3470,334머3931,2020/11/10,오토,디젤,"78,967km",양호,양호,없음,없음,없음,매연: 0%,해당없음,카니발 4세대,2021년식
38257876,2190,07무5454,2017/05/18,-,가솔린,"120,315km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 3ppm,해당 / 미이행,G80,2018년식
38607745,500,14보9321,2014/12/09,오토,가솔린,"79,183km",양호,양호,없음,없음,없음,일산화탄소: 0.21% / 탄화수소: 57ppm,해당 / 이행,뉴SM5 플래티넘,2014년식
38452789,2520,257로5828,2019/12/02,-,디젤,"80,660km",양호,양호,없음,없음,없음,매연: 0%,해당없음,더 뉴 카니발,2020년식
38618516,2950,152머9711,2020/09/14,-,가솔린,"66,282km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 5ppm,해당없음,더 뉴 그랜저 IG,2020년식
38287496,2950,104더4891,2019/10/14,-,가솔린,"79,100km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 2ppm,해당없음,팰리세이드,2019년식
38444997,2740,254모3850,2020/12/04,오토,디젤,"103,790km",양호,양호,없음,없음,없음,매연: 3%,해당 / 미이행,더 뉴 싼타페,2021년식
38467738,220,27저4334,2011/05/06,오토,가솔린,"176,553km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,크루즈,2011년식
38286928,850,27마5104,2017/02/21,-,가솔린,"131,299km",양호,양호,없음,없음,없음,일산화탄소: 0.45% / 탄화수소: 1.3ppm,해당없음,올 뉴 말리부,2017년식
38245331,2040,231러2970,2020/09/03,오토,가솔린,"58,319km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 0.1ppm,해당없음,K5 3세대,2020년식
38316886,530,60무9325,2012/07/11,오토,가솔린,"144,887km",양호,양호,없음,없음,없음,일산화탄소: 0.10% / 탄화수소: 13ppm,해당없음,레이,2013년식
38546333,4450,222소9870,2021/10/15,오토,가솔린,"32,266km",양호,양호,없음,없음,없음,일산화탄소: 0.00% / 탄화수소: 6ppm,해당없음,G80 (RG3),2022년식
38629577,4050,287소3263,2020/05/18,오토,가솔린,"59,784km",양호,양호,없음,없음,없음,일산화탄소: 0.00% / 탄화수소: 5ppm,해당없음,G80 (RG3),2021년식
38592798,479,32구5712,2013/11/01,오토,가솔린,"177,020km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 29ppm,해당 / 이행,그랜저 HG,2014년식
38556516,930,72라5517,2010/12/15,오토,디젤,"247,353km",양호,양호,있음 / 적법 / 구조,없음,없음,매연: 7.0%,해당없음,그랜드 스타렉스,2011년식
38045025,2220,276어3034,2022/01/21,오토,가솔린,"75,940km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 1ppm,해당없음,쏘나타 (DN8),2022년식
38214691,1680,330어1434,2020/12/23,오토,가솔린,"39,238km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 0.1ppm,해당없음,XM3,2020년식
38363978,480,59저8300,2010/10/29,-,가솔린,"45,101km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 0.1ppm,해당없음,뉴SM5(신형),2010년식
38458705,3350,156오7184,2024/03/08,오토,가솔린+전기,"2,069km",양호,양호,없음,없음,없음,일산화탄소: 0.0% / 탄화수소: 2ppm,해당없음,코나 하이브리드 (SX2),2025년식
38604642,2360,149로2857,2020/11/20,오토,가솔린,"24,377km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 2ppm,해당없음,셀토스,2021년식
38422490,1420,158라3853,2017/03/28,오토,가솔린,"111,427km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.10% / 탄화수소: 12ppm,해당 / 이행,그랜저 IG,2018년식
38080014,940,38구0601,2016/03/31,-,가솔린,"110,204km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 0.1ppm,해당없음,아반떼 AD,2016년식
37970486,420,50너2366,2013/09/09,오토,가솔린,"102,819km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 10ppm,해당,뉴SM3,2014년식
38579390,830,50주3150,2015/04/13,오토,가솔린,"67,500km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,레이,2016년식
38411171,550,43루0715,2016/05/18,오토,가솔린,"163,633km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,SM6,2016년식
38353938,1530,180오7189,2022/10/20,-,가솔린,"91,510km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,캐스퍼,2023년식
38512305,2990,193무2304,2020/09/17,오토,가솔린+전기,"153,600km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.13% / 탄화수소: 3ppm,해당없음,쏘렌토 4세대,2021년식
37710536,1780,98오1138,2017/07/20,오토,디젤,"76,341km",양호,양호,없음,없음,없음,매연: 1%,해당없음,그랜드 스타렉스,2018년식
38448190,1570,172구1416,2019/05/24,오토,디젤,"보통 / 107,509km",양호,양호,없음,없음,있음 / 렌트,매연: 3%,해당없음,더 뉴 쏘렌토,2020년식
38572268,1850,120구9549,2022/07/26,오토,가솔린,"103,630km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 2ppm,해당없음,아반떼 (CN7),2023년식
37556650,890,36조6794,2015/10/16,-,가솔린,"93,234km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 4ppm,해당없음,K3,2015년식
38474417,2960,123러6248,2022/09/15,오토,가솔린,"11,656km",양호,양호,없음,없음,없음,일산화탄소: 1% / 탄화수소: 1ppm,해당없음,투싼 (NX4),2023년식
38512211,3090,230소5854,2019/10/01,오토,가솔린,"136,580km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.14% / 탄화수소: 3ppm,해당없음,G90,2019년식
38206658,1050,86버7530,2016/10/10,-,디젤,"164,473km",양호,양호,없음,없음,없음,매연: 0%,해당없음,더 뉴 코란도 스포츠,2017년식
38018386,520,12저0634,2016/01/06,오토,가솔린,"88,277km",양호,양호,없음,없음,없음,일산화탄소: 2% / 탄화수소: 3ppm,해당없음,어메이징 뉴 크루즈,2016년식
38487912,1349,116모8129,2013/12/31,오토,가솔린,"7,821km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 23ppm,해당없음,제네시스 DH,2014년식
38493473,1190,52라7391,2017/06/20,오토,디젤,"119,196km",양호,양호,없음,없음,없음,매연: 2.1%,해당없음,스포티지 4세대,2018년식
38412314,499,38러6519,2012/06/26,오토,가솔린,"135,085km",양호,양호,없음,없음,없음,일산화탄소: 0.10% / 탄화수소: 11ppm,해당없음,아반떼 MD,2012년식
37529166,499,55노0549,2016/02/23,오토,가솔린,"61,395km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 넥스트 스파크,2016년식
38496282,980,21보8459,2013/07/18,오토,디젤,"125,787km",양호,양호,없음,없음,없음,매연: 1%,해당없음,싼타페 DM,2014년식
38598997,3770,140호7490,2022/04/07,오토,가솔린+전기,"14,578km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 그랜저 IG 하이브리드,2022년식
38601636,3870,139무4744,2022/02/25,오토,디젤,"43,738km",양호,양호,없음,없음,없음,매연: 2%,해당없음,카니발 4세대,2022년식
38439792,2360,173머5737,2021/05/26,오토,LPG(일반인 구입),"65,275km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.05% / 탄화수소: 5ppm,해당없음,K8,2022년식
37554989,1860,343다4046,2019/10/10,오토,가솔린,"88,733km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.04% / 탄화수소: 1ppm,해당없음,셀토스,2020년식
38039281,3420,321두5497,2020/06/16,오토,가솔린+전기,"71,520km",양호,양호,없음,없음,없음,일산화탄소: 0.06% / 탄화수소: 2ppm,해당 / 이행,쏘렌토 4세대,2021년식
38352445,3240,354라1218,2022/02/10,오토,가솔린+전기,"38,956km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 1ppm,해당없음,스포티지 5세대 하이브리드,2022년식
38612140,6790,201머5736,2023/02/07,오토,가솔린,"15,670km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,GV80,2023년식
38463347,4350,332부5147,2022/01/06,-,가솔린,"51,271km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 3ppm,해당 / 이행,G80 (RG3),2022년식
38505120,4990,199다4132,2022/01/04,-,가솔린,"51,040km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 10ppm,해당 / 이행,G80 (RG3),2022년식
38219777,6750,244가9841,2022/03/11,오토,가솔린,"67,302km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,G90 (RS4),2022년식
38468765,6250,103우9484,2023/08/29,-,가솔린,"7,787km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,GV80,2023년식
38264891,4850,187우7175,2021/06/23,-,가솔린,"40,423km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,더 뉴 K9 2세대,2022년식
38467940,5250,259로7724,2023/02/10,-,가솔린,"27,242km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,G80 (RG3),2023년식
38376291,4950,268다1658,2023/01/25,-,가솔린,"34,485km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,G80 (RG3),2023년식
38335156,4950,260두5643,2022/01/05,오토,가솔린,"60,326km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,G80 (RG3),2022년식
38303258,3430,140소9989,2021/04/07,오토,가솔린,"76,195km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 싼타페,2021년식
38495541,1500,128허8657,2020/06/01,오토,가솔린,"33,820km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,아반떼 (CN7),2021년식
38547389,3765,252보4660,2020/07/21,-,가솔린+전기,"59,895km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,쏘렌토 4세대,2021년식
38558829,3530,381구4627,2024/03/04,-,가솔린+전기,"8,955km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,스포티지 5세대 하이브리드,2024년식
38164358,1950,377마3270,2017/04/17,-,가솔린,"50,943km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,그랜저 IG,2018년식
38420748,3200,343누9045,2021/07/21,-,가솔린,"48,564km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,팰리세이드,2022년식
38198004,3650,134오7901,2022/01/20,-,가솔린,"15,917km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 2ppm,해당 / 이행,카니발 4세대,2022년식
37543686,3330,201주3496,2023/09/15,-,가솔린,"24,105km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 3ppm,해당 / 미이행,코나 (SX2),2023년식
37546780,1860,343다4046,2019/10/10,오토,가솔린,"88,733km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.04% / 탄화수소: 1ppm,해당없음,셀토스,2020년식
38434823,2360,173머5737,2021/05/26,오토,LPG(일반인 구입),"65,275km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.05% / 탄화수소: 5ppm,해당없음,K8,2022년식
38337964,3240,354라1218,2022/02/10,오토,가솔린+전기,"38,956km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 1ppm,해당없음,스포티지 5세대 하이브리드,2022년식
38030089,3420,321두5497,2020/06/16,오토,가솔린+전기,"71,520km",양호,양호,없음,없음,없음,일산화탄소: 0.06% / 탄화수소: 2ppm,해당 / 이행,쏘렌토 4세대,2021년식
38518550,2540,382수8872,2020/04/27,오토,가솔린+전기,"12,111km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 1ppm,해당 / 미이행,더 뉴 니로,2020년식
38358002,4950,268다1658,2023/01/25,-,가솔린,"34,485km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,G80 (RG3),2023년식
38605477,6790,201머5736,2023/02/07,오토,가솔린,"15,670km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,GV80,2023년식
38464399,5250,259로7724,2023/02/10,-,가솔린,"27,242km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,G80 (RG3),2023년식
38452071,6250,103우9484,2023/08/29,-,가솔린,"7,787km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,GV80,2023년식
38491168,4990,199다4132,2022/01/04,-,가솔린,"51,040km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 10ppm,해당 / 이행,G80 (RG3),2022년식
38251745,4850,187우7175,2021/06/23,-,가솔린,"40,423km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,더 뉴 K9 2세대,2022년식
38321532,4950,260두5643,2022/01/05,오토,가솔린,"60,326km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,G80 (RG3),2022년식
38451990,4350,332부5147,2022/01/06,-,가솔린,"51,271km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 3ppm,해당 / 이행,G80 (RG3),2022년식
38217940,6750,244가9841,2022/03/11,오토,가솔린,"67,302km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,G90 (RS4),2022년식
38626727,1960,150하4017,2019/10/24,-,디젤,"78,847km",양호,양호,없음,없음,있음 / 렌트,매연: -%,해당없음,더 뉴 카니발,2019년식
38563411,2630,239주4144,2020/06/23,오토,가솔린+전기,"86,681km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.03% / 탄화수소: 4ppm,해당,더 뉴 그랜저 IG 하이브리드,2020년식
38571965,2750,180허4023,2022/10/19,-,가솔린,"24,474km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,K5 3세대,2023년식
38352376,2460,160하3967,2021/06/16,오토,가솔린+전기,"60,237km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,쏘나타 하이브리드 (DN8),2022년식
38627996,1499,180부6890,2022/06/10,오토,가솔린,"43,464km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 7ppm,해당없음,캐스퍼,2023년식
38457823,2090,187마1097,2019/11/22,오토,디젤,"59,082km",양호,양호,없음,없음,있음 / 렌트,매연: 3%,해당 / 이행,싼타페 TM,2020년식
38447194,9999,178하4336,2020/08/19,오토,디젤,"133,210km",양호,양호,없음,없음,있음 / 렌트,매연: -%,해당 / 이행,올 뉴 투싼,2020년식
38307344,740,137모3911,2020/04/14,오토,가솔린,"22,495km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당,더 뉴 스파크,2020년식
38487842,1450,150허4503,2019/09/16,오토,디젤,"137,165km",양호,양호,없음,없음,있음 / 렌트,매연: -%,해당 / 미이행,셀토스,2020년식
38296973,5799,140나7147,2023/01/12,오토,가솔린,"32,666km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 1ppm,해당,GV80,2023년식
38532382,2370,355가5709,2020/08/21,오토,가솔린+전기,"123,645km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당,더 뉴 그랜저 IG 하이브리드,2020년식
38570997,1750,25나5816,2018/11/06,오토,가솔린,"24,449km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 5ppm,해당 / 이행,올 뉴 K7,2018년식
38219505,5350,302서5885,2020/05/12,오토,디젤,"72,165km",양호,양호,없음,없음,있음 / 렌트,매연: 5%,해당 / 미이행,GV80,2020년식
38485659,2350,382로2633,2019/06/05,오토,디젤,"146,548km",양호,양호,없음,없음,있음 / 렌트,매연: -%,해당 / 미이행,팰리세이드,2019년식
38315416,1850,314서5814,2022/09/28,오토,가솔린,"32,741km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 4ppm,해당,뷰티풀 코란도,2023년식
38566245,3499,277라7788,2020/01/14,-,가솔린,"1,336km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,팰리세이드,2020년식
38444877,1330,178허8948,2021/01/12,오토,LPG(일반인 구입),"114,487km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,아반떼 (CN7),2021년식
38538816,3765,252보4660,2020/07/21,-,가솔린+전기,"59,895km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,쏘렌토 4세대,2021년식
38504914,530,62노8212,2013/06/24,오토,가솔린,"95,928km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 4ppm,해당없음,All New SM7,2013년식
38413061,400,20너4787,2010/09/15,오토,가솔린,"161,890km",양호,양호,없음,없음,없음,일산화탄소: 0.9% / 탄화수소: 37ppm,해당 / 이행,제네시스,2011년식
38494429,1500,128허8657,2020/06/01,오토,가솔린,"33,820km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,아반떼 (CN7),2021년식
38419888,3200,343누9045,2021/07/21,-,가솔린,"48,564km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,팰리세이드,2022년식
38158987,1950,377마3270,2017/04/17,-,가솔린,"50,943km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,그랜저 IG,2018년식
38194120,3650,134오7901,2022/01/20,-,가솔린,"15,917km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 2ppm,해당 / 이행,카니발 4세대,2022년식
36766792,590,51두0836,2016/05/13,오토,가솔린,"174,791km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,QM5 네오,2016년식
38558828,3530,381구4627,2024/03/04,-,가솔린+전기,"8,955km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,스포티지 5세대 하이브리드,2024년식
38302692,3430,140소9989,2021/04/07,오토,가솔린,"76,195km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 싼타페,2021년식
37510259,3799,28버7967,2019/05/08,-,가솔린,"72,608km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 2.0ppm,해당 / 이행,G90,2019년식
38297027,3465,177두8040,2020/09/07,오토,가솔린,"108,535km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,G80 (RG3),2021년식
37541328,3330,201주3496,2023/09/15,-,가솔린,"24,105km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 3ppm,해당 / 미이행,코나 (SX2),2023년식
38509209,2540,382수8872,2020/04/27,오토,가솔린+전기,"12,111km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 1ppm,해당 / 미이행,더 뉴 니로,2020년식
38625695,1960,150하4017,2019/10/24,-,디젤,"78,847km",양호,양호,없음,없음,있음 / 렌트,매연: -%,해당없음,더 뉴 카니발,2019년식
38553084,3499,277라7788,2020/01/14,-,가솔린,"1,336km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,팰리세이드,2020년식
38608838,9999,114조8441,2023/12/04,-,가솔린,"22,165km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 카니발 4세대,2024년식
38290543,740,137모3911,2020/04/14,오토,가솔린,"22,495km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당,더 뉴 스파크,2020년식
38496753,4299,233루9249,2023/04/07,오토,가솔린+전기,"31,574km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당,쏘렌토 4세대,2023년식
38328208,4199,245부6768,2021/01/13,-,가솔린,"57,072km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 3ppm,해당,G80 (RG3),2021년식
38336892,6199,317로5916,2022/07/08,-,가솔린,"50,754km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,GV80,2022년식
38571237,2750,180허4023,2022/10/19,-,가솔린,"24,474km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,K5 3세대,2023년식
38513170,9999,47보9371,2015/01/28,오토,디젤,"175,055km",양호,양호,없음,없음,없음,매연: 6%,해당 / 이행,맥스크루즈,2015년식
38314556,1850,314서5814,2022/09/28,오토,가솔린,"32,741km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 4ppm,해당,뷰티풀 코란도,2023년식
38562521,2630,239주4144,2020/06/23,오토,가솔린+전기,"86,681km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.03% / 탄화수소: 4ppm,해당,더 뉴 그랜저 IG 하이브리드,2020년식
38345331,2460,160하3967,2021/06/16,오토,가솔린+전기,"60,237km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,쏘나타 하이브리드 (DN8),2022년식
38562769,1299,225러6934,2021/06/30,-,가솔린,"97,751km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 K3 2세대,2022년식
38456339,2090,187마1097,2019/11/22,오토,디젤,"59,082km",양호,양호,없음,없음,있음 / 렌트,매연: 3%,해당 / 이행,싼타페 TM,2020년식
38510841,3259,274로4235,2021/05/27,오토,가솔린,"39,524km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 2ppm,해당없음,K8,2022년식
38528915,2370,355가5709,2020/08/21,오토,가솔린+전기,"123,645km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당,더 뉴 그랜저 IG 하이브리드,2020년식
37700533,4280,235저1377,2018/12/27,오토,가솔린,"94,751km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 12ppm,해당없음,G90,2019년식
38291412,5799,140나7147,2023/01/12,오토,가솔린,"32,666km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 1ppm,해당,GV80,2023년식
38570094,1750,25나5816,2018/11/06,오토,가솔린,"24,449km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 5ppm,해당 / 이행,올 뉴 K7,2018년식
38420252,1490,48러8030,2015/05/04,오토,가솔린,"102,700km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 11ppm,해당 / 미이행,제네시스 DH,2016년식
38345212,3999,158러2851,2022/01/28,-,가솔린+전기,"50,446km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,투싼 하이브리드 (NX4),2022년식
38215305,5350,302서5885,2020/05/12,오토,디젤,"72,165km",양호,양호,없음,없음,있음 / 렌트,매연: 5%,해당 / 미이행,GV80,2020년식
38524373,4299,338나6950,2021/07/27,-,가솔린,"37,010km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G80 (RG3),2022년식
38627596,1499,180부6890,2022/06/10,오토,가솔린,"43,464km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 7ppm,해당없음,캐스퍼,2023년식
38238908,3720,149호7513,2020/11/27,오토,디젤,"92,991km",양호,양호,없음,없음,있음 / 렌트,매연: -%,해당없음,쏘렌토 4세대,2021년식
38539887,3960,124호5195,2022/11/21,오토,가솔린,"44,871km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 G70,2023년식
38482214,4070,141호8935,2022/02/14,오토,가솔린,"30,804km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당 / 미이행,G80 (RG3),2022년식
38616102,4300,180부5296,2019/09/27,오토,가솔린,"68,535km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,G90,2019년식
38498157,3259,274로4235,2021/05/27,오토,가솔린,"39,524km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 2ppm,해당없음,K8,2022년식
38549217,2150,267더3107,2020/10/12,오토,가솔린+전기,"18,555km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 11ppm,해당없음,아반떼 하이브리드 (CN7),2021년식
38065791,1375,95라1855,2018/11/14,-,디젤,"103,113km",양호,양호,있음 / 적법,없음,없음,매연: -%,해당없음,렉스턴 스포츠,2019년식
38026103,2790,36라6478,2021/07/01,-,전기,"96,796km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,아이오닉5,2022년식
38176071,1415,17가5677,2017/11/14,-,전기,"129,915km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,아이오닉 일렉트릭,2018년식
37160690,388,64버5239,2008/10/20,오토,가솔린,"12,083km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,베르나(신형),2009년식
36944601,499,294노4261,2015/02/02,-,디젤,"211,448km",양호,양호,없음,없음,있음 / 렌트,매연: 0.03%,해당 / 미이행,그랜저 HG,2015년식
38405244,1559,131나3775,2019/05/31,-,가솔린+전기,"143,746km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,그랜저 IG 하이브리드,2019년식
37238091,870,59두0608,2016/05/18,-,디젤,"90,211km",양호,양호,없음,없음,없음,매연: 3%,해당없음,더 뉴 i40 살룬,2016년식
38362423,1899,178호6804,2020/11/09,-,가솔린,"116,104km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,셀토스,2021년식
38580384,1760,84누0888,2018/11/02,-,디젤,"96,311km",양호,양호,없음,없음,없음,매연: 5%,해당 / 이행,더 뉴 그랜드 스타렉스,2019년식
38382419,3120,160하3006,2021/04/12,오토,가솔린+전기,"58,023km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 그랜저 IG 하이브리드,2021년식
38347440,9999,08누7823,2021/07/28,-,전기,"65,909km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,조에,2021년식
