id,transmission,warranty,mileage,tuning_history,special_history,usage_change,accident,little_accident
38573084,오토,보험사보증,"7,697km",없음,없음,없음,없음,없음
38530945,오토,보험사보증,"48,911km",없음,없음,있음 / 렌트,없음,없음
38332542,-,자가보증,"79,774km",없음,없음,있음 / 렌트,없음,없음
38426011,오토,보험사보증,"131,933km",없음,없음,없음,없음,있음
37786029,오토,자가보증,"101,745km",없음,없음,없음,없음,없음
38638697,오토,보험사보증,"62,111km",없음,없음,없음,없음,없음
38639282,오토,자가보증,"112,945km",없음,없음,없음,없음,없음
38624806,오토,보험사보증,"17,993km",없음,없음,있음 / 렌트,없음,없음
38573315,오토,보험사보증,"82,343km",없음,없음,있음 / 렌트,없음,없음
38282361,-,자가보증,"77,212km",없음,없음,없음,없음,있음
38620004,오토,자가보증,"22,007km",없음,없음,없음,없음,없음
38604960,-,보험사보증,"46,531km",없음,없음,없음,없음,있음
38523259,-,보험사보증,"29,812km",없음,없음,없음,없음,없음
38605778,오토,보험사보증,"90,916km",없음,없음,있음 / 렌트,없음,없음
38579445,-,보험사보증,"86,363km",없음,없음,있음 / 렌트,없음,없음
38490884,오토,보험사보증,"34,794km",없음,없음,없음,없음,없음
38574847,오토,보험사보증,"21,276km",없음,없음,없음,없음,없음
38446024,-,보험사보증,"51,484km",없음,없음,없음,없음,없음
38156019,오토,보험사보증,"6,595km",없음,없음,없음,없음,없음
38199826,-,보험사보증,"9,157km",없음,없음,없음,없음,없음
37443857,-,보험사보증,"106,678km",없음,없음,있음 / 렌트,없음,있음
38111260,오토,보험사보증,"44,106km",있음 / 적법,없음,있음 / 렌트,없음,없음
38418023,오토,자가보증,374km,없음,없음,없음,없음,없음
38514864,-,보험사보증,"110,259km",없음,없음,없음,없음,없음
38638694,오토,보험사보증,"39,879km",없음,없음,없음,없음,없음
38443932,오토,보험사보증,"107,358km",없음,없음,있음 / 렌트,없음,있음
38581282,-,보험사보증,"29,984km",없음,없음,있음 / 렌트,없음,없음
37789659,-,보험사보증,"54,095km",없음,없음,있음 / 렌트,없음,없음
38583683,-,자가보증,"39,632km",없음,없음,없음,없음,없음
38312072,-,자가보증,"47,423km",없음,없음,없음,없음,없음
38465714,-,보험사보증,"114,130km",없음,없음,없음,없음,없음
38122569,-,보험사보증,"78,449km",없음,없음,있음 / 렌트,없음,있음
38544281,-,보험사보증,"67,358km",없음,없음,있음 / 렌트,없음,없음
38442951,오토,보험사보증,"17,142km",없음,없음,없음,없음,없음
38609236,오토,보험사보증,"95,153km",없음,없음,없음,없음,없음
38155298,오토,보험사보증,"102,650km",있음 / 적법,없음,없음,없음,없음
38554446,-,보험사보증,"28,596km",없음,없음,있음 / 렌트,없음,없음
38444781,오토,보험사보증,"57,509km",없음,없음,있음 / 렌트,없음,있음
38409889,오토,보험사보증,"97,784km",없음,없음,없음,없음,없음
38074929,오토,보험사보증,"42,956km",없음,없음,없음,없음,없음
38466973,-,보험사보증,"79,062km",없음,없음,없음,없음,없음
38397043,오토,보험사보증,"45,283km",없음,없음,없음,없음,없음
38177100,-,자가보증,"91,368km",없음,없음,없음,없음,없음
38544280,오토,보험사보증,"121,445km",없음,없음,있음 / 렌트,없음,없음
38463604,-,보험사보증,"105,428km",없음,없음,없음,없음,있음
38520340,-,보험사보증,"30,213km",없음,없음,없음,없음,있음
38024668,-,자가보증,"22,047km",없음,없음,없음,없음,없음
38638700,-,보험사보증,"50,764km",없음,없음,없음,없음,없음
38539685,오토,보험사보증,"15,493km",없음,없음,없음,없음,없음
37996144,-,보험사보증,"57,429km",없음,없음,없음,없음,있음
38260096,-,보험사보증,"53,520km",없음,없음,없음,없음,없음
38619383,-,보험사보증,"72,241km",없음,없음,없음,없음,없음
38516108,오토,보험사보증,"2,344km",있음 / 적법,없음,없음,없음,없음
38516098,-,보험사보증,"32,665km",없음,없음,없음,없음,없음
38532076,오토,보험사보증,"23,570km",없음,없음,없음,없음,없음
38638703,오토,보험사보증,"35,201km",없음,없음,없음,없음,없음
37663464,오토,보험사보증,"188,866km",없음,없음,없음,없음,없음
38197738,오토,보험사보증,"42,224km",없음,없음,없음,없음,없음
38384017,-,보험사보증,"51,599km",없음,없음,없음,없음,없음
38313152,-,보험사보증,"38,611km",없음,없음,있음 / 렌트,없음,없음
38589534,-,보험사보증,"26,083km",있음 / 적법,없음,없음,없음,없음
38467821,-,보험사보증,"18,717km",없음,없음,없음,없음,없음
38638698,-,보험사보증,"67,110km",없음,없음,있음 / 렌트,없음,없음
38581284,-,보험사보증,"38,943km",없음,없음,있음 / 렌트,없음,없음
37347558,-,보험사보증,"80,370km",없음,없음,없음,없음,없음
38024853,-,보험사보증,"126,759km",없음,없음,없음,없음,없음
38590249,-,보험사보증,"61,117km",없음,없음,있음 / 렌트,없음,없음
38633563,-,보험사보증,"78,406km",없음,없음,없음,없음,없음
38375314,-,보험사보증,"21,122km",없음,없음,없음,없음,없음
38614851,오토,보험사보증,"27,688km",없음,없음,없음,없음,없음
38614829,오토,보험사보증,"39,091km",없음,없음,없음,없음,없음
38512693,-,자가보증,"33,909km",없음,없음,없음,없음,없음
38580645,-,자가보증,"29,965km",없음,없음,없음,있음,있음
38378452,오토,보험사보증,"23,800km",없음,없음,있음 / 렌트,없음,있음
38554521,오토,보험사보증,"76,150km",없음,없음,있음 / 렌트,없음,있음
38221647,오토,보험사보증,"107,955km",없음,없음,있음 / 렌트,없음,없음
37828498,오토,보험사보증,"54,957km",없음,없음,있음 / 렌트,없음,없음
38326426,오토,보험사보증,"26,232km",없음,없음,있음 / 렌트,없음,있음
38545908,오토,보험사보증,"11,365km",없음,없음,없음,없음,있음
38473228,오토,보험사보증,"79,011km",없음,없음,있음 / 렌트,없음,없음
38612051,오토,보험사보증,"61,251km",없음,없음,있음 / 렌트,없음,없음
38260761,오토,보험사보증,"104,990km",없음,없음,있음 / 렌트,없음,있음
38463901,오토,보험사보증,"76,211km",없음,없음,없음,없음,있음
38604418,오토,보험사보증,"26,589km",없음,없음,있음 / 렌트,없음,없음
38249248,오토,보험사보증,"106,822km",없음,없음,있음 / 렌트,없음,없음
38509204,오토,보험사보증,"72,135km",없음,없음,없음,없음,없음
38405875,-,보험사보증,"41,813km",없음,없음,없음,없음,있음
38595500,오토,보험사보증,"101,476km",없음,없음,있음 / 렌트,없음,없음
37766762,오토,보험사보증,"34,954km",없음,없음,있음 / 렌트,없음,없음
38547615,오토,보험사보증,"14,928km",없음,없음,있음 / 렌트,없음,있음
38526945,오토,보험사보증,"38,067km",없음,없음,없음,없음,있음
38548355,오토,보험사보증,"59,446km",없음,없음,없음,없음,없음
38518896,-,보험사보증,"58,855km",없음,없음,없음,없음,없음
38221499,오토,보험사보증,"104,849km",없음,없음,있음 / 렌트,없음,없음
38544606,-,보험사보증,"8,953km",없음,없음,있음 / 렌트,없음,없음
38446928,오토,보험사보증,"49,504km",없음,없음,있음 / 렌트,없음,있음
38518877,오토,보험사보증,"97,074km",없음,없음,있음 / 렌트,없음,있음
38535708,오토,보험사보증,"82,967km",없음,없음,있음 / 렌트,없음,없음
38562639,오토,보험사보증,"64,283km",없음,없음,있음 / 렌트,없음,없음
38509307,오토,보험사보증,"58,268km",없음,없음,없음,없음,없음
38468014,-,보험사보증,"23,909km",없음,없음,없음,없음,없음
38528435,오토,보험사보증,"123,896km",없음,없음,있음 / 렌트,없음,있음
38482949,오토,보험사보증,"103,513km",없음,없음,있음 / 렌트,없음,없음
38548367,오토,보험사보증,"62,168km",없음,없음,없음,없음,없음
38603802,오토,보험사보증,"28,407km",없음,없음,있음 / 렌트,없음,없음
38425649,오토,보험사보증,"58,186km",없음,없음,있음 / 렌트,없음,있음
38416498,오토,보험사보증,"59,506km",없음,없음,없음,없음,없음
38323130,오토,보험사보증,"35,261km",없음,없음,있음 / 렌트,없음,없음
38570750,오토,보험사보증,"77,418km",없음,없음,없음,없음,없음
38535311,오토,보험사보증,"5,583km",없음,없음,있음 / 렌트,없음,없음
38311359,오토,보험사보증,"28,914km",없음,없음,있음 / 렌트,없음,있음
38473202,오토,보험사보증,"50,112km",없음,없음,있음 / 렌트,없음,있음
38333832,오토,보험사보증,"10,748km",없음,없음,있음 / 렌트,없음,없음
38548297,오토,보험사보증,"69,550km",없음,없음,없음,없음,없음
38501437,오토,보험사보증,"12,601km",있음 / 적법,없음,없음,없음,없음
38315650,-,자가보증,"89,256km",없음,없음,있음 / 렌트,없음,없음
38466303,-,자가보증,"144,876km",없음,없음,없음,없음,있음
38453399,-,보험사보증,"112,458km",없음,없음,없음,없음,없음
38561253,오토,보험사보증,"118,516km",없음,없음,없음,없음,없음
38539329,오토,보험사보증,"119,463km",없음,없음,없음,없음,있음
37910563,-,보험사보증,"25,588km",없음,없음,없음,없음,없음
37779493,오토,보험사보증,"144,104km",없음,없음,없음,없음,없음
38409498,-,보험사보증,"43,116km",없음,없음,없음,없음,있음
38512463,-,보험사보증,"39,173km",없음,없음,없음,없음,없음
38604706,오토,보험사보증,"37,052km",없음,없음,없음,없음,없음
38539652,오토,보험사보증,"93,369km",없음,없음,있음 / 렌트,없음,없음
38521756,오토,보험사보증,"110,299km",없음,없음,있음 / 렌트,없음,없음
38520759,오토,보험사보증,"85,126km",없음,없음,있음 / 렌트,없음,있음
38532692,오토,보험사보증,"84,979km",없음,없음,있음 / 렌트,없음,없음
38596001,오토,보험사보증,"89,596km",없음,없음,있음 / 렌트,없음,없음
38343794,오토,보험사보증,"56,245km",없음,없음,없음,없음,없음
38118214,-,보험사보증,"14,000km",없음,없음,없음,없음,없음
38394416,-,보험사보증,"134,810km",없음,없음,있음 / 렌트,없음,없음
38554465,-,보험사보증,"87,104km",없음,없음,있음 / 렌트,없음,있음
38547135,-,보험사보증,"93,450km",없음,없음,없음,없음,없음
38502923,오토,보험사보증,"8,209km",없음,없음,없음,없음,없음
38426000,오토,보험사보증,"58,455km",없음,없음,있음 / 렌트,없음,없음
36556662,-,보험사보증,"75,513km",없음,없음,없음,없음,없음
38399285,오토,보험사보증,"13,070km",없음,없음,없음,없음,없음
38582065,-,자가보증,"51,015km",없음,없음,없음,없음,없음
38097154,오토,보험사보증,"9,835km",없음,없음,없음,없음,없음
38611709,오토,자가보증,"17,663km",없음,없음,없음,없음,없음
38610453,오토,보험사보증,"29,125km",없음,없음,없음,없음,없음
38491660,오토,보험사보증,"26,843km",없음,없음,있음 / 렌트,없음,없음
38588750,-,보험사보증,"5,765km",없음,없음,없음,없음,없음
38556870,-,보험사보증,"75,470km",없음,없음,없음,없음,없음
38142652,-,보험사보증,"61,855km",없음,없음,없음,없음,없음
38432032,-,보험사보증,"138,598km",없음,없음,없음,없음,있음
38573295,-,보험사보증,"71,506km",없음,없음,없음,없음,없음
38358675,오토,자가보증,"16,382km",없음,없음,없음,없음,없음
38039426,오토,보험사보증,"99,030km",없음,없음,없음,없음,있음
37458317,오토,보험사보증,"적음 / 18,546km",없음,없음,없음,없음,없음
38538873,-,보험사보증,"20,487km",있음 / 적법,없음,없음,없음,없음
37888069,-,보험사보증,"91,800km",없음,없음,없음,없음,없음
38582057,오토,보험사보증,"7,421km",없음,없음,없음,없음,없음
38495305,-,보험사보증,"16,373km",없음,없음,있음 / 렌트,없음,없음
38344574,오토,자가보증,"61,105km",없음,없음,없음,없음,없음
37880013,오토,보험사보증,"84,578km",없음,없음,없음,없음,있음
38518080,오토,보험사보증,"73,573km",없음,없음,있음 / 렌트,없음,있음
38573296,오토,보험사보증,"42,233km",없음,없음,없음,없음,없음
38467805,-,자가보증,"42,588km",없음,없음,없음,없음,없음
38206973,오토,보험사보증,"130,661km",없음,없음,없음,없음,있음
38432037,오토,보험사보증,"47,519km",없음,없음,없음,없음,없음
38076182,-,보험사보증,"68,924km",없음,없음,있음 / 렌트,없음,없음
38567681,-,보험사보증,"82,913km",없음,없음,없음,없음,있음
38047215,오토,보험사보증,"87,263km",없음,없음,있음 / 렌트,없음,있음
38310382,-,보험사보증,"51,546km",없음,없음,없음,없음,없음
38559958,-,보험사보증,"56,149km",없음,없음,없음,없음,있음
38323111,-,보험사보증,"99,080km",없음,없음,없음,없음,없음
37739930,-,보험사보증,"151,731km",없음,없음,있음 / 렌트,없음,없음
38179708,-,보험사보증,"77,638km",없음,없음,없음,없음,없음
38216617,-,보험사보증,"79,505km",없음,없음,있음 / 렌트,없음,없음
38115443,오토,보험사보증,"107,538km",없음,없음,있음 / 렌트,없음,없음
38574141,오토,보험사보증,"1,328km",없음,없음,없음,없음,없음
38522430,오토,보험사보증,"64,831km",없음,없음,없음,없음,없음
38208772,-,보험사보증,"104,749km",없음,없음,없음,없음,없음
38467810,오토,보험사보증,"85,632km",없음,없음,있음 / 렌트,없음,없음
38556795,오토,보험사보증,"125,049km",없음,없음,없음,없음,없음
38392767,-,보험사보증,"54,926km",없음,없음,없음,없음,없음
38089401,오토,자가보증,"48,461km",없음,없음,없음,없음,없음
38590241,오토,보험사보증,"121,132km",없음,없음,없음,없음,있음
38302642,-,보험사보증,"57,125km",없음,없음,없음,없음,없음
38448454,-,보험사보증,"138,989km",없음,없음,없음,없음,없음
37463883,-,보험사보증,"108,870km",없음,없음,없음,없음,없음
38446017,-,자가보증,"128,612km",없음,없음,없음,없음,없음
38530927,오토,보험사보증,"76,905km",없음,없음,없음,없음,없음
38596006,오토,보험사보증,"115,531km",없음,없음,없음,없음,있음
38540803,오토,보험사보증,"적음 / 88,280km",없음,없음,있음 / 렌트,없음,없음
38638680,-,보험사보증,"121,592km",없음,없음,있음 / 렌트,없음,없음
38638690,-,보험사보증,"58,410km",없음,없음,있음 / 렌트,없음,있음
38191508,-,보험사보증,"111,849km",없음,없음,없음,없음,없음
38191159,-,보험사보증,"38,213km",없음,없음,없음,없음,없음
38291231,오토,보험사보증,"109,052km",없음,없음,있음 / 렌트,없음,있음
38435504,-,보험사보증,"19,563km",없음,없음,없음,없음,없음
38383201,오토,보험사보증,"76,581km",없음,없음,없음,없음,없음
38370598,오토,보험사보증,"8,963km",없음,없음,없음,없음,없음
38618527,오토,보험사보증,"21,267km",없음,없음,없음,없음,없음
38606931,오토,자가보증,"129,593km",없음,없음,없음,없음,없음
38492546,-,보험사보증,"41,383km",없음,없음,없음,없음,없음
38343797,오토,보험사보증,"88,480km",없음,없음,있음 / 렌트,없음,있음
38531760,-,보험사보증,"59,712km",없음,없음,없음,없음,없음
38351252,오토,보험사보증,"126,374km",없음,없음,있음 / 렌트,없음,없음
38589519,오토,보험사보증,"29,297km",없음,없음,없음,없음,없음
38624015,오토,보험사보증,"30,750km",없음,없음,없음,없음,없음
38582058,-,보험사보증,"32,553km",없음,없음,없음,없음,있음
38301770,-,보험사보증,"50,158km",없음,없음,없음,없음,있음
38563785,오토,보험사보증,"18,021km",없음,없음,없음,없음,없음
38276193,오토,보험사보증,"55,976km",없음,없음,없음,없음,없음
38606502,오토,보험사보증,"84,631km",없음,없음,없음,없음,없음
38276831,-,보험사보증,"113,846km",없음,없음,있음 / 렌트,없음,있음
38118450,-,보험사보증,"184,427km",없음,없음,없음,없음,있음
38362303,-,보험사보증,"21,711km",없음,없음,없음,없음,없음
38530272,-,보험사보증,"152,598km",없음,없음,없음,없음,없음
38241976,오토,자가보증,"118,736km",없음,없음,없음,없음,있음
37172483,-,보험사보증,"168,615km",없음,없음,없음,있음,있음
38055207,오토,자가보증,"71,827km",없음,없음,없음,있음,있음
38602386,-,보험사보증,"54,032km",없음,없음,없음,없음,없음
38157719,오토,보험사보증,"86,261km",없음,없음,없음,없음,없음
38579547,오토,자가보증,"161,785km",없음,없음,없음,있음,없음
38389011,오토,보험사보증,"113,424km",없음,없음,있음 / 렌트,없음,없음
37977896,-,보험사보증,"36,150km",없음,없음,있음 / 렌트,없음,없음
38186218,-,보험사보증,"42,455km",없음,없음,없음,없음,없음
38522230,-,보험사보증,"78,884km",없음,없음,없음,없음,없음
38387038,-,보험사보증,"72,118km",없음,없음,없음,없음,없음
38583513,-,보험사보증,"162,814km",없음,없음,없음,없음,없음
38282326,오토,자가보증,"77,114km",없음,없음,없음,없음,있음
38069569,-,보험사보증,"72,639km",없음,없음,있음 / 렌트,없음,없음
38547419,-,보험사보증,"112,552km",없음,없음,없음,없음,없음
38401767,오토,자가보증,"87,486km",없음,없음,없음,없음,있음
38559036,-,보험사보증,"90,343km",없음,없음,없음,있음,없음
38285307,오토,자가보증,"185,944km",없음,없음,없음,있음,있음
38167945,오토,보험사보증,"103,013km",없음,없음,있음 / 렌트,없음,없음
38585556,-,보험사보증,"23,046km",없음,없음,없음,없음,없음
38491485,오토,자가보증,"165,999km",없음,없음,없음,없음,있음
38379303,오토,보험사보증,"60,259km",없음,없음,없음,없음,있음
38395816,-,보험사보증,"102,280km",없음,없음,있음 / 렌트,없음,있음
38604186,오토,보험사보증,"54,968km",없음,없음,없음,있음,있음
37274953,오토,자가보증,"138,733km",없음,없음,없음,없음,있음
38606596,오토,보험사보증,"71,372km",없음,없음,없음,없음,없음
38473107,오토,보험사보증,"119,893km",없음,없음,없음,없음,있음
38627188,오토,보험사보증,"112,801km",없음,없음,있음 / 렌트,없음,있음
38578035,-,보험사보증,"85,200km",없음,없음,있음 / 렌트,없음,없음
38378537,-,보험사보증,"82,236km",없음,없음,없음,있음,있음
38109049,-,자가보증,"113,671km",없음,없음,없음,없음,없음
38595976,-,보험사보증,"108,973km",없음,없음,없음,없음,있음
38446292,오토,보험사보증,"108,967km",없음,없음,없음,없음,있음
38066055,-,자가보증,"95,037km",없음,없음,없음,없음,없음
38530821,-,보험사보증,"63,162km",없음,없음,없음,없음,없음
38391717,오토,자가보증,"111,446km",없음,없음,없음,없음,있음
38436179,-,보험사보증,"24,237km",없음,없음,없음,없음,없음
38618814,오토,보험사보증,"86,369km",있음 / 적법 / 구조,없음,없음,없음,있음
38405430,오토,보험사보증,"83,789km",없음,없음,없음,없음,없음
37283530,오토,자가보증,"74,569km",없음,없음,없음,없음,없음
38442081,오토,보험사보증,"35,733km",없음,없음,있음 / 렌트,없음,없음
38123150,-,보험사보증,"64,788km",없음,없음,있음 / 렌트,없음,있음
38616941,오토,보험사보증,"235,295km",없음,없음,없음,있음,있음
38554666,-,보험사보증,"84,875km",없음,없음,없음,없음,있음
38354732,-,자가보증,"25,995km",없음,없음,없음,없음,없음
35355906,-,보험사보증,"48,700km",없음,없음,있음 / 렌트,없음,있음
38282647,-,보험사보증,"106,453km",없음,없음,있음 / 렌트,없음,있음
38320079,오토,자가보증,"75,520km",없음,없음,없음,있음,있음
38100445,오토,자가보증,"86,509km",없음,없음,없음,없음,없음
38619041,오토,보험사보증,"139,408km",없음,없음,없음,없음,있음
38584140,-,보험사보증,"44,855km",없음,없음,없음,있음,있음
38383430,-,보험사보증,"37,641km",없음,없음,없음,없음,있음
38509956,수동,자가보증,"75,365km",없음,없음,없음,없음,없음
38618114,오토,보험사보증,"109,072km",없음,없음,없음,없음,없음
38583757,-,자가보증,"146,951km",없음,없음,없음,있음,있음
38320070,-,보험사보증,"93,319km",없음,없음,없음,없음,있음
38430377,오토,자가보증,"55,104km",없음,없음,없음,없음,없음
38462565,-,보험사보증,"61,061km",없음,없음,없음,없음,없음
38577651,오토,보험사보증,"38,947km",없음,없음,없음,없음,없음
38309711,-,자가보증,"96,232km",없음,없음,있음 / 렌트,없음,없음
38415454,-,보험사보증,"134,741km",없음,없음,없음,없음,없음
37840274,오토,보험사보증,"96,803km",없음,없음,없음,없음,있음
37973428,오토,보험사보증,"190,848km",없음,없음,없음,없음,없음
37637587,-,자가보증,30km,없음,없음,없음,없음,없음
38585575,-,보험사보증,"176,049km",없음,없음,있음 / 렌트,없음,있음
38546533,-,보험사보증,"153,705km",없음,없음,있음 / 렌트,없음,없음
38334248,오토,보험사보증,"134,389km",없음,없음,없음,없음,있음
38340047,-,자가보증,"71,000km",없음,없음,없음,없음,없음
38329999,오토,자가보증,"145,787km",없음,없음,없음,없음,없음
38069757,-,보험사보증,"49,305km",없음,없음,있음 / 렌트,없음,없음
38630898,오토,보험사보증,"98,056km",없음,없음,없음,있음,있음
38350025,오토,보험사보증,"152,674km",없음,없음,있음 / 렌트,없음,없음
37908097,-,자가보증,"107,441km",없음,없음,없음,없음,없음
38157412,오토,보험사보증,"97,912km",없음,없음,없음,없음,없음
38122579,오토,보험사보증,"81,283km",없음,없음,있음 / 렌트,있음,있음
38518137,오토,보험사보증,"31,738km",없음,없음,없음,없음,없음
38382803,오토,자가보증,"12,880km",없음,없음,없음,없음,없음
38584073,-,보험사보증,"67,960km",없음,없음,없음,없음,있음
36697145,-,보험사보증,"207,036km",없음,없음,없음,없음,없음
38422373,-,자가보증,"81,494km",없음,없음,없음,없음,없음
38411517,오토,보험사보증,"164,185km",없음,없음,없음,없음,없음
38393398,-,보험사보증,"43,325km",없음,없음,없음,없음,없음
38483183,오토,보험사보증,"93,562km",없음,없음,없음,없음,없음
38233984,오토,보험사보증,"121,301km",없음,없음,없음,없음,있음
37754171,-,보험사보증,"109,109km",없음,없음,없음,없음,있음
38621111,오토,자가보증,"122,713km",없음,없음,없음,있음,있음
37829920,-,보험사보증,"170,709km",없음,없음,있음 / 렌트,없음,있음
38171868,오토,보험사보증,"87,343km",있음 / 적법,없음,없음,없음,없음
37867312,-,보험사보증,"22,084km",없음,없음,없음,없음,없음
38237896,-,보험사보증,"149,828km",없음,없음,없음,없음,있음
38418106,오토,보험사보증,"128,326km",없음,없음,있음 / 렌트,없음,있음
38352884,오토,보험사보증,"141,867km",없음,없음,없음,없음,없음
38548835,-,보험사보증,"47,711km",없음,없음,없음,없음,있음
38487043,-,자가보증,"47,119km",없음,없음,없음,없음,없음
38567933,오토,자가보증,"46,704km",없음,없음,없음,없음,없음
38466676,오토,보험사보증,"164,028km",없음,없음,없음,없음,있음
38576063,오토,보험사보증,"271,115km",없음,없음,있음 / 렌트,없음,있음
38143426,-,보험사보증,"224,760km",없음,없음,있음 / 렌트,없음,있음
38520524,오토,보험사보증,"111,011km",없음,없음,없음,없음,없음
38452971,-,보험사보증,"45,484km",없음,없음,없음,없음,없음
38463473,-,보험사보증,"57,882km",없음,없음,없음,없음,없음
38451166,-,보험사보증,"188,876km",없음,없음,없음,없음,있음
37145969,-,보험사보증,"104,413km",없음,없음,있음 / 렌트,없음,없음
38617078,-,자가보증,"160,312km",없음,없음,없음,없음,있음
38186988,-,보험사보증,933km,없음,없음,없음,없음,없음
38117230,-,보험사보증,"45,719km",없음,없음,있음 / 렌트,없음,없음
38301319,-,자가보증,"58,151km",없음,없음,있음 / 렌트,없음,없음
37827900,-,보험사보증,"44,441km",없음,없음,없음,없음,없음
38512291,오토,보험사보증,"96,862km",없음,없음,없음,없음,있음
37829871,-,보험사보증,"114,074km",없음,없음,없음,없음,없음
37377804,-,보험사보증,"66,203km",없음,없음,없음,없음,있음
38511822,-,자가보증,"15,001km",없음,없음,없음,없음,없음
38386688,-,보험사보증,"16,041km",없음,없음,없음,없음,없음
38500126,오토,자가보증,"8,078km",없음,없음,없음,없음,없음
38559057,-,보험사보증,"125,667km",없음,없음,없음,없음,없음
38532814,-,보험사보증,"79,952km",없음,없음,있음 / 렌트,없음,있음
38526896,-,보험사보증,"114,180km",없음,없음,없음,없음,없음
38581671,오토,보험사보증,"55,000km",없음,없음,있음 / 렌트,없음,없음
38626355,오토,자가보증,"136,643km",없음,없음,없음,없음,없음
38552917,-,자가보증,"202,369km",없음,없음,없음,없음,없음
37701020,오토,자가보증,"23,940km",없음,없음,없음,없음,있음
38069701,오토,보험사보증,"167,797km",없음,없음,없음,없음,없음
38489497,-,보험사보증,"71,956km",없음,없음,없음,없음,없음
38158176,-,보험사보증,"80,692km",없음,없음,있음 / 렌트,있음,있음
38384669,오토,보험사보증,"155,319km",없음,없음,없음,없음,있음
38096796,오토,보험사보증,"161,179km",없음,없음,없음,없음,있음
38433862,-,보험사보증,"38,179km",없음,없음,있음 / 렌트,없음,없음
38100399,-,자가보증,"23,686km",없음,없음,없음,없음,없음
38390868,-,보험사보증,"63,215km",없음,없음,없음,없음,없음
38569981,오토,보험사보증,"33,426km",없음,없음,없음,없음,없음
38347785,-,보험사보증,"19,216km",없음,없음,없음,없음,있음
38055353,오토,보험사보증,"130,970km",없음,없음,없음,없음,있음
37854208,오토,보험사보증,"76,502km",없음,없음,없음,없음,있음
38468989,-,보험사보증,"106,128km",없음,없음,있음 / 렌트,없음,없음
38241945,-,자가보증,"123,774km",없음,없음,없음,없음,있음
38043569,오토,보험사보증,"95,345km",없음,없음,없음,없음,없음
38565800,-,보험사보증,"14,583km",없음,없음,없음,없음,없음
38198970,-,보험사보증,"178,597km",없음,없음,없음,없음,있음
38066131,-,보험사보증,"162,578km",없음,없음,있음 / 렌트,없음,없음
38610861,오토,보험사보증,"15,647km",없음,없음,없음,없음,없음
38520596,오토,보험사보증,"85,694km",없음,없음,없음,없음,있음
38448313,오토,자가보증,"85,850km",없음,없음,없음,있음,있음
38518461,오토,보험사보증,"113,996km",없음,없음,있음 / 렌트,있음,있음
38377118,-,보험사보증,"86,719km",없음,없음,있음 / 렌트,없음,없음
38343733,오토,보험사보증,"136,738km",없음,없음,있음 / 렌트,없음,있음
38547185,오토,보험사보증,"119,216km",없음,없음,없음,없음,있음
38579485,-,보험사보증,"26,987km",없음,없음,있음 / 렌트,없음,있음
37928604,오토,자가보증,"5,395km",없음,없음,없음,없음,없음
38491444,오토,보험사보증,"96,827km",없음,없음,없음,없음,있음
38581700,오토,자가보증,"202,841km",없음,없음,없음,없음,있음
38290545,오토,보험사보증,"17,724km",없음,없음,없음,없음,없음
38372804,-,보험사보증,"52,392km",없음,없음,없음,없음,없음
38305249,오토,자가보증,"34,537km",없음,없음,없음,없음,없음
38339882,-,보험사보증,"보통 / 172,807km",없음,없음,없음,없음,있음
38567881,오토,보험사보증,"144,682km",없음,없음,없음,없음,없음
38603893,-,보험사보증,"68,218km",없음,없음,없음,없음,있음
38440172,오토,자가보증,"37,493km",없음,없음,없음,없음,없음
37975333,오토,자가보증,"78,600km",없음,없음,없음,있음,있음
38382858,-,보험사보증,"135,118km",없음,없음,없음,없음,있음
38109119,오토,자가보증,"46,913km",없음,없음,없음,없음,있음
38274101,오토,보험사보증,"11,170km",없음,없음,없음,없음,없음
38301634,-,자가보증,"60,497km",없음,없음,없음,없음,있음
38620806,오토,보험사보증,"122,472km",없음,없음,있음 / 렌트,있음,있음
38286898,-,자가보증,"181,251km",없음,없음,없음,없음,있음
38587534,오토,보험사보증,"128,661km",없음,없음,없음,있음,있음
38303610,-,보험사보증,"125,743km",없음,없음,없음,없음,없음
37414049,오토,보험사보증,"71,498km",없음,없음,없음,없음,있음
38530709,-,자가보증,"24,001km",없음,없음,없음,없음,없음
38203283,오토,자가보증,"95,464km",없음,없음,없음,없음,없음
38324032,-,자가보증,"42,099km",없음,없음,없음,없음,없음
37985704,-,보험사보증,"146,185km",없음,없음,없음,없음,있음
38280702,오토,보험사보증,"138,304km",없음,없음,있음 / 렌트,없음,있음
38595822,오토,자가보증,"64,143km",없음,없음,없음,없음,없음
38622714,-,보험사보증,"31,888km",없음,없음,없음,없음,없음
37186835,-,자가보증,"101,747km",없음,없음,없음,있음,있음
38534903,오토,보험사보증,"83,881km",없음,없음,없음,있음,있음
38076197,-,보험사보증,"39,445km",없음,없음,없음,없음,없음
37934367,-,보험사보증,"53,633km",없음,없음,없음,없음,없음
38381526,오토,보험사보증,"56,531km",없음,없음,없음,없음,있음
38508421,-,보험사보증,"75,016km",없음,없음,없음,없음,없음
37084671,-,보험사보증,"53,986km",없음,없음,있음 / 렌트,있음,있음
38235858,오토,자가보증,"72,757km",없음,없음,없음,없음,있음
38338219,-,보험사보증,"103,691km",없음,없음,없음,없음,없음
38579590,-,보험사보증,"38,003km",없음,없음,없음,없음,없음
