id,transmission,warranty,mileage,tuning_history,special_history,usage_change,accident,little_accident
38388034,-,보험사보증,"43,540km",없음,없음,없음,없음,없음
37775398,오토,보험사보증,"101,739km",없음,없음,없음,없음,있음
38594773,오토,보험사보증,"63,704km",없음,없음,없음,없음,있음
37564259,오토,보험사보증,"78,653km",없음,없음,없음,없음,없음
38134424,-,보험사보증,"8,545km",없음,없음,있음 / 렌트,없음,없음
37380944,-,보험사보증,"73,015km",없음,없음,없음,있음,있음
37862270,-,보험사보증,"146,821km",없음,없음,없음,없음,없음
38408913,오토,보험사보증,"27,486km",없음,없음,없음,없음,없음
38009361,-,보험사보증,"33,055km",없음,없음,없음,없음,있음
38601330,-,보험사보증,"47,313km",없음,없음,있음 / 렌트,없음,없음
37741653,-,보험사보증,"73,062km",없음,없음,있음 / 렌트,없음,없음
38134332,-,보험사보증,"11,510km",없음,없음,없음,없음,없음
37270026,-,보험사보증,"177,615km",있음 / 적법,없음,없음,없음,있음
38596663,-,보험사보증,"94,497km",없음,없음,없음,있음,있음
38038319,-,보험사보증,"29,616km",없음,없음,없음,없음,없음
38064908,-,보험사보증,"111,290km",없음,없음,없음,없음,있음
37942072,오토,보험사보증,"170,368km",없음,없음,없음,없음,없음
38334974,-,보험사보증,"37,687km",없음,없음,없음,없음,없음
38418879,-,보험사보증,"40,482km",없음,없음,있음 / 렌트,없음,있음
38620695,오토,보험사보증,"89,395km",없음,없음,있음 / 렌트,없음,없음
38281548,-,보험사보증,"46,163km",없음,없음,있음 / 렌트,없음,없음
38451295,오토,보험사보증,"143,568km",없음,없음,있음 / 렌트,없음,없음
38500780,-,보험사보증,"140,775km",없음,없음,없음,없음,있음
38485719,-,보험사보증,"138,737km",없음,없음,없음,없음,없음
38587226,오토,보험사보증,"135,378km",없음,없음,없음,없음,없음
38206352,오토,자가보증,"109,415km",없음,없음,없음,없음,있음
38578209,-,보험사보증,"161,697km",있음 / 적법 / 장치,없음,없음,없음,있음
38539648,오토,자가보증,"136,639km",없음,없음,없음,없음,없음
38619611,오토,보험사보증,"135,340km",없음,없음,있음 / 렌트,없음,없음
38098050,수동,보험사보증,"17,953km",없음,없음,없음,없음,없음
37263647,-,자가보증,"114,290km",없음,없음,없음,없음,없음
38283740,-,보험사보증,"79,359km",없음,없음,없음,없음,없음
38478911,오토,자가보증,"55,128km",없음,없음,있음 / 렌트,없음,없음
37996673,오토,보험사보증,"45,738km",없음,없음,없음,없음,없음
38618050,오토,보험사보증,"50,861km",없음,없음,있음 / 렌트,없음,없음
38567491,-,자가보증,"105,908km",없음,없음,없음,없음,없음
38293854,오토,보험사보증,"39,954km",없음,없음,있음 / 렌트,없음,있음
37822835,-,보험사보증,"160,892km",없음,없음,없음,없음,있음
38357217,오토,보험사보증,"72,304km",없음,없음,없음,없음,있음
38418609,-,보험사보증,"96,833km",없음,없음,없음,없음,없음
37135225,-,자가보증,"40,083km",없음,없음,없음,있음,있음
38467593,오토,보험사보증,"13,194km",없음,없음,없음,없음,없음
38545040,-,보험사보증,"44,982km",없음,없음,없음,없음,없음
38250315,오토,보험사보증,"48,595km",없음,없음,없음,없음,있음
38421398,-,보험사보증,"23,533km",없음,없음,없음,없음,없음
38554065,오토,보험사보증,"155,874km",없음,없음,없음,없음,있음
37325163,-,자가보증,"80,257km",없음,없음,없음,없음,없음
38370853,-,보험사보증,"175,251km",있음 / 불법 / 구조,없음,없음,있음,있음
37913017,오토,보험사보증,"51,378km",없음,없음,있음 / 렌트,없음,있음
38543476,오토,보험사보증,"74,858km",없음,없음,없음,있음,있음
38562621,오토,보험사보증,"62,605km",없음,없음,없음,없음,없음
38623158,-,자가보증,"108,457km",없음,없음,있음 / 렌트,없음,없음
38465538,오토,자가보증,"137,050km",없음,없음,없음,없음,없음
36816916,오토,보험사보증,"145,214km",없음,없음,없음,있음,있음
38614931,오토,보험사보증,"43,891km",없음,없음,없음,없음,없음
38604399,-,자가보증,"51,658km",없음,없음,있음 / 렌트,없음,없음
38562080,-,보험사보증,"72,876km",없음,없음,없음,없음,있음
38310562,-,보험사보증,"90,572km",없음,없음,없음,있음,있음
38114922,오토,보험사보증,"64,573km",있음 / 적법 / 구조,없음,없음,없음,없음
38569572,-,보험사보증,"17,547km",없음,없음,없음,없음,없음
38204031,오토,보험사보증,"164,177km",없음,없음,없음,있음,있음
38513340,-,보험사보증,"142,181km",없음,없음,없음,없음,있음
37481261,오토,보험사보증,"119,134km",없음,없음,없음,있음,있음
38560960,오토,보험사보증,"11,789km",없음,없음,없음,없음,없음
38615418,-,보험사보증,"49,922km",없음,없음,있음 / 렌트,없음,없음
38222510,오토,보험사보증,"167,543km",없음,없음,없음,없음,있음
38012552,오토,보험사보증,"22,621km",없음,없음,있음 / 렌트,없음,없음
38218427,-,보험사보증,"125,233km",없음,없음,없음,있음,있음
37964769,-,보험사보증,"37,920km",없음,없음,없음,없음,있음
38488614,오토,자가보증,"160,863km",없음,없음,없음,없음,있음
38447567,오토,보험사보증,"96,804km",없음,없음,없음,없음,없음
37546622,-,보험사보증,"45,675km",없음,없음,있음 / 렌트,없음,없음
38293685,-,보험사보증,"72,819km",없음,없음,없음,있음,있음
38537474,오토,보험사보증,"45,114km",없음,없음,없음,없음,없음
37777436,-,보험사보증,"81,049km",없음,없음,있음 / 렌트,없음,없음
37864391,오토,보험사보증,"16,277km",없음,없음,없음,없음,없음
38281423,-,보험사보증,"43,768km",없음,없음,없음,없음,없음
38446752,-,보험사보증,"14,327km",없음,없음,없음,없음,없음
38474492,-,보험사보증,"156,960km",없음,없음,없음,없음,없음
38122698,오토,자가보증,"42,435km",없음,없음,없음,없음,없음
38316123,-,보험사보증,"238,975km",없음,없음,없음,있음,있음
38373527,-,자가보증,"55,228km",없음,없음,없음,없음,없음
37831255,오토,자가보증,"152,533km",없음,없음,없음,없음,있음
38066298,-,보험사보증,"52,548km",없음,없음,없음,없음,없음
37708524,-,보험사보증,"156,999km",없음,없음,없음,있음,있음
37740078,-,보험사보증,"89,151km",없음,없음,있음 / 렌트,없음,있음
38162504,오토,보험사보증,"56,419km",없음,없음,없음,없음,없음
38379335,오토,보험사보증,"54,180km",없음,없음,없음,없음,없음
38334151,오토,보험사보증,"148,357km",있음 / 적법,없음,없음,있음,있음
38158664,-,보험사보증,"92,328km",없음,없음,있음 / 렌트,없음,없음
38489615,-,보험사보증,"23,467km",없음,없음,없음,없음,없음
38510485,오토,보험사보증,"109,423km",없음,없음,없음,없음,없음
38619187,-,자가보증,"270,819km",없음,없음,없음,없음,있음
38563374,오토,자가보증,"32,177km",없음,없음,있음 / 렌트,없음,없음
38375431,-,자가보증,"45,118km",있음 / 적법,없음,없음,없음,없음
38502515,-,보험사보증,"104,296km",없음,없음,없음,없음,있음
36886497,오토,자가보증,"22,628km",없음,없음,없음,없음,없음
38341134,오토,자가보증,"보통 / 66,588km",없음,없음,없음,없음,없음
38389506,오토,보험사보증,"125,836km",없음,없음,없음,없음,없음
38389516,-,보험사보증,"96,968km",없음,없음,없음,없음,없음
38576674,-,보험사보증,"18,012km",없음,없음,없음,없음,없음
38529558,-,보험사보증,"136,900km",없음,없음,없음,없음,있음
38407825,-,자가보증,"2,536km",없음,없음,없음,없음,없음
38119532,-,보험사보증,"48,225km",없음,없음,있음 / 렌트,없음,없음
38503252,-,보험사보증,"22,176km",없음,없음,없음,없음,있음
38560963,오토,자가보증,"104,354km",없음,없음,없음,없음,있음
37349078,-,보험사보증,"72,762km",없음,없음,없음,없음,없음
38595075,오토,보험사보증,"84,406km",없음,없음,없음,없음,없음
38541337,-,보험사보증,"96,298km",없음,없음,없음,없음,없음
38585879,-,보험사보증,"69,115km",없음,없음,없음,없음,있음
38377592,-,보험사보증,"77,014km",없음,없음,있음 / 렌트,없음,없음
38391563,-,보험사보증,"136,865km",없음,없음,없음,있음,있음
38540364,-,보험사보증,"107,019km",없음,없음,없음,없음,없음
38621612,-,보험사보증,"11,362km",없음,없음,없음,없음,없음
38448062,-,보험사보증,"84,318km",없음,없음,없음,없음,있음
38270623,-,자가보증,"25,272km",없음,없음,있음 / 렌트,없음,없음
38527888,오토,보험사보증,"80,311km",없음,없음,없음,없음,없음
38106672,-,보험사보증,"28,692km",없음,없음,없음,없음,없음
38478236,오토,보험사보증,"36,064km",없음,없음,없음,없음,없음
38431914,-,보험사보증,"46,374km",없음,없음,없음,없음,없음
38255140,-,자가보증,"33,557km",없음,없음,없음,있음,있음
38400947,-,보험사보증,"42,413km",있음 / 적법,없음,없음,없음,없음
38195206,-,보험사보증,"78,758km",없음,없음,없음,없음,있음
38511483,-,보험사보증,"53,446km",없음,없음,없음,없음,있음
38573758,오토,보험사보증,"70,401km",없음,없음,없음,있음,있음
38635734,-,보험사보증,"40,520km",없음,없음,없음,없음,없음
38314740,-,보험사보증,"13,496km",없음,없음,없음,없음,없음
36467623,-,보험사보증,"87,065km",없음,없음,없음,없음,있음
38535604,-,보험사보증,"30,005km",없음,없음,없음,없음,없음
38169365,오토,보험사보증,"36,917km",없음,없음,없음,없음,없음
38518274,오토,자가보증,"75,230km",없음,없음,없음,없음,없음
38627559,오토,보험사보증,"39,073km",없음,없음,없음,없음,없음
37737303,오토,보험사보증,"51,996km",없음,없음,있음 / 렌트,없음,없음
38087461,오토,보험사보증,"167,838km",없음,없음,없음,있음,있음
38019085,-,보험사보증,"199,007km",없음,없음,없음,있음,있음
38513231,-,자가보증,"19,417km",없음,없음,없음,없음,없음
38508070,-,보험사보증,"67,584km",없음,없음,있음 / 렌트,없음,없음
38394539,-,자가보증,"201,122km",없음,없음,없음,없음,없음
38157159,오토,보험사보증,"77,769km",없음,없음,있음 / 렌트,없음,없음
38139604,오토,보험사보증,"26,385km",없음,없음,없음,없음,없음
38383884,오토,보험사보증,"41,458km",없음,없음,없음,있음,있음
38301734,-,자가보증,"24,844km",없음,없음,없음,없음,없음
38204232,-,보험사보증,"35,372km",없음,없음,없음,없음,없음
38214277,오토,자가보증,"111,018km",없음,없음,없음,없음,있음
38403251,오토,보험사보증,"35,416km",없음,없음,없음,없음,없음
38562219,-,보험사보증,"82,118km",없음,없음,없음,없음,없음
37032452,-,보험사보증,"86,396km",없음,없음,없음,있음,있음
38434596,-,자가보증,"13,328km",없음,없음,없음,없음,없음
38430382,-,보험사보증,"149,828km",없음,없음,있음 / 렌트,있음,있음
38451300,-,보험사보증,"143,989km",없음,없음,없음,없음,없음
38461616,오토,자가보증,"86,532km",없음,없음,없음,있음,있음
38381394,-,보험사보증,"64,429km",없음,없음,없음,있음,있음
38090851,-,보험사보증,"11,256km",없음,없음,없음,없음,없음
38552789,-,보험사보증,"43,929km",없음,없음,없음,없음,있음
38555190,오토,보험사보증,"61,249km",없음,없음,있음 / 렌트,없음,없음
38604802,-,보험사보증,"17,132km",없음,없음,없음,없음,없음
38185815,오토,보험사보증,"158,416km",없음,없음,없음,없음,없음
38224945,-,자가보증,"35,780km",없음,없음,없음,없음,있음
38443041,오토,자가보증,"83,074km",없음,없음,없음,없음,없음
38556100,오토,자가보증,"9,523km",없음,없음,없음,없음,있음
38639206,오토,자가보증,"137,504km",없음,없음,있음 / 렌트,없음,없음
38435284,오토,자가보증,"288,611km",없음,없음,없음,없음,있음
37575085,오토,보험사보증,"66,960km",없음,없음,있음 / 렌트,없음,있음
38578664,-,보험사보증,"72,064km",없음,없음,없음,있음,있음
38023384,오토,보험사보증,"180,763km",없음,없음,없음,있음,없음
38394312,오토,보험사보증,"6,772km",없음,없음,없음,없음,없음
38463442,오토,보험사보증,"61,740km",없음,없음,있음 / 렌트,없음,없음
38377102,-,보험사보증,503km,없음,없음,없음,없음,없음
38595543,-,보험사보증,"43,040km",없음,없음,없음,없음,없음
38631107,오토,보험사보증,"66,430km",없음,없음,없음,없음,없음
37970583,-,보험사보증,"84,462km",없음,없음,없음,없음,있음
37886825,-,보험사보증,"115,363km",없음,없음,있음 / 렌트,있음,있음
38500966,오토,보험사보증,"120,646km",없음,없음,없음,없음,있음
38110106,-,보험사보증,"155,035km",없음,없음,없음,없음,없음
38539674,-,보험사보증,"49,846km",없음,없음,없음,없음,없음
38392880,오토,보험사보증,"43,310km",없음,없음,있음 / 렌트,없음,없음
38480272,오토,보험사보증,"153,770km",없음,없음,없음,없음,있음
38622776,-,자가보증,"45,174km",없음,없음,없음,없음,없음
38632464,-,보험사보증,"41,162km",있음 / 적법,없음,없음,없음,없음
38560567,오토,자가보증,"7,513km",없음,없음,없음,없음,없음
38495958,오토,자가보증,"61,333km",없음,없음,없음,없음,없음
37841511,오토,보험사보증,"116,512km",없음,없음,없음,없음,없음
37841780,-,보험사보증,"39,397km",없음,없음,없음,없음,없음
38589105,-,보험사보증,"47,314km",없음,없음,있음 / 렌트,없음,있음
38451226,-,보험사보증,"53,823km",없음,없음,없음,있음,있음
38615356,오토,자가보증,"82,981km",없음,없음,없음,있음,없음
38248649,-,보험사보증,"24,670km",없음,없음,없음,없음,없음
38500829,-,보험사보증,"122,085km",있음 / 적법,없음,없음,없음,있음
38358750,-,보험사보증,"44,618km",없음,없음,없음,없음,없음
37996778,오토,자가보증,"115,037km",없음,없음,없음,없음,없음
38291092,오토,보험사보증,"52,958km",없음,없음,있음 / 렌트,없음,없음
38534805,오토,보험사보증,"94,182km",없음,없음,없음,없음,있음
38126131,-,보험사보증,"48,891km",없음,없음,없음,없음,있음
38370927,오토,보험사보증,"21,239km",없음,없음,없음,없음,없음
38421022,-,보험사보증,"52,169km",없음,없음,없음,없음,있음
38282982,오토,보험사보증,"142,650km",없음,없음,없음,없음,없음
38335163,-,보험사보증,"30,297km",없음,없음,없음,없음,없음
38215500,-,보험사보증,"130,316km",없음,없음,없음,없음,없음
38361694,오토,자가보증,"52,722km",없음,없음,없음,없음,없음
38045789,-,보험사보증,"51,774km",없음,없음,없음,없음,없음
38367832,-,자가보증,"31,144km",없음,없음,없음,없음,없음
38528680,오토,보험사보증,"69,881km",없음,없음,있음 / 렌트,없음,없음
37935743,-,보험사보증,"137,184km",없음,없음,없음,없음,없음
37534638,-,보험사보증,"159,130km",없음,없음,없음,있음,있음
38218336,-,보험사보증,"9,600km",없음,없음,없음,없음,없음
38382426,-,보험사보증,"82,066km",없음,없음,있음 / 렌트,있음,없음
38488200,-,보험사보증,"32,906km",없음,없음,없음,없음,없음
38348068,-,보험사보증,"54,073km",없음,없음,있음 / 렌트,없음,있음
38500326,오토,자가보증,"55,901km",없음,없음,없음,없음,없음
37542599,오토,자가보증,"176,499km",없음,없음,없음,있음,없음
38326576,오토,보험사보증,"49,110km",없음,없음,없음,없음,없음
38616777,-,보험사보증,"45,293km",없음,없음,없음,없음,없음
38583244,오토,보험사보증,"87,491km",없음,없음,없음,없음,있음
38593156,-,보험사보증,"93,998km",없음,없음,없음,있음,있음
38539507,오토,보험사보증,"58,099km",없음,없음,없음,없음,없음
37632156,오토,자가보증,"135,310km",없음,없음,없음,없음,있음
38411913,오토,보험사보증,"22,643km",없음,없음,없음,없음,없음
38044551,-,보험사보증,"30,574km",없음,없음,없음,없음,없음
38543686,오토,보험사보증,"182,571km",없음,없음,없음,없음,있음
38609081,-,보험사보증,"34,413km",없음,없음,없음,없음,없음
38563655,오토,자가보증,"134,283km",없음,없음,없음,있음,있음
38521414,-,자가보증,"7,359km",없음,없음,없음,없음,있음
37819062,오토,보험사보증,"132,177km",없음,없음,없음,있음,있음
37219185,오토,보험사보증,"77,970km",없음,없음,없음,없음,있음
38607658,-,보험사보증,"76,028km",없음,없음,없음,있음,있음
38604430,오토,보험사보증,"77,936km",없음,없음,있음 / 렌트,없음,있음
38311057,오토,보험사보증,"13,426km",없음,없음,없음,없음,없음
38548194,오토,보험사보증,"56,530km",없음,없음,있음 / 렌트,없음,없음
38563672,-,보험사보증,"101,127km",없음,없음,없음,없음,없음
38366759,-,자가보증,"182,974km",없음,없음,없음,없음,있음
38567831,-,보험사보증,"36,278km",없음,없음,없음,없음,없음
38221449,오토,보험사보증,"81,831km",없음,없음,없음,있음,있음
38361254,-,보험사보증,"90,846km",있음 / 적법,없음,없음,없음,없음
38591230,오토,자가보증,"93,391km",없음,없음,없음,없음,있음
38569714,오토,보험사보증,"80,328km",없음,없음,없음,없음,있음
38547531,오토,자가보증,"163,161km",없음,없음,없음,없음,없음
38527224,오토,보험사보증,"69,403km",있음 / 불법,없음,없음,없음,없음
38536511,오토,보험사보증,"89,863km",없음,없음,있음 / 렌트,없음,없음
38344309,-,보험사보증,"61,647km",없음,없음,없음,없음,없음
38531729,오토,보험사보증,"82,774km",없음,없음,있음 / 렌트,없음,없음
38561907,-,보험사보증,"39,430km",없음,없음,없음,없음,있음
38192283,오토,보험사보증,"37,384km",없음,없음,없음,없음,없음
38580931,-,보험사보증,"138,725km",없음,없음,있음 / 렌트,없음,있음
37960012,오토,보험사보증,"46,303km",없음,없음,없음,있음,있음
38411900,오토,자가보증,"82,330km",없음,없음,없음,없음,없음
38229618,-,보험사보증,"22,973km",없음,없음,없음,없음,없음
38570192,-,보험사보증,"3,050km",없음,없음,없음,없음,없음
38140295,오토,보험사보증,"72,821km",없음,없음,있음 / 렌트,없음,있음
36282523,오토,보험사보증,"77,658km",없음,없음,없음,있음,있음
38595221,-,보험사보증,"296,701km",있음 / 적법,없음,있음 / 렌트,있음,있음
38422537,오토,보험사보증,"90,161km",없음,없음,없음,없음,없음
38446077,-,보험사보증,"164,744km",없음,없음,없음,없음,있음
38483283,오토,보험사보증,"106,813km",없음,없음,없음,없음,없음
37866898,오토,자가보증,"25,774km",없음,없음,없음,없음,없음
38375246,-,보험사보증,"79,737km",없음,없음,있음 / 렌트,없음,없음
38415108,오토,보험사보증,"47,140km",없음,없음,있음 / 렌트,있음,있음
38031122,오토,자가보증,"37,176km",없음,없음,없음,없음,없음
37748237,-,보험사보증,"4,521km",없음,없음,없음,없음,없음
38186511,-,보험사보증,"99,104km",없음,없음,있음 / 렌트,없음,없음
38522984,-,보험사보증,"57,321km",없음,없음,없음,없음,없음
38508926,오토,보험사보증,"15,568km",없음,없음,없음,없음,없음
38162500,오토,자가보증,"5,942km",없음,없음,없음,없음,없음
38449038,-,보험사보증,"79,383km",없음,없음,있음 / 렌트,없음,없음
38564782,오토,보험사보증,"47,923km",없음,없음,없음,없음,없음
38609335,오토,보험사보증,"86,539km",없음,없음,없음,없음,없음
38159613,-,보험사보증,"29,783km",없음,없음,없음,없음,없음
38020753,오토,보험사보증,"12,278km",없음,없음,없음,없음,없음
37822800,-,보험사보증,"67,827km",없음,없음,없음,있음,있음
38486471,-,보험사보증,"56,655km",없음,없음,없음,없음,없음
38335277,오토,보험사보증,"7,488km",없음,없음,없음,없음,없음
38105207,오토,보험사보증,"67,705km",없음,없음,있음 / 렌트,없음,있음
38607554,오토,보험사보증,"99,872km",없음,없음,없음,없음,있음
38045433,-,자가보증,"76,813km",없음,없음,없음,있음,있음
38623343,오토,보험사보증,"97,868km",없음,없음,없음,있음,있음
38522141,-,보험사보증,"51,932km",없음,없음,있음 / 렌트,없음,없음
38363139,-,보험사보증,"101,633km",없음,없음,없음,없음,있음
38420744,오토,보험사보증,"68,719km",없음,없음,있음 / 렌트,없음,없음
37380802,-,보험사보증,"71,831km",없음,없음,없음,있음,있음
37890151,오토,자가보증,"77,128km",없음,없음,없음,없음,없음
38411238,-,보험사보증,"7,470km",없음,없음,없음,없음,없음
38332439,-,자가보증,"27,788km",없음,없음,없음,없음,없음
38080132,-,보험사보증,"82,167km",없음,없음,있음 / 렌트,있음,있음
38213729,오토,보험사보증,"15,220km",없음,없음,없음,없음,없음
38589387,오토,보험사보증,"111,740km",없음,없음,없음,없음,없음
38541246,-,보험사보증,"10,366km",없음,없음,없음,없음,없음
38216038,-,보험사보증,"133,957km",없음,없음,없음,없음,없음
38564475,-,보험사보증,"25,333km",없음,없음,없음,없음,없음
38490276,-,보험사보증,"37,262km",없음,없음,없음,없음,없음
38582947,오토,보험사보증,"181,723km",없음,없음,없음,있음,있음
38570387,오토,보험사보증,"39,343km",없음,없음,없음,없음,없음
38284094,-,보험사보증,"133,138km",없음,없음,없음,없음,없음
38583549,오토,보험사보증,"115,082km",없음,없음,없음,없음,없음
36364755,오토,보험사보증,"55,287km",없음,없음,있음 / 렌트,없음,없음
38531871,-,보험사보증,"21,454km",없음,없음,없음,없음,없음
38428325,오토,보험사보증,"165,670km",없음,없음,없음,있음,있음
38334870,오토,보험사보증,"42,754km",없음,없음,없음,없음,있음
38635061,-,보험사보증,"84,284km",없음,없음,있음 / 렌트,없음,있음
38571277,오토,보험사보증,"45,605km",없음,없음,있음 / 렌트,없음,없음
38341110,-,보험사보증,4km,없음,없음,없음,없음,없음
38453199,-,보험사보증,"39,600km",없음,없음,있음 / 렌트,없음,없음
38555270,-,보험사보증,"124,708km",없음,없음,없음,없음,있음
38572848,오토,보험사보증,"54,818km",없음,없음,없음,없음,없음
38531512,오토,보험사보증,"168,606km",없음,없음,없음,있음,있음
38465677,-,자가보증,"42,651km",없음,없음,없음,없음,없음
38537478,오토,보험사보증,"68,084km",없음,없음,있음 / 렌트,없음,없음
38578796,오토,자가보증,"61,000km",없음,없음,없음,없음,있음
38622802,-,보험사보증,"91,114km",있음 / 적법 / 구조,없음,없음,있음,있음
38603642,오토,보험사보증,"51,508km",없음,없음,없음,없음,없음
38611799,-,보험사보증,"109,650km",없음,없음,없음,있음,있음
38579112,-,자가보증,"117,427km",없음,없음,없음,없음,있음
38250129,오토,보험사보증,"12,865km",없음,없음,있음 / 렌트,없음,없음
37960115,오토,자가보증,"67,800km",없음,없음,없음,없음,없음
38187197,오토,보험사보증,"69,548km",없음,없음,있음 / 렌트,없음,없음
37860972,-,보험사보증,"136,478km",없음,없음,없음,있음,있음
38557754,오토,보험사보증,"93,472km",없음,없음,없음,없음,없음
37093059,-,보험사보증,"62,958km",없음,없음,있음 / 렌트,없음,없음
38383092,-,자가보증,"28,014km",없음,없음,없음,없음,없음
38022883,-,보험사보증,"221,748km",없음,없음,있음 / 렌트,없음,있음
38488409,오토,보험사보증,"23,831km",있음 / 적법 / 구조,없음,없음,없음,없음
38621526,-,보험사보증,"90,373km",없음,없음,없음,있음,있음
37879885,오토,보험사보증,"122,410km",없음,없음,없음,있음,있음
38423111,-,보험사보증,"149,206km",없음,없음,없음,있음,있음
38626851,오토,보험사보증,"142,883km",없음,없음,없음,있음,있음
38083022,-,보험사보증,"80,903km",없음,없음,없음,없음,없음
38582966,-,보험사보증,"27,932km",없음,없음,없음,없음,없음
38284025,-,보험사보증,"74,461km",없음,없음,없음,없음,있음
37521666,-,보험사보증,"126,221km",없음,없음,없음,없음,있음
38332846,오토,보험사보증,"29,981km",없음,없음,없음,있음,있음
38510410,-,보험사보증,"165,678km",없음,없음,있음 / 렌트,없음,있음
38130606,오토,보험사보증,"140,885km",없음,없음,없음,없음,없음
38369101,-,보험사보증,"94,772km",없음,없음,있음 / 렌트,없음,있음
37886640,-,자가보증,"75,341km",없음,없음,없음,없음,없음
38292468,오토,자가보증,"32,478km",없음,없음,없음,없음,있음
38570290,오토,보험사보증,"59,361km",없음,없음,없음,없음,있음
38570544,오토,보험사보증,"73,884km",없음,없음,없음,없음,없음
35875070,오토,자가보증,"110,044km",없음,없음,없음,없음,있음
38604811,-,보험사보증,"19,689km",없음,없음,없음,없음,없음
36800906,-,보험사보증,"193,076km",없음,없음,없음,있음,있음
38346901,오토,자가보증,"7,904km",없음,없음,없음,없음,없음
38623433,-,자가보증,"52,440km",없음,없음,없음,없음,없음
38474169,-,자가보증,"29,176km",없음,없음,없음,없음,없음
38558332,오토,보험사보증,"61,280km",없음,없음,있음 / 렌트,없음,있음
38562593,오토,보험사보증,"77,422km",없음,없음,없음,없음,없음
38541951,-,보험사보증,"159,085km",없음,없음,있음 / 렌트,없음,있음
37644530,오토,보험사보증,"98,691km",없음,없음,없음,있음,있음
38423189,오토,보험사보증,"173,471km",없음,없음,없음,없음,있음
38516400,-,보험사보증,"86,949km",없음,없음,있음 / 렌트,없음,없음
37566257,오토,보험사보증,"93,994km",없음,없음,있음 / 렌트,없음,없음
38529106,오토,보험사보증,"124,447km",없음,없음,있음 / 렌트,있음,없음
37945854,-,보험사보증,"150,307km",없음,없음,없음,없음,있음
38110810,-,보험사보증,"58,440km",없음,없음,있음 / 렌트,없음,없음
38560508,-,자가보증,"133,756km",없음,없음,없음,있음,있음
38500972,-,보험사보증,"102,251km",없음,없음,없음,없음,있음
37961040,-,보험사보증,"78,268km",없음,없음,없음,없음,없음
38286850,오토,자가보증,"34,977km",없음,없음,없음,없음,없음
38259517,-,보험사보증,"140,015km",없음,없음,없음,없음,없음
38517724,오토,보험사보증,"38,010km",없음,없음,있음 / 렌트,없음,없음
38545718,-,보험사보증,"119,138km",없음,없음,없음,없음,있음
38021521,오토,보험사보증,"107,284km",없음,없음,없음,없음,없음
38545723,오토,보험사보증,"112,801km",없음,없음,없음,있음,있음
38021232,-,보험사보증,"22,165km",없음,없음,없음,없음,없음
38405741,오토,보험사보증,"41,420km",없음,없음,없음,없음,없음
38497293,오토,보험사보증,"21,886km",없음,없음,없음,없음,없음
38405721,오토,보험사보증,"140,509km",있음 / 적법,없음,없음,있음,있음
38548445,-,보험사보증,"111,268km",없음,없음,없음,없음,없음
38591535,오토,보험사보증,"119,968km",없음,없음,없음,없음,없음
38258312,-,자가보증,"59,000km",없음,없음,없음,없음,없음
37713031,오토,보험사보증,"59,831km",없음,없음,있음 / 렌트,없음,있음
38607828,오토,자가보증,"61,222km",없음,없음,있음 / 렌트,없음,없음
38596578,오토,자가보증,"139,907km",없음,없음,있음 / 렌트,없음,없음
38540130,오토,자가보증,"25,825km",없음,없음,있음 / 렌트,없음,없음
38270569,오토,자가보증,"162,371km",없음,없음,있음 / 렌트,없음,없음
38196532,-,자가보증,"103,521km",없음,없음,없음,없음,없음
38589690,오토,자가보증,"47,731km",없음,없음,있음 / 렌트,없음,없음
38621982,오토,보험사보증,"13,752km",없음,없음,없음,없음,없음
38059689,-,보험사보증,"50,071km",없음,없음,없음,없음,없음
38140643,-,보험사보증,"19,407km",없음,없음,없음,없음,없음
37291918,오토,보험사보증,"4,134km",없음,없음,없음,없음,없음
37519839,-,보험사보증,"38,287km",없음,없음,없음,없음,없음
38547436,-,보험사보증,"50,247km",없음,없음,없음,없음,없음
38636436,-,보험사보증,"47,156km",없음,없음,없음,없음,없음
37830161,-,보험사보증,"30,474km",있음 / 적법,없음,없음,없음,없음
37837255,오토,보험사보증,"142,668km",없음,없음,있음 / 렌트,없음,없음
38604791,오토,보험사보증,"175,151km",없음,없음,없음,없음,없음
38624274,오토,보험사보증,"100,897km",없음,없음,없음,없음,없음
38292541,-,보험사보증,"91,651km",없음,없음,없음,없음,없음
38302686,오토,보험사보증,"144,650km",없음,없음,없음,없음,없음
37924409,오토,보험사보증,"50,990km",없음,없음,없음,없음,없음
37104057,오토,보험사보증,"63,130km",없음,없음,없음,없음,없음
38097836,-,보험사보증,"137,799km",없음,없음,없음,없음,있음
38573439,오토,보험사보증,"123,095km",없음,없음,없음,없음,없음
38609539,오토,보험사보증,"36,568km",없음,없음,없음,없음,없음
38614787,오토,보험사보증,"25,860km",없음,없음,없음,없음,없음
38452338,-,보험사보증,"81,291km",없음,없음,없음,없음,없음
38615761,오토,보험사보증,"56,575km",없음,없음,있음 / 렌트,없음,없음
38440320,-,자가보증,"59,131km",없음,없음,없음,없음,없음
37891278,-,보험사보증,"10,654km",없음,없음,없음,없음,없음
38615716,오토,보험사보증,"41,424km",없음,없음,있음 / 렌트,없음,없음
38092048,-,보험사보증,"83,118km",없음,없음,없음,없음,있음
38025125,-,보험사보증,"47,507km",없음,없음,있음 / 렌트,없음,없음
38547345,오토,보험사보증,"41,900km",없음,없음,없음,없음,없음
