id,n,model,fuel,cc,date,nc,oc,tl,fd,tf,cm_num,cm_price,co_num,co_price,price,transmission,warranty,mileage,tuning_history,special_history,usage_change,accident,little_accident
38495778,62우8691,올 뉴 모닝,가솔린,998cc,2011/07/08,0,7,0,0,0,3,1566560,0,0,360,-,보험사보증,"76,483km",없음,없음,없음,있음,있음
38571630,205다2531,캐스퍼,가솔린,998cc,2021/11/04,1,2,0,0,0,1,685568,0,0,1490,오토,보험사보증,"53,292km",없음,없음,있음 / 렌트,없음,있음
38207612,39더7577,코나,디젤,1582cc,2017/10/16,0,2,0,0,0,1,1044710,2,2862740,1430,오토,보험사보증,"85,241km",없음,없음,없음,없음,없음
38285193,801조6184,스타리아,디젤,2199cc,2022/01/11,0,1,0,0,0,0,0,2,960728,2830,오토,보험사보증,"20,674km",없음,없음,없음,없음,없음
38476203,152마6679,카니발 4세대,디젤,2151cc,2020/09/17,1,1,0,0,0,0,0,0,0,2800,오토,보험사보증,"72,006km",없음,없음,있음 / 렌트,없음,없음
38300816,28서0532,LF 쏘나타,디젤,1685cc,2016/01/06,0,1,0,0,0,0,0,0,0,1120,오토,보험사보증,"147,826km",없음,없음,없음,있음,있음
38588715,152호9046,카니발 4세대,가솔린,3470cc,2020/11/20,0,0,0,0,0,0,0,0,0,3350,오토,보험사보증,"31,521km",없음,없음,있음 / 렌트,없음,없음
38553622,179도3984,EQ900,가솔린,3778cc,2018/11/05,1,3,0,0,0,0,0,2,1975878,3190,오토,보험사보증,"82,829km",없음,없음,있음 / 렌트,없음,없음
38410329,221소9176,그랜저 IG,가솔린,2359cc,2019/01/29,1,5,0,0,0,0,0,0,0,1570,-,보험사보증,"137,002km",없음,없음,있음 / 렌트,없음,없음
38617845,16고2219,EV6,전기,111cc,2021/09/01,0,2,0,0,0,0,0,0,0,3790,-,보험사보증,"27,785km",없음,없음,없음,없음,없음
38470559,01나0172,더 뉴 모닝,가솔린,998cc,2015/10/01,0,3,0,0,0,3,2027960,2,990980,680,-,보험사보증,"87,525km",없음,없음,없음,없음,없음
38543371,360우3696,벨로스터 (JS),가솔린,1998cc,2019/06/04,2,3,0,0,0,0,0,0,0,1249,-,보험사보증,"90,569km",없음,없음,있음 / 렌트,있음,있음
37405333,45가9135,올란도,디젤,1598cc,2017/01/09,0,1,0,0,0,0,0,0,0,820,-,보험사보증,"130,814km",없음,없음,없음,없음,없음
38619542,50거0616,LF 쏘나타,가스,1999cc,2015/11/18,0,1,0,0,0,1,1169300,1,262504,980,-,자가보증,"99,806km",없음,없음,없음,없음,없음
38464258,332고3817,K8,가솔린,2497cc,2021/04/12,0,3,0,0,0,0,0,0,0,3220,-,보험사보증,"46,484km",없음,없음,없음,없음,없음
37276647,24오5154,코나 일렉트릭,전기,180cc,2020/08/26,0,1,0,0,0,0,0,0,0,2200,-,보험사보증,"54,488km",없음,없음,없음,없음,없음
38463494,178하3791,코나,가솔린,1591cc,2020/09/01,0,0,0,0,0,1,597790,1,765939,1450,-,보험사보증,"66,440km",없음,없음,있음 / 렌트,없음,없음
38254342,85서3009,더 뉴 그랜드 스타렉스,디젤,2497cc,2020/11/23,0,1,0,0,0,0,0,0,0,2100,오토,보험사보증,"32,756km",없음,없음,없음,없음,없음
38204024,244무5405,쏘나타 뉴 라이즈,가스,1999cc,2017/10/18,1,2,0,0,0,0,0,0,0,690,오토,보험사보증,"190,215km",없음,없음,있음 / 렌트,없음,있음
38599369,21머5337,더 뉴 쏘렌토,디젤,2199cc,2019/05/21,0,1,0,0,0,0,0,0,0,2550,-,보험사보증,"65,208km",없음,없음,없음,없음,있음
38638224,321주2518,GV80,가솔린,3470cc,2020/05/04,0,2,0,0,0,1,402589,0,0,5760,오토,보험사보증,"63,616km",없음,없음,없음,없음,없음
38627923,51거9317,트랙스,가솔린,1362cc,2015/06/10,0,1,0,0,0,5,10068618,3,4685097,569,오토,자가보증,"163,008km",없음,없음,없음,없음,있음
37999605,172고9789,LF 쏘나타,디젤,1685cc,2016/02/15,2,7,0,0,0,2,5788400,3,1565554,598,오토,자가보증,"162,003km",없음,없음,있음 / 렌트,있음,있음
38617617,226부8314,베리 뉴 티볼리,가솔린,1497cc,2020/10/23,1,1,0,0,0,0,0,0,0,2500,오토,보험사보증,"112,178km",없음,없음,있음 / 렌트,없음,있음
38581139,16러3107,뉴SM3,가솔린,1598cc,2013/06/12,0,1,0,0,0,4,4738019,2,916530,350,오토,보험사보증,"99,891km",없음,없음,없음,없음,있음
38571113,02우2049,더 뉴 맥스크루즈,가솔린,3342cc,2017/03/24,0,2,0,0,0,1,434210,2,1192227,1800,오토,보험사보증,"94,201km",없음,없음,없음,없음,없음
38327853,174노1249,카니발 4세대,디젤,2151cc,2020/08/28,0,1,0,0,0,1,991674,0,0,4170,오토,자가보증,"45,330km",없음,없음,없음,없음,없음
38595261,50모8941,티볼리,디젤,1597cc,2017/01/23,0,3,0,0,0,2,1421820,0,0,950,오토,보험사보증,"91,001km",없음,없음,없음,없음,있음
38517382,245구2123,쏘나타 하이브리드 (DN8),하이브리드,1999cc,2019/10/18,0,1,0,0,0,0,0,1,572530,2900,오토,자가보증,"22,207km",없음,없음,없음,없음,없음
38337532,62저4288,그랜저 IG,가솔린,2359cc,2017/07/26,0,3,0,0,0,6,4266350,1,646898,1650,-,자가보증,"102,145km",없음,없음,없음,없음,없음
35983722,57로5648,스팅어,가솔린,3342cc,2019/08/19,0,0,0,0,0,1,782346,4,11996530,2399,오토,보험사보증,"76,978km",없음,없음,없음,있음,있음
36768756,38다6309,그랜저 IG,가솔린,2999cc,2019/04/11,0,3,0,0,0,2,6866991,0,0,1850,-,보험사보증,"113,112km",없음,없음,없음,있음,있음
38441684,62무2831,아반떼 MD,가솔린,1591cc,2012/07/11,0,4,0,0,0,2,2330076,0,0,490,오토,자가보증,"87,943km",없음,없음,없음,있음,있음
38416968,252노1282,K5 3세대,가솔린,1999cc,2021/08/02,1,1,0,0,0,0,0,0,0,2030,-,보험사보증,"74,142km",없음,없음,있음 / 렌트,없음,있음
38620093,305고7115,트레일블레이저,가솔린,1341cc,2020/12/04,0,1,0,0,0,3,2522039,1,754909,2130,오토,보험사보증,"36,141km",없음,없음,없음,없음,있음
38605185,28서5321,올 뉴 투싼,디젤,1995cc,2015/04/27,0,2,0,0,0,0,0,0,0,1130,오토,보험사보증,"137,183km",없음,없음,없음,없음,없음
38158031,259두4645,베리 뉴 티볼리,가솔린,1497cc,2019/10/25,0,2,0,0,0,0,0,0,0,1650,오토,보험사보증,"47,758km",없음,없음,없음,없음,없음
38416998,23라1303,올 뉴 모닝,가솔린,998cc,2013/01/24,0,4,0,0,0,1,185238,0,0,999,오토,자가보증,"57,983km",없음,없음,없음,없음,없음
38614952,100수6536,K5 3세대,가솔린,1999cc,2021/04/01,1,2,0,0,0,0,0,0,0,1770,-,보험사보증,"75,174km",없음,없음,없음,없음,없음
37951884,183두1586,GV70,가솔린,2497cc,2022/04/21,0,1,0,0,0,0,0,0,0,5140,오토,보험사보증,"27,047km",없음,없음,없음,없음,없음
37225382,172거3362,더 뉴 카니발,디젤,2199cc,2020/01/17,1,1,0,0,0,1,2064078,1,1195820,1780,-,보험사보증,"93,557km",없음,없음,있음 / 렌트,없음,있음
37996871,127도8114,투싼 (NX4),가솔린,1598cc,2021/03/22,0,1,0,0,0,3,3615406,1,1648905,2830,오토,보험사보증,"35,970km",없음,없음,없음,없음,없음
37830159,13머5519,더 뉴 K5,가스,1999cc,2013/07/30,0,1,0,0,0,4,10258030,4,4338715,430,-,보험사보증,"175,343km",없음,없음,없음,있음,있음
37919694,31누3748,엑센트(신형),가솔린,1591cc,2012/11/08,1,7,0,0,0,3,1188090,3,1698558,350,-,보험사보증,"128,518km",없음,없음,없음,있음,있음
38144708,18머9204,그랜저 HG,가솔린,2359cc,2016/06/01,0,0,0,0,0,4,4976177,1,683589,920,오토,자가보증,"150,064km",없음,없음,없음,있음,없음
37913972,223나5394,아반떼 AD,디젤,1582cc,2016/04/14,1,9,0,0,0,2,1765799,3,1663199,790,-,자가보증,"103,429km",없음,없음,없음,없음,있음
38519219,198다7546,K5 3세대,가솔린,1999cc,2020/01/23,1,2,0,0,0,0,0,0,0,1680,오토,보험사보증,"116,771km",없음,없음,있음 / 렌트,없음,있음
38602337,164다6525,카니발 4세대,가솔린,3470cc,2022/01/21,0,1,0,0,0,1,688621,0,0,3850,오토,보험사보증,"25,787km",없음,없음,없음,없음,없음
38301255,167주4338,더 뉴 그랜저 IG 하이브리드,하이브리드,2359cc,2021/01/12,0,3,0,0,0,2,2692780,2,1077350,2749,-,자가보증,"63,925km",없음,없음,없음,없음,있음
38405026,108로7592,더 뉴 쏘렌토,디젤,1995cc,2019/04/02,1,1,0,0,0,1,1135280,2,7930875,1590,-,보험사보증,"106,775km",없음,없음,있음 / 렌트,있음,있음
38393945,235무7805,K8 하이브리드,하이브리드,1598cc,2021/05/21,0,1,0,0,0,1,726850,0,0,3640,-,보험사보증,"27,881km",없음,없음,없음,없음,없음
38607466,237로1842,카니발 4세대,가솔린,3470cc,2023/07/19,0,0,0,0,0,0,0,0,0,3240,-,보험사보증,"16,812km",없음,없음,없음,없음,없음
38576391,197수5736,더 뉴 카니발,디젤,2199cc,2019/08/20,1,3,0,0,0,1,980472,0,0,2470,-,보험사보증,"104,334km",없음,없음,있음 / 렌트,없음,없음
38195952,388버6904,캐스퍼,가솔린,998cc,2022/10/14,0,2,0,0,0,1,1724151,1,1263000,1690,오토,자가보증,"18,746km",없음,없음,없음,없음,있음
38566083,342수7227,G90,가솔린,3778cc,2019/06/21,1,4,0,0,0,0,0,0,0,3650,-,보험사보증,"109,143km",없음,없음,없음,없음,있음
38633242,194너2837,더 뉴 기아 레이,가솔린,998cc,2023/08/02,0,0,0,0,0,0,0,0,0,1950,-,보험사보증,"6,355km",없음,없음,없음,없음,없음
38320171,21수9622,올란도,가스,1998cc,2017/01/13,0,2,0,0,0,0,0,1,1047950,809,오토,자가보증,"126,929km",없음,없음,없음,없음,있음
38618667,195두1423,더 뉴 그랜저 IG 하이브리드,V005,2359cc,2021/11/09,1,1,0,0,0,0,0,0,0,1799,-,보험사보증,"160,866km",없음,없음,있음 / 렌트,없음,없음
38442521,53거6445,올 뉴 K3,가솔린,1598cc,2019/02/25,0,3,0,0,0,0,0,0,0,1150,오토,보험사보증,"66,591km",없음,없음,없음,없음,없음
38029216,198저1307,K5 3세대,가솔린,1598cc,2022/06/27,0,1,0,0,0,0,0,0,0,2540,-,보험사보증,"6,646km",없음,없음,없음,없음,없음
38286087,396고6319,더 뉴 카니발 4세대,하이브리드,1598cc,2024/02/02,0,0,0,0,0,1,1724151,0,0,5250,오토,자가보증,"9,861km",없음,없음,없음,없음,없음
38286308,56저8110,팰리세이드,가솔린,3778cc,2019/06/20,0,3,0,0,0,1,839871,1,636502,2990,-,보험사보증,"38,143km",없음,없음,없음,없음,없음
38144128,376부6774,K7 프리미어,가솔린,2497cc,2020/04/07,0,1,0,0,0,2,1879796,0,0,2260,-,보험사보증,"60,146km",없음,없음,없음,없음,없음
38185590,11조0800,트랙스,디젤,1598cc,2016/06/24,0,1,0,0,0,0,0,2,1449910,760,오토,보험사보증,"81,679km",없음,없음,없음,없음,없음
38336562,319모7954,레이,가솔린,998cc,2014/06/18,1,5,0,0,0,2,745050,0,0,580,-,보험사보증,"173,480km",없음,없음,없음,없음,있음
38545540,193호7437,스포티지 5세대 하이브리드,하이브리드,1598cc,2022/12/12,0,0,0,0,0,1,1777693,0,0,3130,오토,보험사보증,"18,882km",없음,없음,있음 / 렌트,있음,있음
38149696,397저8435,더 뉴 팰리세이드,디젤,2199cc,2022/09/06,0,0,0,0,0,0,0,0,0,4730,-,자가보증,"23,231km",없음,없음,없음,없음,없음
38607469,399더3988,스팅어 마이스터,가솔린,3342cc,2022/11/30,0,0,0,0,0,3,6177022,0,0,4099,-,보험사보증,"45,214km",없음,없음,없음,없음,있음
38478730,113소1074,아반떼 (CN7),가솔린,1598cc,2020/11/20,1,2,0,0,0,1,644352,0,0,1890,-,보험사보증,"11,456km",없음,없음,있음 / 렌트,없음,없음
38553145,228도3231,K8,가솔린,2497cc,2021/04/30,1,1,0,0,0,1,597910,0,0,2900,오토,보험사보증,"75,503km",없음,없음,없음,없음,없음
38216848,26수9324,티볼리 아머,가솔린,1597cc,2017/12/22,0,3,0,0,0,0,0,0,0,1230,오토,보험사보증,"35,561km",없음,없음,없음,없음,없음
38567976,147머2478,K5 3세대,가솔린,1598cc,2020/12/03,0,0,0,0,0,2,1409420,3,4031020,2580,-,보험사보증,"52,611km",없음,없음,없음,없음,없음
38522803,161무3951,K8 하이브리드,하이브리드,1598cc,2021/11/17,1,1,0,0,0,0,0,0,0,3090,오토,보험사보증,"133,669km",없음,없음,있음 / 렌트,없음,없음
38522791,152마6682,더 뉴 그랜저 IG,가솔린,2497cc,2020/09/09,1,1,0,0,0,0,0,0,0,2310,-,보험사보증,"99,631km",없음,없음,있음 / 렌트,없음,없음
37914776,18도1694,그랜저 HG,가스,2999cc,2014/02/27,1,3,0,0,0,1,843050,1,760000,750,-,보험사보증,"154,144km",없음,없음,없음,없음,없음
38248767,67두7944,QM3,디젤,1461cc,2015/06/01,0,2,0,0,0,3,2167270,5,8649695,390,오토,보험사보증,"146,667km",없음,없음,없음,있음,있음
38400161,54조0570,티볼리,디젤,1597cc,2016/05/16,0,0,0,0,0,3,4244530,1,603470,650,-,보험사보증,"124,392km",없음,없음,없음,없음,있음
37542047,46나0265,올 뉴 말리부,하이브리드,1796cc,2016/11/02,0,0,0,0,0,0,0,0,0,1139,-,보험사보증,"117,781km",없음,없음,없음,없음,없음
38617178,185소7547,아반떼 (CN7),가솔린,1598cc,2020/11/04,1,1,0,0,0,1,749065,0,0,1599,-,보험사보증,"57,794km",없음,없음,없음,없음,있음
37845335,43너0361,LF 쏘나타,가솔린,1999cc,2015/12/22,0,3,0,0,0,3,2033903,3,8789363,1070,-,보험사보증,"81,999km",없음,없음,없음,없음,있음
38025956,230조9205,쏘나타 하이브리드 (DN8),하이브리드,1999cc,2020/06/01,1,1,0,0,0,2,881710,1,471919,2200,-,보험사보증,"41,346km",없음,없음,있음 / 렌트,없음,없음
38637804,375도2250,카니발 4세대,디젤,2151cc,2021/03/09,1,1,0,0,0,0,0,0,0,3350,오토,보험사보증,"66,713km",없음,없음,있음 / 렌트,없음,없음
38503373,15부3599,제네시스 DH,가솔린,3342cc,2014/04/15,0,1,0,0,0,1,1724151,3,1787698,2199,오토,보험사보증,"33,480km",없음,없음,없음,없음,없음
38213312,107가7216,더 뉴 레이,가솔린,998cc,2019/05/20,1,6,0,0,0,1,760170,0,0,955,-,보험사보증,"96,580km",없음,없음,있음 / 렌트,없음,없음
38465782,35더7127,그랜저 IG,가솔린,2999cc,2017/10/26,0,1,0,0,0,0,0,0,0,2500,오토,보험사보증,"9,286km",없음,없음,없음,없음,없음
38019116,58라7152,임팔라,가솔린,3564cc,2017/03/17,0,5,0,0,0,3,7240650,1,8803000,970,오토,보험사보증,"114,319km",없음,없음,없음,있음,있음
38472113,26도0458,싼타페 더 프라임,디젤,1995cc,2016/07/22,0,1,0,0,0,2,3058130,1,400000,1530,-,보험사보증,"58,999km",없음,없음,없음,없음,있음
38204349,152호2371,쏘나타 (DN8),가솔린,1999cc,2021/01/04,0,0,0,0,0,0,0,0,0,2000,오토,보험사보증,"60,314km",없음,없음,있음 / 렌트,없음,없음
38607243,284조8308,스포티지 더 볼드,디젤,1995cc,2020/09/23,1,1,0,0,0,1,2167492,0,0,1670,오토,보험사보증,"74,253km",없음,없음,있음 / 렌트,있음,있음
38404881,153도1567,GV80,가솔린,2497cc,2020/05/29,1,2,0,0,0,0,0,1,3279824,4750,-,보험사보증,"63,737km",없음,없음,있음 / 렌트,없음,없음
38498657,807조8572,더 뉴 렉스턴 스포츠 칸,디젤,2157cc,2022/09/05,0,1,0,0,0,2,2201388,0,0,3200,오토,보험사보증,"39,475km",없음,없음,없음,없음,없음
38442580,374나9302,더 넥스트 스파크,가솔린,999cc,2018/05/18,1,2,0,0,0,1,757550,0,0,650,-,보험사보증,"74,213km",없음,없음,없음,없음,없음
38612781,112구2211,K5 하이브리드 3세대,하이브리드,1999cc,2020/10/07,1,1,0,0,0,0,0,0,0,1900,오토,보험사보증,"123,855km",없음,없음,있음 / 렌트,없음,없음
38637391,146소5017,셀토스,가솔린,1591cc,2019/09/23,0,1,0,0,0,0,0,0,0,2050,-,보험사보증,"52,889km",없음,없음,없음,없음,없음
38187299,251저8636,투싼 하이브리드 (NX4),하이브리드,1598cc,2023/12/04,0,0,0,0,0,0,0,0,0,4444,오토,보험사보증,"7,332km",없음,없음,없음,없음,없음
38292323,54조4326,아반떼 AD,가솔린,1591cc,2017/05/30,0,0,0,0,0,4,15609991,3,3042830,850,오토,보험사보증,"44,806km",없음,없음,없음,있음,있음
38452177,143고8878,팰리세이드,디젤,2199cc,2019/11/25,1,2,0,0,0,1,1833017,0,0,2930,-,보험사보증,"87,091km",없음,없음,있음 / 렌트,없음,없음
37960564,249수4116,카니발 4세대,디젤,2151cc,2023/07/21,0,1,0,0,0,0,0,0,0,3950,오토,보험사보증,"18,037km",없음,없음,없음,없음,없음
38441465,59머3453,더 뉴 쏘렌토,디젤,2199cc,2019/04/19,0,1,0,0,0,1,2164543,0,0,2400,오토,보험사보증,"65,571km",없음,없음,없음,없음,있음
38419271,35어9908,올 뉴 K7,가솔린,2359cc,2016/12/12,0,1,0,0,0,1,1070140,0,0,1469,오토,보험사보증,"84,780km",없음,없음,없음,없음,있음
38427474,321도5597,더 뉴 레이,가솔린,998cc,2019/06/05,1,1,0,0,0,0,0,2,756044,999,오토,보험사보증,"49,922km",없음,없음,있음 / 렌트,없음,없음
38621617,152마5779,트랙스 크로스오버,가솔린,1199cc,2024/04/26,0,3,0,0,0,2,1724151,1,1031792,2290,-,보험사보증,"7,218km",없음,없음,없음,없음,있음
37864162,34버6122,뉴모닝,가솔린,999cc,2009/05/12,0,3,0,0,0,6,6159167,4,3079766,220,오토,보험사보증,"58,618km",없음,없음,없음,없음,있음
38621677,127너6292,스포티지 5세대,가솔린,1598cc,2022/02/11,0,4,0,0,0,1,963370,2,496557,2790,-,보험사보증,"85,547km",없음,없음,없음,없음,없음
37258847,57모0553,K5 2세대,디젤,1685cc,2016/04/27,0,0,0,0,0,2,1920075,4,4324641,740,-,보험사보증,"91,257km",없음,없음,없음,없음,있음
38553837,363나9320,쏘나타 (DN8),가솔린,1598cc,2021/10/05,0,2,0,0,0,3,2327743,0,0,2620,-,보험사보증,"54,642km",없음,없음,없음,없음,있음
38504761,171누8478,카니발 4세대,디젤,2151cc,2023/09/06,0,0,0,0,0,0,0,0,0,4490,-,보험사보증,"13,230km",없음,없음,없음,없음,없음
37284601,41마8177,올 뉴 K7,가솔린,2359cc,2017/03/30,0,6,0,0,0,3,2694949,1,265740,1690,-,보험사보증,"57,237km",없음,없음,없음,없음,있음
38269782,24어4588,K7 프리미어,가솔린,2999cc,2019/07/25,0,4,0,0,0,4,2386248,0,0,2699,-,보험사보증,"65,770km",없음,없음,없음,없음,없음
38501909,317두6201,모하비 더 마스터,디젤,2959cc,2022/05/03,0,0,0,0,0,0,0,0,0,4080,-,자가보증,"74,097km",없음,없음,없음,없음,없음
38302495,06루2751,올 뉴 K7 하이브리드,하이브리드,2359cc,2019/01/28,0,3,0,0,0,1,332978,0,0,2380,오토,자가보증,"49,628km",없음,없음,없음,없음,없음
38482014,175거5635,XM3,가솔린,1598cc,2020/10/08,1,6,0,0,0,1,396089,2,2369063,999,오토,보험사보증,"109,849km",없음,없음,있음 / 렌트,없음,없음
38564025,127다2646,모닝 어반 (JA),가솔린,998cc,2022/07/05,0,0,0,0,0,0,0,0,0,1250,-,자가보증,"25,286km",없음,없음,없음,없음,없음
38578699,65더0782,올 뉴 카니발,디젤,2199cc,2015/12/08,0,1,0,0,0,0,0,0,0,1150,오토,보험사보증,"146,576km",없음,없음,없음,없음,없음
38490877,17마9282,티볼리 에어,가솔린,1597cc,2017/06/07,0,4,0,0,0,3,2301182,1,336308,950,오토,보험사보증,"134,979km",없음,없음,없음,없음,없음
38409925,198가5150,모하비 더 마스터,디젤,2959cc,2022/10/11,0,1,0,0,0,0,0,0,0,4290,오토,보험사보증,"39,053km",없음,없음,없음,없음,없음
38590754,35어1780,아반떼 AD,가솔린,1591cc,2017/06/08,0,3,0,0,0,2,1124789,2,1628570,1180,오토,자가보증,"96,817km",없음,없음,없음,없음,없음
38340783,124마5871,G90 (RS4),가솔린,3470cc,2022/03/07,0,4,0,0,0,2,43310028,0,0,6980,-,자가보증,"73,855km",없음,없음,없음,없음,있음
37163785,09누3223,스토닉,디젤,1582cc,2018/02/06,0,3,0,0,0,2,1084214,1,1147908,885,-,자가보증,"83,000km",없음,없음,없음,있음,있음
38540189,180노8434,K7 프리미어,가솔린,2999cc,2019/09/10,0,0,0,0,0,0,0,0,0,2750,오토,자가보증,"56,135km",없음,없음,없음,없음,없음
38487872,186저3671,더 뉴 트레일블레이저,가솔린,1341cc,2024/03/20,0,0,0,0,0,0,0,0,0,2650,오토,자가보증,"2,082km",없음,없음,없음,없음,없음
38457682,46너3133,SM6,가솔린,1997cc,2018/04/13,0,2,0,0,0,2,2791805,1,601103,1140,오토,보험사보증,"74,090km",없음,없음,없음,없음,있음
38347506,181수2569,더 뉴 K9 2세대,가솔린,3778cc,2021/10/26,1,2,0,0,0,2,5468568,0,0,4330,-,자가보증,"30,931km",없음,없음,있음 / 렌트,없음,있음
38423065,14가4553,올란도,디젤,1998cc,2012/03/23,0,3,0,0,0,2,913918,1,650730,430,오토,보험사보증,"127,784km",없음,없음,없음,없음,없음
38326529,361나6927,싼타페 (MX5),가솔린,2497cc,2023/10/16,0,0,0,0,0,0,0,0,0,4890,오토,보험사보증,"13,754km",없음,없음,없음,없음,없음
38456149,29러0941,더 넥스트 스파크,가솔린,999cc,2015/12/10,0,2,0,0,0,2,599026,0,0,420,-,보험사보증,"94,671km",없음,없음,없음,없음,없음
38433502,67수1795,아반떼 MD,가솔린,1591cc,2011/01/05,0,2,0,0,0,2,1949440,0,0,620,오토,보험사보증,"55,578km",없음,없음,없음,없음,없음
38462026,15오8799,에쿠스(신형),가솔린,5038cc,2014/07/24,0,1,0,0,0,3,24786891,4,6297250,820,오토,보험사보증,"211,409km",없음,없음,없음,있음,있음
37878536,61루7235,넥쏘,가솔린,0cc,2021/05/27,1,1,0,0,0,1,527799,0,0,2210,오토,보험사보증,"59,812km",없음,없음,있음 / 렌트,없음,없음
38529156,225소4135,G90,가솔린,5038cc,2020/11/04,1,1,0,0,0,0,0,0,0,4850,-,보험사보증,"84,694km",없음,없음,있음 / 렌트,없음,없음
38498926,224구3023,캐스퍼,가솔린,998cc,2024/04/04,0,0,0,0,0,1,1724151,0,0,1780,-,보험사보증,"9,276km",없음,없음,없음,없음,없음
38461919,02무2484,G80,가솔린,3342cc,2017/09/11,0,1,0,0,0,0,0,0,0,2230,오토,자가보증,"64,395km",없음,없음,없음,없음,없음
38490975,155라9575,팰리세이드,가솔린,3778cc,2020/07/01,0,1,0,0,0,0,0,0,0,3210,오토,보험사보증,"51,323km",없음,없음,없음,없음,없음
38599581,208고9616,카니발 4세대,디젤,2151cc,2020/11/03,1,2,0,0,0,1,639830,0,0,2890,-,보험사보증,"100,949km",없음,없음,있음 / 렌트,없음,있음
38332278,395무1392,팰리세이드,디젤,2199cc,2020/11/09,0,1,0,0,0,3,5241259,1,4499000,4090,오토,자가보증,"55,778km",없음,없음,없음,없음,없음
38544151,197버5442,K5 하이브리드 3세대,하이브리드,1999cc,2020/09/09,1,1,0,0,0,1,471894,1,1596300,2190,-,보험사보증,"22,983km",없음,없음,있음 / 렌트,없음,있음
38378327,220호5078,더 뉴 아반떼 (CN7),가스,1598cc,2023/05/10,0,0,0,0,0,0,0,0,0,2480,오토,보험사보증,"16,328km",없음,없음,있음 / 렌트,없음,없음
38564341,248무2974,더 뉴 레이,가솔린,998cc,2021/03/26,0,1,0,0,0,0,0,0,0,1400,오토,보험사보증,"21,380km",없음,없음,없음,없음,없음
38185733,47노0547,SM5 노바,가솔린,1998cc,2016/02/29,0,1,0,0,0,0,0,1,500000,600,오토,보험사보증,"146,653km",없음,없음,없음,없음,없음
38625733,175더2591,셀토스,가솔린,1591cc,2020/10/15,1,2,0,0,0,4,3656221,1,124600,2050,-,보험사보증,"63,280km",없음,없음,있음 / 렌트,없음,있음
38599020,23무0694,싼타페 더 프라임,디젤,1995cc,2015/11/24,0,1,0,0,0,0,0,1,1679400,1460,-,보험사보증,"101,388km",없음,없음,없음,없음,없음
38206358,125도8821,아반떼 (CN7),가솔린,1598cc,2020/07/10,1,0,0,0,0,1,1154539,3,2664385,1290,-,보험사보증,"46,186km",없음,없음,있음 / 렌트,없음,있음
38544075,172루3447,K8 하이브리드,하이브리드,1598cc,2021/06/15,1,1,0,0,0,0,0,0,0,2690,-,보험사보증,"91,517km",없음,없음,있음 / 렌트,없음,없음
38431104,52나1698,아반떼 AD,가솔린,1591cc,2018/01/25,0,2,0,0,0,1,1995951,2,4319121,1055,-,보험사보증,"72,523km",없음,없음,없음,있음,있음
38396595,35오2445,QM3,디젤,1461cc,2014/12/11,0,7,0,0,0,3,3060445,4,3246730,650,-,보험사보증,"85,822km",없음,없음,없음,없음,있음
38586850,177어7220,싼타페 (MX5),하이브리드,1598cc,2024/08/06,0,1,0,0,0,0,0,0,0,4590,오토,보험사보증,"6,882km",없음,없음,없음,없음,없음
38406474,20저2894,스포티지 R,디젤,1995cc,2010/07/01,0,1,0,0,0,4,3038926,4,4797370,570,오토,보험사보증,"127,187km",없음,없음,없음,없음,있음
38340617,826버6105,더 뉴 렉스턴 스포츠 칸,디젤,2157cc,2022/04/29,0,1,0,0,0,0,0,0,0,3200,-,보험사보증,"46,343km",없음,없음,없음,없음,없음
38583268,18루4523,쏘렌토 R,디젤,1995cc,2011/12/05,0,1,0,0,0,2,1186970,1,5182000,679,-,보험사보증,"119,259km",없음,없음,없음,없음,있음
38470073,22어5796,말리부,가솔린,1998cc,2011/12/20,0,3,0,0,0,1,226600,4,10080510,430,-,자가보증,"117,216km",없음,없음,없음,없음,있음
38445402,156가5094,아반떼 (CN7),가솔린,1598cc,2020/12/29,0,1,0,0,0,1,1074469,0,0,2050,-,자가보증,"51,845km",없음,없음,없음,없음,있음
38274379,56두7016,더 뉴 카니발,디젤,2199cc,2018/08/27,0,0,0,0,0,0,0,0,0,2190,오토,보험사보증,"98,054km",없음,없음,없음,없음,없음
37668302,10고0546,아반떼 AD,가솔린,1591cc,2016/01/08,0,1,0,0,0,0,0,2,1082610,1190,-,보험사보증,"37,134km",없음,없음,없음,없음,없음
38067418,222루2784,그랜저 IG 하이브리드,V005,2359cc,2019/11/26,1,1,0,0,0,2,2633951,0,0,2090,오토,자가보증,"101,407km",없음,없음,있음 / 렌트,없음,있음
38429975,09우4026,올 뉴 쏘렌토,디젤,1995cc,2017/05/02,0,1,0,0,0,1,375700,0,0,1690,오토,보험사보증,"101,826km",없음,없음,없음,없음,없음
38204523,233부9948,팰리세이드,디젤,2199cc,2020/07/29,0,1,0,0,0,0,0,1,4800470,3460,-,보험사보증,"29,982km",없음,없음,없음,없음,없음
38446675,61오4292,뉴SM5(신형),가솔린,1998cc,2011/06/01,0,1,0,0,0,3,1874537,6,4242980,9999,-,보험사보증,"84,629km",없음,없음,없음,없음,있음
38209311,35어4386,티볼리,디젤,1597cc,2016/12/21,0,1,0,0,0,2,1514670,0,0,820,-,보험사보증,"86,445km",없음,없음,없음,없음,있음
